Episode,Steps,Reward,CoinsCollected,TotalCoins,CheckpointsCollected,TotalCheckpoints,JumpCount,JumpPenalty,DashCount,DashPenalty,CumulativeAvgSteps,CumulativeAvgRewards
75,165,43.29,5,144,1,43,32,0.32,25,0.50,212,5.315817
76,0,-3.00,0,144,0,43,0,0.00,0,0.00,209,5.206398
77,376,18.37,3,144,1,43,122,1.22,28,0.56,211,5.297034
78,130,6.43,2,144,0,43,41,0.41,18,0.36,210,5.283928
79,192,-2.84,2,144,0,43,59,0.59,27,0.54,210,5.149181
80,133,-3.29,2,144,0,43,49,0.49,17,0.34,209,5.015979
81,139,-1.94,1,144,0,43,33,0.33,20,0.40,208,4.912477
82,296,-42.84,1,144,0,43,104,1.04,64,1.28,209,4.293324
83,164,22.98,3,144,1,43,60,0.60,29,0.58,209,4.451121
84,293,5.58,2,144,1,43,87,0.87,32,0.64,210,4.402377
85,206,26.45,3,144,1,43,58,0.58,18,0.36,210,4.598823
86,108,8.87,1,144,0,43,24,0.24,6,0.12,209,4.636264
87,188,-32.64,0,144,0,43,69,0.69,38,0.76,208,4.191095
88,127,12.14,1,144,0,43,22,0.22,10,0.20,207,4.268811
89,899,-98.34,8,144,4,43,368,3.68,286,5.72,215,2.843289
90,267,10.43,1,144,0,43,25,0.25,4,0.08,216,2.916225
91,27,2.99,1,144,0,43,7,0.07,4,0.08,214,2.907712
92,183,-3.20,3,144,0,43,61,0.61,41,0.82,213,2.803106
93,54,0.19,1,144,0,43,18,0.18,5,0.10,212,2.764478
94,251,26.24,3,144,0,43,51,0.51,11,0.22,212,2.984317
95,350,14.41,2,144,1,43,88,0.88,42,0.84,213,3.047343
96,543,-10.81,5,144,2,43,216,2.16,104,2.08,217,2.774184
97,252,4.91,1,144,0,43,45,0.45,18,0.36,217,2.780694
98,93,-0.83,1,144,0,43,29,0.29,14,0.28,216,2.730919
99,85,13.40,1,144,0,43,9,0.09,3,0.06,215,2.830182
100,285,25.85,2,144,2,43,80,0.80,35,0.70,215,2.985022
101,274,36.83,4,144,0,43,56,0.56,10,0.20,216,3.285134
102,331,31.74,2,144,1,43,58,0.58,14,0.28,217,3.519269
103,65,-9.68,0,144,0,43,19,0.19,9,0.18,216,3.387509
104,81,1.74,2,144,0,43,27,0.27,16,0.32,214,3.35268
105,202,33.23,2,144,1,43,46,0.46,16,0.32,214,3.594407
106,51,-4.44,0,144,0,43,13,0.13,5,0.10,213,3.516468
107,287,-23.75,2,144,0,43,92,0.92,42,0.84,213,3.232208
108,878,-95.97,5,144,2,43,348,3.48,218,4.36,219,2.165852
109,236,19.14,3,144,1,43,58,0.58,38,0.76,220,2.268809
110,188,-7.49,0,144,0,43,53,0.53,6,0.12,219,2.174172
111,18,3.04,1,144,0,43,3,0.03,3,0.06,217,2.174917
112,418,31.02,4,144,1,43,105,1.05,53,1.06,219,2.368058
113,40,5.41,2,144,0,43,17,0.17,7,0.14,218,2.379917
114,42,7.40,0,144,1,43,18,0.18,9,0.18,216,2.400437
115,56,1.30,1,144,0,43,9,0.09,5,0.10,215,2.383219
116,248,1.44,2,144,0,43,78,0.78,40,0.80,215,2.349499
117,0,-3.00,0,144,0,43,0,0.00,0,0.00,213,2.303777
118,107,-20.41,1,144,0,43,45,0.45,33,0.66,212,2.095955
119,49,-1.39,1,144,0,43,19,0.19,5,0.10,211,2.058396
120,107,5.21,1,144,0,43,22,0.22,11,0.22,210,2.075209
121,355,59.04,2,144,2,43,75,0.75,19,0.38,211,2.48675
122,129,9.27,0,144,1,43,28,0.28,21,0.42,210,2.517588
123,272,13.81,4,144,1,43,73,0.73,57,1.14,211,2.552715
124,619,18.81,2,144,1,43,104,1.04,49,0.98,214,2.637546
125,142,16.69,3,144,0,43,30,0.30,18,0.36,214,2.727986
126,16,-2.30,0,144,0,43,2,0.02,1,0.02,212,2.687799
127,927,7.10,4,144,0,43,112,1.12,35,0.70,218,2.686344
128,26,5.15,1,144,0,43,4,0.04,3,0.06,216,2.699382
129,240,29.20,2,144,1,43,48,0.48,24,0.48,216,2.868611
130,798,-28.49,3,143,1,43,187,1.87,95,1.90,221,2.564399
131,415,12.63,3,144,1,43,117,1.17,51,1.02,222,2.590847
132,298,52.97,2,144,2,43,58,0.58,24,0.48,223,2.918725
133,168,46.30,5,144,1,43,38,0.38,19,0.38,223,3.19558
134,0,-3.00,0,144,0,43,0,0.00,0,0.00,221,3.149344
135,334,7.01,3,144,2,43,125,1.25,73,1.46,222,3.108015
136,694,-1.56,7,144,4,43,272,2.72,162,3.24,225,2.925753
137,298,0.59,1,144,0,43,30,0.30,12,0.24,226,2.899705
138,90,7.02,1,144,0,43,8,0.08,0,0.00,225,2.923963
139,233,7.76,2,144,0,43,51,0.51,27,0.54,225,2.941211
140,289,12.98,3,144,0,43,79,0.79,22,0.44,225,2.989241
141,302,-50.96,1,144,0,43,121,1.21,65,1.30,226,2.583882
142,41,15.55,1,144,1,43,21,0.21,6,0.12,224,2.651606
143,465,-78.26,2,144,1,43,193,1.93,131,2.62,226,2.028022
144,749,-106.39,3,144,2,43,309,3.09,193,3.86,230,1.180067
145,34,4.11,1,144,0,43,8,0.08,2,0.04,228,1.194664
146,63,-1.01,0,144,0,43,7,0.07,1,0.02,227,1.178956
147,247,-22.13,1,144,0,43,77,0.77,35,0.70,227,1.005656
148,270,-23.74,1,144,1,43,90,0.90,61,1.22,228,0.8037553
149,1071,17.41,6,144,1,43,169,1.69,89,1.78,233,0.8483127
150,403,33.88,3,144,1,43,73,0.73,26,0.52,234,1.030831
151,251,41.22,2,144,1,43,38,0.38,8,0.16,235,1.268824
152,177,-1.95,1,143,0,43,18,0.18,12,0.24,234,1.240302
153,97,22.84,1,144,1,43,12,0.12,4,0.08,233,1.360435
154,1554,-264.43,3,144,1,43,529,5.29,358,7.16,242,-0.4749552
155,42,17.63,1,144,1,43,14,0.14,5,0.10,241,-0.3791703
156,1165,64.64,6,144,2,43,268,2.68,97,1.94,246,-0.04850537
157,71,10.48,1,144,1,43,31,0.31,17,0.34,245,-0.004819327
158,245,-23.77,0,144,0,43,64,0.64,36,0.72,245,-0.1638603
159,64,13.72,2,144,0,43,13,0.13,6,0.12,244,-0.08687447
160,397,31.73,2,144,0,43,63,0.63,19,0.38,245,0.09696327
161,339,-1.73,2,144,1,43,108,1.08,45,0.90,246,0.05022439
162,147,34.01,3,144,1,43,39,0.39,10,0.20,245,0.2290058
163,409,14.14,1,144,0,43,43,0.43,13,0.26,246,0.3058738
164,579,-98.61,1,144,1,43,221,2.21,136,2.72,248,-0.345751
165,403,25.42,1,144,1,43,81,0.81,27,0.54,249,-0.2160574
166,461,22.61,1,144,1,43,77,0.77,27,0.54,250,-0.1046284
167,71,4.78,1,144,0,43,12,0.12,7,0.14,249,-0.08112271
168,269,-49.56,1,144,0,43,106,1.06,61,1.22,249,-0.3933498
169,129,30.38,1,144,0,43,21,0.21,4,0.08,249,-0.2171101
170,49,-3.98,1,144,0,43,14,0.14,12,0.24,248,-0.2455642
171,122,32.98,2,144,1,43,31,0.31,9,0.18,247,-0.07586845
172,52,24.42,1,144,1,43,13,0.13,0,0.00,246,0.04823778
173,34,15.68,0,144,1,43,4,0.04,5,0.10,244,0.1243661
174,260,25.07,1,144,1,43,59,0.59,18,0.36,245,0.244936
175,1084,-202.22,3,144,2,43,446,4.46,286,5.72,249,-1.008636
176,60,2.82,0,144,0,43,10,0.10,5,0.10,248,-0.9880367
177,0,-3.00,0,144,0,43,0,0.00,0,0.00,247,-0.9994037
178,80,14.31,0,144,1,43,22,0.22,5,0.10,246,-0.9282604
179,384,47.94,3,144,3,43,120,1.20,59,1.18,247,-0.7191498
180,79,7.94,1,144,0,43,9,0.09,0,0.00,246,-0.6753746
181,259,18.54,2,144,0,43,46,0.46,22,0.44,246,-0.5818843
182,274,22.25,3,144,1,43,80,0.80,26,0.52,246,-0.4878908
183,297,-1.58,1,144,1,43,94,0.94,55,1.10,246,-0.5215194
184,315,4.11,2,144,1,43,72,0.72,45,0.90,247,-0.5253553
185,605,18.33,4,144,1,43,187,1.87,65,1.30,249,-0.4681377
186,77,7.40,1,144,0,43,12,0.12,3,0.06,248,-0.4305187
187,133,3.10,0,144,0,43,21,0.21,5,0.10,247,-0.4132737
188,81,7.02,1,144,0,43,9,0.09,3,0.06,246,-0.3782528
189,0,-3.00,0,144,0,43,0,0.00,0,0.00,245,-0.3921244
190,82,23.51,1,144,1,43,17,0.17,4,0.08,244,-0.2835469
191,205,-5.81,1,144,0,43,51,0.51,27,0.54,244,-0.3215943
192,96,17.68,0,144,1,43,14,0.14,9,0.18,243,-0.2416029
193,136,2.72,1,144,0,43,41,0.41,11,0.22,242,-0.2330976
194,525,-37.11,2,144,1,43,165,1.65,92,1.84,244,-0.4603207
195,217,6.02,3,144,1,43,76,0.76,40,0.80,244,-0.4576969
196,166,-19.70,1,144,0,43,47,0.47,37,0.74,243,-0.5656112
197,422,58.06,3,144,2,43,87,0.87,36,0.72,244,-0.3102609
198,239,35.34,2,144,1,43,52,0.52,14,0.28,244,-0.1529952
199,107,4.12,1,144,0,43,23,0.23,4,0.08,243,-0.1365741
200,175,-7.75,1,144,0,43,46,0.46,16,0.32,243,-0.1820356
201,381,12.84,4,144,2,43,112,1.12,70,1.40,244,-0.1667391
202,230,3.89,3,144,1,43,73,0.73,54,1.08,244,-0.1774475
203,142,35.48,3,144,1,43,22,0.22,13,0.26,243,-0.02586181
204,43,-3.73,1,144,0,43,15,0.15,9,0.18,242,-0.04903528
205,348,29.31,4,144,1,43,97,0.97,46,0.92,243,0.06007386
206,16,18.48,1,144,1,43,5,0.05,5,0.10,242,0.1340986
207,53,25.82,1,144,1,43,4,0.04,0,0.00,241,0.2434003
208,217,36.61,2,144,1,43,52,0.52,9,0.18,241,0.3970356
209,191,-7.03,0,144,0,43,52,0.52,19,0.38,240,0.3571991
210,125,31.27,0,144,1,43,13,0.13,5,0.10,240,0.4922549
211,1272,-65.86,3,144,1,43,323,3.23,143,2.86,245,0.1280245
212,745,-25.37,2,144,1,43,172,1.72,81,1.62,247,-0.0255284
213,298,12.66,1,144,1,43,85,0.85,22,0.44,247,0.01377804
214,228,-8.77,1,144,0,43,75,0.75,32,0.64,247,-0.03702018
215,521,-19.35,5,144,2,43,183,1.83,110,2.20,249,-0.1833879
216,131,23.50,2,144,1,43,33,0.33,11,0.22,248,-0.09348644
217,26,2.74,1,144,0,43,10,0.10,3,0.06,247,-0.0843501
218,199,12.77,1,144,0,43,45,0.45,13,0.26,247,-0.0318145
219,112,2.86,1,144,0,43,29,0.29,14,0.28,246,-0.02437082
220,76,8.77,2,144,0,43,26,0.26,10,0.20,245,0.007202887
221,247,22.24,2,144,1,43,29,0.29,16,0.32,245,0.08824971
222,51,-6.04,0,144,0,43,22,0.22,7,0.14,244,0.05901155
223,384,32.57,3,144,3,43,134,1.34,67,1.34,245,0.1521625
224,251,-0.69,1,144,0,43,61,0.61,26,0.52,245,0.1402374
225,97,-9.14,0,144,0,43,26,0.26,15,0.30,244,0.09650501
226,518,66.60,3,144,2,43,117,1.17,29,0.58,246,0.3532462
227,525,38.82,1,144,2,43,151,1.51,56,1.12,247,0.4875466
228,74,-2.09,1,144,0,43,27,0.27,12,0.24,246,0.4709399
229,67,23.24,2,144,1,43,18,0.18,15,0.30,245,0.5520691
230,158,37.52,2,144,1,43,31,0.31,6,0.12,245,0.6947743
231,73,3.93,1,144,0,43,22,0.22,5,0.10,244,0.7043691
232,72,8.45,1,144,0,43,7,0.07,2,0.04,243,0.7342741
233,446,44.24,1,144,2,43,91,0.91,25,0.50,244,0.8920177
234,97,-3.54,0,144,0,43,26,0.26,10,0.20,244,0.8711279
235,178,36.85,3,144,1,43,38,0.38,11,0.22,243,1.002908
236,31,-4.76,0,144,0,43,10,0.10,3,0.06,243,0.9778189
237,272,-14.48,1,144,1,43,96,0.96,47,0.94,243,0.8918286
238,42,-6.09,0,144,0,43,16,0.16,3,0.06,242,0.8615563
239,96,26.39,1,144,1,43,12,0.12,5,0.10,241,0.9548036
240,379,-10.40,2,144,2,43,124,1.24,76,1.52,242,0.8708126
241,1292,-73.77,9,144,4,43,443,4.43,277,5.54,246,0.4551939
242,84,9.84,2,144,0,43,30,0.30,6,0.12,245,0.4864986
243,426,1.09,2,144,0,43,94,0.94,37,0.74,246,0.4763493
244,469,-9.58,2,144,1,43,162,1.62,58,1.16,247,0.4084992
245,283,11.58,1,144,1,43,75,0.75,38,0.76,247,0.4355902
246,190,-7.16,2,144,0,43,66,0.66,35,0.70,247,0.3935406
247,312,-10.70,2,144,1,43,118,1.18,58,1.16,247,0.324127
248,91,-16.88,0,144,0,43,30,0.30,19,0.38,247,0.2520265
249,209,25.81,1,144,1,43,45,0.45,6,0.12,246,0.3402478
250,162,-3.27,2,144,0,43,52,0.52,21,0.42,246,0.3165022
251,109,13.94,1,144,1,43,33,0.33,12,0.24,246,0.3564635
252,43,-5.21,0,144,0,43,13,0.13,3,0.06,245,0.3336292
253,228,9.87,0,144,1,43,51,0.51,20,0.40,245,0.3585154
254,354,-32.87,1,144,1,43,123,1.23,68,1.36,245,0.2056031
255,62,-0.05,1,144,0,43,9,0.09,5,0.10,244,0.2011281
256,88,-5.13,1,144,0,43,27,0.27,9,0.18,244,0.1758395
257,458,-8.93,1,144,0,43,124,1.24,50,1.00,245,0.1289767
258,180,-1.62,2,144,1,43,61,0.61,48,0.96,244,0.1016963
259,230,10.14,1,144,0,43,29,0.29,3,0.06,244,0.1364266
260,378,38.87,6,144,2,43,116,1.16,64,1.28,245,0.2421153
261,558,-34.25,2,144,1,43,171,1.71,91,1.82,246,0.0822226
262,50,-5.86,0,144,0,43,18,0.18,9,0.18,245,0.05817894
263,86,-5.83,0,144,0,43,29,0.29,9,0.18,245,0.03398645
264,63,27.16,1,144,1,43,6,0.06,1,0.02,244,0.1250045
265,284,-50.00,1,144,0,43,101,1.01,56,1.12,244,-0.0748162
266,164,4.89,2,144,0,43,38,0.38,17,0.34,244,-0.0640893
267,407,42.81,1,144,2,43,97,0.97,30,0.60,244,0.07057102
268,228,17.15,2,144,0,43,59,0.59,15,0.30,244,0.1258103
269,216,10.44,3,144,0,43,55,0.55,18,0.36,244,0.1530134
270,256,17.96,3,144,2,43,110,1.10,41,0.82,244,0.1869045
271,603,0.21,3,144,1,43,195,1.95,60,1.20,246,0.1590938
272,411,24.36,2,144,2,43,88,0.88,32,0.64,246,0.2202837
273,160,4.81,2,144,1,43,66,0.66,35,0.70,246,0.218498
274,148,-7.52,0,144,0,43,49,0.49,10,0.20,246,0.1877227
275,37,2.46,1,144,0,43,14,0.14,4,0.08,245,0.1926782
276,5,3.74,1,144,0,43,0,0.00,0,0.00,244,0.2029997
277,77,6.59,0,144,1,43,24,0.24,10,0.20,243,0.2160558
278,251,11.45,2,144,1,43,78,0.78,21,0.42,243,0.2387919
279,61,-2.86,1,144,0,43,21,0.21,13,0.26,243,0.2235219
280,139,26.61,1,144,1,43,31,0.31,10,0.20,242,0.3051426
281,132,0.23,1,144,0,43,31,0.31,14,0.28,242,0.3003119
282,191,-17.23,3,144,0,43,79,0.79,55,1.10,242,0.2240664
283,0,-3.00,0,144,0,43,0,0.00,0,0.00,241,0.212674
284,53,18.94,1,144,1,43,17,0.17,1,0.02,240,0.2673253
285,81,26.16,1,144,1,43,16,0.16,5,0.10,240,0.346658
286,800,-46.92,3,144,1,43,249,2.49,79,1.58,242,0.1517491
287,888,77.03,9,144,2,43,201,2.01,119,2.38,244,0.366329
288,171,-23.60,1,144,0,43,70,0.70,36,0.72,244,0.2757818
289,115,24.93,1,144,1,43,29,0.29,8,0.16,243,0.3490916
290,337,-33.69,1,144,0,43,108,1.08,49,0.98,244,0.2222221
291,296,38.45,2,144,1,43,54,0.54,20,0.40,244,0.3376098
292,126,21.67,2,144,0,43,25,0.25,15,0.30,243,0.4040411
293,0,-3.00,0,144,0,43,0,0.00,0,0.00,242,0.3924232
294,73,4.07,2,144,0,43,27,0.27,8,0.16,242,0.3987449
295,188,-5.02,2,144,0,43,59,0.59,30,0.60,242,0.371624
296,593,0.55,4,144,2,43,161,1.61,112,2.24,243,0.3341194
297,439,16.24,3,144,1,43,107,1.07,51,1.02,244,0.3658089
298,224,35.84,3,144,1,43,52,0.52,24,0.48,243,0.466711
299,235,20.33,2,144,0,43,40,0.40,15,0.30,243,0.5261633
300,205,52.27,6,144,1,43,40,0.40,22,0.44,243,0.6741856
301,182,-6.36,2,144,0,43,69,0.69,26,0.52,243,0.642166
302,49,0.17,1,144,0,43,13,0.13,8,0.16,242,0.6373423
303,374,28.65,3,144,2,43,80,0.80,59,1.18,243,0.7010371
304,528,37.33,2,144,0,43,95,0.95,21,0.42,244,0.8124407
305,19,2.87,1,144,0,43,7,0.07,2,0.04,243,0.8165612
306,423,-52.68,1,144,0,43,126,1.26,81,1.62,244,0.6300569
307,213,12.71,1,144,2,43,88,0.88,41,0.82,244,0.6464671
308,726,-56.69,5,144,0,43,263,2.63,102,2.04,245,0.4338622
309,40,11.63,2,144,0,43,12,0.12,1,0.02,244,0.4651404
310,327,48.93,3,144,1,43,74,0.74,24,0.48,245,0.6033245
311,17,-2.53,0,144,0,43,3,0.03,1,0.02,244,0.5931037
312,153,-7.23,1,144,0,43,33,0.33,20,0.40,244,0.5634761
313,1500,-23.46,3,144,0,43,203,2.03,67,1.34,248,0.4692999
314,44,23.75,1,144,1,43,13,0.13,0,0.00,247,0.5334021
315,1388,-176.46,4,144,2,43,446,4.46,270,5.40,251,-0.08338197
316,395,-13.20,5,144,1,43,158,1.58,74,1.48,251,-0.1529315
317,191,23.05,3,144,1,43,61,0.61,18,0.36,251,-0.0967157
318,0,-3.00,0,144,0,43,0,0.00,0,0.00,250,-0.1058455
319,218,11.48,3,144,1,43,62,0.62,38,0.76,250,-0.08768119
320,166,-0.12,2,144,0,43,56,0.56,16,0.32,250,-0.0948678
321,179,4.38,0,144,0,43,12,0.12,2,0.04,250,-0.08142198
322,169,34.83,0,144,2,43,34,0.34,13,0.26,249,0.01068127
323,723,53.91,3,144,3,43,178,1.78,98,1.96,251,0.1379366
324,81,-5.47,0,144,0,43,18,0.18,5,0.10,250,0.1197646
325,264,37.83,2,144,1,43,52,0.52,15,0.30,250,0.2218492
326,105,41.28,1,144,2,43,21,0.21,12,0.24,250,0.3300058
327,405,32.84,2,144,2,43,103,1.03,33,0.66,250,0.4057772
328,132,19.79,2,144,1,43,30,0.30,23,0.46,250,0.451228
329,84,11.17,1,144,0,43,12,0.12,3,0.06,249,0.4811627
330,139,23.99,1,144,1,43,34,0.34,14,0.28,249,0.541383
331,226,5.53,1,144,0,43,47,0.47,20,0.40,249,0.5517236
332,177,20.84,1,144,1,43,42,0.42,13,0.26,249,0.6016843
333,313,1.96,2,144,1,43,110,1.10,40,0.80,249,0.5889075
334,58,6.30,1,144,0,43,5,0.05,1,0.02,248,0.6037301
335,136,14.31,1,144,1,43,40,0.40,22,0.44,248,0.6331152
336,422,8.56,1,144,1,43,108,1.08,52,1.04,249,0.6414012
337,126,29.81,0,144,1,43,18,0.18,3,0.06,248,0.7203423
338,531,-50.15,3,144,0,43,184,1.84,74,1.48,249,0.5538412
339,52,24.40,1,144,1,43,13,0.13,0,0.00,249,0.6148856
340,153,0.97,0,144,1,43,49,0.49,21,0.42,248,0.6064107
341,115,13.20,2,144,0,43,25,0.25,7,0.14,248,0.6381396
342,86,13.92,2,144,0,43,12,0.12,11,0.22,247,0.6719065
343,52,-2.28,1,144,0,43,20,0.20,7,0.14,247,0.660283
344,286,-20.12,1,144,0,43,85,0.85,25,0.50,247,0.593935
345,437,3.43,5,144,1,43,161,1.61,79,1.58,247,0.5761127
346,503,5.52,4,144,2,43,152,1.52,75,1.50,248,0.5602029
347,31,4.65,1,144,0,43,4,0.04,0,0.00,248,0.5698693
348,153,24.34,2,144,1,43,42,0.42,11,0.22,247,0.6256642
349,426,-0.35,3,144,1,43,129,1.29,73,1.46,248,0.6023696
350,131,36.55,1,143,1,43,19,0.19,5,0.10,247,0.6956147
351,343,55.17,3,144,2,43,78,0.78,28,0.56,248,0.827805
352,222,14.63,3,144,1,43,76,0.76,28,0.56,248,0.8507497
353,204,18.40,3,144,1,43,65,0.65,25,0.50,248,0.8847141
354,152,24.57,3,144,1,43,37,0.37,26,0.52,247,0.9366559
355,436,-23.16,1,144,1,43,152,1.52,91,1.82,248,0.8508573
356,135,1.12,0,144,0,43,19,0.19,3,0.06,247,0.8509159
357,389,-2.13,0,144,1,43,109,1.09,27,0.54,248,0.8314896
358,249,34.46,1,144,2,43,52,0.52,26,0.52,248,0.9075922
359,160,8.22,2,144,1,43,48,0.48,14,0.28,248,0.9154974
360,83,18.51,0,144,1,43,14,0.14,8,0.16,247,0.9570862
361,143,19.33,1,144,1,43,40,0.40,15,0.30,247,0.9976687
362,19,15.89,0,144,1,43,7,0.07,1,0.02,246,1.032121
363,145,26.86,0,144,1,43,21,0.21,9,0.18,246,1.095802
364,68,9.81,1,144,0,43,5,0.05,2,0.04,245,1.11758
365,439,-1.29,3,144,1,43,128,1.28,47,0.94,246,1.092827
366,356,25.63,2,144,2,43,80,0.80,56,1.12,246,1.138118
367,49,8.80,1,144,0,43,6,0.06,2,0.04,246,1.156827
368,0,-3.00,0,144,0,43,0,0.00,0,0.00,245,1.145531
369,237,-7.02,2,144,1,43,90,0.90,51,1.02,245,1.10812
370,89,20.64,1,144,1,43,25,0.25,9,0.18,245,1.151575
371,151,-17.71,0,144,0,43,37,0.37,16,0.32,244,1.098881
372,154,10.56,2,144,0,43,37,0.37,21,0.42,244,1.118447
373,39,-8.92,0,144,0,43,12,0.12,10,0.20,244,1.090668
374,38,-1.53,0,144,0,43,8,0.08,3,0.06,243,1.083279
375,204,-15.28,1,144,0,43,66,0.66,28,0.56,243,1.034528
376,147,8.12,3,144,0,43,44,0.44,23,0.46,243,1.045449
377,172,0.14,2,144,0,43,57,0.57,19,0.38,243,1.036843
378,26,15.02,0,144,1,43,8,0.08,4,0.08,242,1.06725
379,1760,47.02,8,144,5,43,426,4.26,224,4.48,246,1.120092
380,154,9.55,2,144,0,43,38,0.38,20,0.40,246,1.136577
381,75,6.12,2,144,0,43,21,0.21,13,0.26,245,1.144778
382,0,-3.00,0,144,0,43,0,0.00,0,0.00,245,1.133927
