Episode,Steps,Reward,CoinsCollected,TotalCoins,CheckpointsCollected,TotalCheckpoints,JumpCount,JumpPenalty,DashCount,DashPenalty
1181,107,4.51,2,151,0,43,36,0.36,32,0.64
1182,233,14.26,4,151,1,43,98,0.98,51,1.02
1183,1984,24.97,5,151,2,43,949,9.49,745,14.90
1184,94,5.65,1,151,0,43,24,0.24,26,0.52
1185,0,-3.00,0,151,0,43,0,0.00,0,0.00
1186,29,-4.06,0,151,0,43,10,0.10,9,0.18
1187,2237,0.73,1,151,1,43,877,8.77,785,15.70
1188,274,10.74,2,151,1,43,128,1.28,96,1.92
1189,185,3.89,2,151,0,43,80,0.80,50,1.00
1190,67,-1.91,0,151,0,43,29,0.29,29,0.58
1191,64,-1.71,0,151,0,43,22,0.22,23,0.46
1192,142,4.57,1,151,0,43,61,0.61,42,0.84
1193,487,-6.50,1,151,1,43,226,2.26,233,4.66
1194,257,16.03,1,151,2,43,126,1.26,92,1.84
1195,336,10.24,3,151,0,43,113,1.13,103,2.06
1196,88,2.95,2,151,0,43,36,0.36,27,0.54
1197,349,11.71,0,151,0,43,161,1.61,111,2.22
1198,282,11.92,1,151,1,43,115,1.15,73,1.46
1199,290,12.35,1,151,1,43,126,1.26,84,1.68
1200,1283,7.29,1,151,1,43,543,5.43,454,9.08
1201,536,15.42,3,151,1,43,256,2.56,132,2.64
1202,93,3.65,3,151,0,43,50,0.50,28,0.56
1203,550,4.39,1,151,0,43,244,2.44,175,3.50
1204,59,5.50,1,151,1,43,26,0.26,19,0.38
1205,529,20.57,4,151,1,43,202,2.02,135,2.70
1206,123,3.49,1,151,0,43,48,0.48,45,0.90
1207,67,-0.11,0,151,0,43,27,0.27,18,0.36
1208,123,7.99,2,151,1,43,44,0.44,49,0.98
1209,298,8.51,2,151,1,43,155,1.55,101,2.02
1210,217,5.59,0,151,0,43,93,0.93,63,1.26
1211,170,4.31,2,151,0,43,86,0.86,55,1.10
1212,1045,30.81,5,151,1,43,403,4.03,327,6.54
1213,397,10.11,2,151,1,43,207,2.07,173,3.46
1214,206,11.94,2,151,1,43,89,0.89,78,1.56
1215,45,-0.92,0,151,0,43,18,0.18,14,0.28
1216,164,13.51,0,151,2,43,81,0.81,53,1.06
1217,638,16.43,4,151,1,43,307,3.07,175,3.50
1218,35,-0.28,1,151,0,43,15,0.15,13,0.26
1219,213,6.77,2,151,0,43,86,0.86,72,1.44
1220,0,-3.00,0,151,0,43,0,0.00,0,0.00
1221,108,-0.72,1,151,0,43,48,0.48,26,0.52
1222,116,1.32,0,151,0,43,44,0.44,24,0.48
1223,1081,23.13,3,151,1,43,425,4.25,337,6.74
1224,298,6.82,2,151,0,43,140,1.40,104,2.08
1225,98,1.63,1,151,0,43,51,0.51,25,0.50
1226,187,1.55,0,151,0,43,85,0.85,68,1.36
1227,39,-0.19,1,151,0,43,18,0.18,16,0.32
1228,399,1.15,1,151,0,43,173,1.73,130,2.60
1229,240,10.96,3,151,0,43,128,1.28,67,1.34
1230,174,9.93,1,151,1,43,63,0.63,56,1.12
1231,31,4.25,0,151,1,43,14,0.14,13,0.26
1232,253,4.30,0,151,1,43,111,1.11,119,2.38
1233,167,14.17,4,151,1,43,105,1.05,51,1.02
1234,254,13.04,1,151,1,43,119,1.19,82,1.64
1235,383,20.42,2,151,2,43,156,1.56,119,2.38
1236,292,15.94,3,151,1,43,107,1.07,95,1.90
1237,0,-3.00,0,151,0,43,0,0.00,0,0.00
1238,585,8.04,6,151,0,43,244,2.44,206,4.12
1239,988,23.39,3,151,1,43,436,4.36,343,6.86
1240,953,19.63,3,151,1,43,425,4.25,291,5.82
1241,77,1.03,0,151,0,43,45,0.45,35,0.70
1242,211,4.33,0,151,0,43,89,0.89,69,1.38
1243,61,0.04,1,151,0,43,29,0.29,28,0.56
1244,1063,38.16,4,151,2,43,406,4.06,351,7.02
1245,468,13.28,3,151,0,43,194,1.94,114,2.28
1246,112,1.05,0,151,0,43,53,0.53,40,0.80
1247,198,9.99,2,151,1,43,68,0.68,73,1.46
1248,324,3.83,0,151,0,43,143,1.43,104,2.08
1249,67,1.08,1,151,0,43,32,0.32,23,0.46
1250,161,9.14,1,151,1,43,48,0.48,62,1.24
1251,749,31.36,5,151,2,43,301,3.01,291,5.82
1252,433,14.59,1,151,1,43,188,1.88,148,2.96
1253,55,-1.01,1,151,0,43,27,0.27,23,0.46
1254,289,2.82,2,151,0,43,149,1.49,88,1.76
1255,663,21.67,4,151,1,43,300,3.00,208,4.16
1256,0,-3.00,0,151,0,43,0,0.00,0,0.00
1257,227,13.41,1,151,2,43,108,1.08,67,1.34
1258,108,1.51,0,151,0,43,37,0.37,31,0.62
1259,0,-3.00,0,151,0,43,0,0.00,0,0.00
1260,316,19.28,6,151,1,43,158,1.58,122,2.44
1261,33,1.54,2,151,0,43,13,0.13,6,0.12
1262,1042,29.06,6,151,0,43,426,4.26,318,6.36
1263,687,9.50,4,151,0,43,316,3.16,241,4.82
1264,195,13.95,2,151,1,43,83,0.83,67,1.34
1265,382,7.19,0,151,0,43,164,1.64,137,2.74
1266,133,1.72,0,151,0,43,72,0.72,40,0.80
1267,935,16.65,5,151,0,43,408,4.08,302,6.04
1268,1021,19.79,2,151,2,43,424,4.24,331,6.62
1269,134,1.35,2,151,0,43,92,0.92,39,0.78
1270,274,7.91,2,151,0,43,119,1.19,80,1.60
1271,485,21.95,4,151,1,43,206,2.06,164,3.28
1272,165,13.82,3,151,1,43,99,0.99,47,0.94
1273,16,4.19,1,151,1,43,9,0.09,3,0.06
1274,61,0.54,1,151,0,43,21,0.21,24,0.48
1275,85,0.53,2,151,0,43,40,0.40,24,0.48
1276,0,-3.00,0,151,0,43,0,0.00,0,0.00
1277,136,-4.08,1,151,0,43,50,0.50,60,1.20
1278,48,4.84,1,151,1,43,19,0.19,10,0.20
1279,66,4.94,1,151,1,43,33,0.33,26,0.52
1280,524,13.50,3,151,0,43,219,2.19,172,3.44
1281,73,1.32,1,151,0,43,45,0.45,26,0.52
1282,289,12.67,1,151,1,43,108,1.08,82,1.64
1283,64,2.50,1,151,0,43,23,0.23,22,0.44
1284,224,9.14,1,151,1,43,94,0.94,97,1.94
1285,43,-1.18,0,151,0,43,22,0.22,18,0.36
1286,598,7.97,3,151,0,43,300,3.00,239,4.78
1287,88,2.21,1,151,0,43,35,0.35,28,0.56
1288,519,16.02,2,151,1,43,205,2.05,182,3.64
1289,127,7.71,1,151,1,43,48,0.48,44,0.88
1290,13,-1.57,1,151,0,43,8,0.08,3,0.06
1291,304,2.17,1,151,0,43,137,1.37,120,2.40
1292,1226,20.13,3,151,1,43,517,5.17,465,9.30
1293,141,8.55,2,151,1,43,63,0.63,52,1.04
1294,100,7.89,2,151,1,43,45,0.45,26,0.52
1295,20,-0.85,1,151,0,43,10,0.10,9,0.18
1296,55,-1.21,0,151,0,43,25,0.25,29,0.58
1297,95,10.55,3,151,1,43,47,0.47,38,0.76
1298,1241,17.90,6,151,0,43,567,5.67,532,10.64
1299,129,1.90,1,151,0,43,53,0.53,49,0.98
1300,60,4.10,0,151,1,43,32,0.32,27,0.54
1301,194,3.41,2,151,0,43,96,0.96,83,1.66
1302,182,4.81,1,151,0,43,81,0.81,75,1.50
1303,90,0.64,1,151,0,43,47,0.47,26,0.52
1304,225,5.66,1,151,0,43,83,0.83,91,1.82
1305,563,13.01,1,151,1,43,260,2.60,212,4.24
1306,71,4.38,0,151,1,43,37,0.37,30,0.60
1307,1429,18.04,2,151,1,43,631,6.31,541,10.82
1308,51,-0.84,1,151,0,43,24,0.24,24,0.48
1309,103,1.37,0,151,0,43,41,0.41,36,0.72
1310,74,7.18,1,151,1,43,32,0.32,25,0.50
1311,131,0.68,0,151,0,43,49,0.49,48,0.96
1312,164,6.11,2,151,0,43,78,0.78,53,1.06
1313,924,4.00,2,151,2,43,510,5.10,431,8.62
1314,186,8.86,1,151,1,43,71,0.71,61,1.22
1315,217,12.91,2,151,1,43,91,0.91,76,1.52
1316,735,-2.39,1,151,1,43,303,3.03,323,6.46
1317,127,1.07,1,151,0,43,59,0.59,57,1.14
1318,149,7.39,1,151,1,43,68,0.68,68,1.36
1319,295,7.44,3,151,0,43,137,1.37,82,1.64
1320,269,4.06,0,151,0,43,108,1.08,81,1.62
1321,214,2.80,0,151,0,43,86,0.86,77,1.54
1322,257,5.26,2,151,0,43,97,0.97,98,1.96
1323,237,15.25,1,151,1,43,102,1.02,77,1.54
1324,218,4.19,1,151,0,43,98,0.98,83,1.66
1325,171,3.08,1,151,1,43,68,0.68,56,1.12
1326,53,-1.22,1,151,0,43,20,0.20,9,0.18
1327,528,37.89,8,151,3,43,258,2.58,156,3.12
1328,194,11.72,3,151,1,43,80,0.80,60,1.20
1329,353,7.36,1,151,0,43,158,1.58,122,2.44
1330,137,-0.16,0,151,0,43,56,0.56,70,1.40
1331,516,7.65,2,151,1,43,219,2.19,144,2.88
1332,81,2.12,1,151,0,43,35,0.35,36,0.72
1333,793,13.47,2,151,1,43,345,3.45,271,5.42
1334,272,25.61,5,151,2,43,160,1.60,68,1.36
1335,274,13.62,3,151,1,43,119,1.19,113,2.26
1336,969,22.66,3,151,1,43,444,4.44,338,6.76
1337,79,4.47,0,151,1,43,34,0.34,29,0.58
1338,162,15.48,2,151,2,43,81,0.81,57,1.14
1339,62,0.23,0,151,0,43,27,0.27,27,0.54
1340,435,19.67,2,151,1,43,154,1.54,157,3.14
1341,251,6.29,0,151,0,43,101,1.01,76,1.52
1342,70,0.78,1,151,0,43,26,0.26,31,0.62
1343,48,4.90,1,151,1,43,18,0.18,23,0.46
1344,101,3.92,0,151,1,43,40,0.40,38,0.76
1345,370,14.31,2,151,1,43,148,1.48,134,2.68
1346,0,-3.00,0,151,0,43,0,0.00,0,0.00
1347,710,16.95,2,151,1,43,279,2.79,220,4.40
1348,0,-3.00,0,151,0,43,0,0.00,0,0.00
1349,782,16.67,4,151,0,43,319,3.19,271,5.42
1350,180,10.33,2,151,1,43,81,0.81,60,1.20
1351,320,8.61,2,151,1,43,145,1.45,108,2.16
1352,186,5.87,1,151,0,43,85,0.85,74,1.48
1353,754,26.42,4,151,1,43,317,3.17,266,5.32
1354,90,1.49,1,151,0,43,32,0.32,37,0.74
1355,273,12.11,2,151,1,43,128,1.28,108,2.16
1356,147,11.79,3,151,1,43,60,0.60,44,0.88
1357,646,20.49,3,151,1,43,304,3.04,214,4.28
1358,0,-3.00,0,151,0,43,0,0.00,0,0.00
1359,202,6.87,1,151,1,43,102,1.02,65,1.30
1360,241,-1.40,1,151,0,43,135,1.35,108,2.16
1361,409,7.13,1,151,0,43,173,1.73,124,2.48
1362,0,-3.00,0,151,0,43,0,0.00,0,0.00
1363,110,-0.40,1,151,0,43,54,0.54,49,0.98
1364,102,4.12,2,151,0,43,35,0.35,24,0.48
1365,0,-3.00,0,151,0,43,0,0.00,0,0.00
1366,96,0.53,2,151,0,43,48,0.48,35,0.70
1367,124,7.73,0,151,1,43,68,0.68,39,0.78
1368,0,-3.00,0,151,0,43,0,0.00,0,0.00
1369,171,1.66,0,151,1,43,68,0.68,59,1.18
1370,136,1.75,1,151,0,43,54,0.54,42,0.84
1371,67,3.57,1,151,1,43,36,0.36,23,0.46
1372,363,9.26,3,151,0,43,148,1.48,119,2.38
1373,17,5.92,0,151,1,43,8,0.08,5,0.10
1374,208,11.17,2,151,1,43,101,1.01,101,2.02
1375,44,-2.13,0,151,0,43,24,0.24,16,0.32
1376,364,17.60,3,151,1,43,148,1.48,121,2.42
1377,96,2.86,1,151,0,43,37,0.37,45,0.90
1378,128,7.61,1,151,1,43,55,0.55,50,1.00
1379,50,-0.97,0,151,0,43,21,0.21,17,0.34
1380,193,12.86,2,151,1,43,92,0.92,88,1.76
1381,64,0.12,0,151,0,43,29,0.29,27,0.54
1382,1196,3.74,2,151,1,43,564,5.64,498,9.96
1383,127,-5.12,0,151,0,43,45,0.45,44,0.88
1384,495,11.32,2,151,0,43,188,1.88,235,4.70
1385,87,1.33,2,151,0,43,43,0.43,39,0.78
1386,95,-0.24,1,151,0,43,62,0.62,40,0.80
1387,34,4.40,0,151,1,43,13,0.13,10,0.20
1388,99,3.46,2,151,0,43,54,0.54,42,0.84
1389,47,1.13,1,151,0,43,16,0.16,23,0.46
1390,0,-3.00,0,151,0,43,0,0.00,0,0.00
1391,63,-2.46,0,151,0,43,36,0.36,20,0.40
1392,113,8.03,0,151,1,43,59,0.59,33,0.66
1393,2738,17.00,2,151,2,43,1236,12.36,1144,22.88
1394,65,2.27,2,151,0,43,29,0.29,26,0.52
1395,0,-3.00,0,151,0,43,0,0.00,0,0.00
1396,272,4.64,1,151,1,43,110,1.10,106,2.12
1397,513,7.59,1,151,1,43,214,2.14,187,3.74
1398,399,10.86,3,151,0,43,194,1.94,134,2.68
1399,209,9.74,2,151,1,43,91,0.91,55,1.10
1400,879,22.82,4,151,2,43,422,4.22,328,6.56
1401,415,15.72,2,151,1,43,177,1.77,162,3.24
1402,310,6.51,1,151,0,43,147,1.47,90,1.80
1403,44,-1.66,0,151,0,43,18,0.18,14,0.28
1404,412,13.84,2,151,1,43,192,1.92,132,2.64
1405,317,15.58,3,151,1,43,132,1.32,102,2.04
1406,55,-0.35,0,151,0,43,23,0.23,20,0.40
1407,131,1.88,1,151,0,43,55,0.55,46,0.92
1408,55,0.07,1,151,0,43,36,0.36,19,0.38
1409,63,-1.07,0,151,0,43,28,0.28,20,0.40
1410,252,7.97,0,151,1,43,159,1.59,78,1.56
1411,205,11.54,2,151,1,43,78,0.78,68,1.36
1412,144,8.85,1,151,1,43,64,0.64,44,0.88
1413,70,1.58,2,151,0,43,32,0.32,21,0.42
1414,328,6.92,0,151,0,43,131,1.31,116,2.32
1415,164,10.23,2,151,1,43,69,0.69,60,1.20
1416,158,11.54,3,151,1,43,74,0.74,64,1.28
1417,13,-1.45,1,151,0,43,4,0.04,2,0.04
1418,2042,12.89,1,151,1,43,748,7.48,790,15.80
1419,143,1.77,1,151,0,43,68,0.68,59,1.18
1420,0,-3.00,0,151,0,43,0,0.00,0,0.00
1421,98,-1.06,1,151,0,43,16,0.16,36,0.72
1422,0,-3.00,0,151,0,43,0,0.00,0,0.00
1423,451,17.08,4,151,2,43,198,1.98,180,3.60
1424,27,-1.77,0,151,0,43,14,0.14,15,0.30
1425,835,4.21,0,151,1,43,379,3.79,294,5.88
1426,1016,4.50,1,151,1,43,469,4.69,418,8.36
1427,461,39.91,10,151,3,43,277,2.77,138,2.76
1428,2312,42.44,6,151,2,43,1000,10.00,866,17.32
1429,162,7.86,3,151,0,43,67,0.67,65,1.30
1430,705,26.27,1,151,2,43,323,3.23,258,5.16
1431,0,-3.00,0,151,0,43,0,0.00,0,0.00
1432,148,2.14,1,151,1,43,67,0.67,61,1.22
1433,215,9.67,1,151,1,43,99,0.99,94,1.88
1434,1033,15.49,4,151,1,43,404,4.04,427,8.54
1435,1083,26.70,6,151,1,43,544,5.44,441,8.82
1436,59,5.33,1,151,1,43,20,0.20,31,0.62
1437,74,7.05,1,151,1,43,29,0.29,29,0.58
1438,1063,-22.72,3,151,0,43,424,4.24,508,10.16
1439,265,8.94,1,151,0,43,140,1.40,71,1.42
1440,82,1.77,1,151,0,43,45,0.45,25,0.50
1441,55,3.39,0,151,1,43,34,0.34,23,0.46
1442,62,3.66,0,151,1,43,35,0.35,26,0.52
1443,112,1.52,0,151,0,43,42,0.42,30,0.60
1444,445,8.79,1,151,1,43,239,2.39,160,3.20
1445,115,1.38,2,151,0,43,60,0.60,36,0.72
1446,0,-3.00,0,151,0,43,0,0.00,0,0.00
1447,227,4.07,3,151,0,43,106,1.06,115,2.30
1448,83,-0.02,0,151,0,43,41,0.41,42,0.84
1449,535,11.57,3,151,1,43,284,2.84,235,4.70
1450,281,12.65,1,151,1,43,138,1.38,107,2.14
1451,456,12.39,1,151,1,43,208,2.08,166,3.32
1452,77,1.80,1,151,0,43,29,0.29,33,0.66
1453,13,-1.63,1,151,0,43,9,0.09,3,0.06
1454,145,7.97,1,151,1,43,58,0.58,61,1.22
1455,0,-3.00,0,151,0,43,0,0.00,0,0.00
1456,392,6.01,0,151,1,43,176,1.76,151,3.02
1457,0,-3.00,0,151,0,43,0,0.00,0,0.00
1458,61,-3.09,1,151,0,43,28,0.28,16,0.32
1459,0,-3.00,0,151,0,43,0,0.00,0,0.00
1460,156,5.68,5,151,0,43,81,0.81,81,1.62
1461,0,-3.00,0,151,0,43,0,0.00,0,0.00
1462,217,5.45,1,151,1,43,104,1.04,93,1.86
1463,556,7.61,3,151,1,43,288,2.88,243,4.86
1464,65,-1.90,0,151,0,43,37,0.37,23,0.46
1465,207,6.92,2,151,0,43,97,0.97,82,1.64
1466,201,10.94,1,151,1,43,79,0.79,79,1.58
1467,1270,23.33,2,151,2,43,493,4.93,482,9.64
1468,0,-3.00,0,151,0,43,0,0.00,0,0.00
1469,72,-1.99,1,151,0,43,23,0.23,37,0.74
1470,67,-7.74,0,151,0,43,37,0.37,38,0.76
1471,282,11.11,3,151,0,43,127,1.27,103,2.06
1472,76,-0.26,0,151,0,43,41,0.41,36,0.72
1473,222,7.30,1,151,1,43,102,1.02,91,1.82
1474,459,13.58,2,151,1,43,210,2.10,186,3.72
1475,246,0.19,2,151,0,43,120,1.20,91,1.82
1476,393,18.73,1,151,1,43,220,2.20,129,2.58
1477,0,-3.00,0,151,0,43,0,0.00,0,0.00
1478,181,-1.62,1,151,0,43,82,0.82,78,1.56
1479,196,12.28,3,151,1,43,80,0.80,77,1.54
1480,138,3.36,2,151,0,43,70,0.70,55,1.10
1481,39,0.01,1,151,0,43,25,0.25,14,0.28
1482,301,3.86,3,151,0,43,148,1.48,121,2.42
1483,195,9.72,0,151,1,43,109,1.09,70,1.40
1484,642,16.52,3,151,1,43,343,3.43,207,4.14
1485,877,19.06,4,151,0,43,418,4.18,341,6.82
1486,139,3.34,1,151,0,43,67,0.67,48,0.96
1487,1114,-15.79,1,151,1,43,496,4.96,499,9.98
1488,87,0.82,1,151,0,43,42,0.42,42,0.84
1489,285,9.31,1,151,1,43,146,1.46,105,2.10
1490,842,29.35,4,151,1,43,368,3.68,273,5.46
1491,89,1.04,0,151,0,43,37,0.37,25,0.50
1492,400,12.16,1,151,1,43,194,1.94,147,2.94
1493,169,1.87,0,151,0,43,74,0.74,67,1.34
1494,496,14.68,2,151,1,43,224,2.24,170,3.40
1495,1009,17.09,3,151,1,43,464,4.64,398,7.96
1496,387,-8.88,1,151,0,43,113,1.13,202,4.04
1497,139,2.09,1,151,0,43,55,0.55,55,1.10
1498,267,22.86,3,151,2,43,164,1.64,80,1.60
1499,88,6.88,1,151,1,43,43,0.43,37,0.74
1500,0,-3.00,0,151,0,43,0,0.00,0,0.00
1501,317,3.07,2,151,0,43,160,1.60,102,2.04
1502,448,17.30,1,151,1,43,198,1.98,131,2.62
1503,1553,4.37,1,151,1,43,690,6.90,485,9.70
1504,236,5.90,2,151,0,43,138,1.38,76,1.52
1505,60,0.49,1,151,0,43,32,0.32,17,0.34
1506,111,9.14,1,151,1,43,44,0.44,38,0.76
1507,31,-2.04,0,151,0,43,18,0.18,13,0.26
1508,396,7.34,4,151,0,43,200,2.00,167,3.34
1509,495,24.84,4,151,1,43,249,2.49,144,2.88
1510,861,11.61,1,151,1,43,421,4.21,352,7.04
1511,184,10.56,2,151,1,43,99,0.99,73,1.46
1512,187,-1.83,0,151,0,43,84,0.84,76,1.52
1513,136,13.87,1,151,2,43,74,0.74,58,1.16
1514,296,12.15,2,151,1,43,149,1.49,103,2.06
1515,57,-0.57,0,151,0,43,32,0.32,18,0.36
1516,93,1.99,2,151,0,43,50,0.50,30,0.60
1517,1272,28.55,5,151,1,43,553,5.53,421,8.42
1518,591,9.80,0,151,1,43,271,2.71,210,4.20
1519,0,-3.00,0,151,0,43,0,0.00,0,0.00
1520,536,21.53,5,151,2,43,232,2.32,216,4.32
1521,0,-3.00,0,151,0,43,0,0.00,0,0.00
1522,119,2.35,2,151,0,43,50,0.50,32,0.64
1523,741,5.93,0,151,1,43,332,3.32,258,5.16
1524,222,11.51,2,151,1,43,95,0.95,67,1.34
1525,152,14.44,4,151,1,43,86,0.86,39,0.78
1526,9,-1.74,1,151,0,43,5,0.05,3,0.06
1527,142,1.55,1,151,0,43,63,0.63,53,1.06
1528,171,10.94,3,151,1,43,77,0.77,66,1.32
1529,215,5.09,2,151,0,43,99,0.99,85,1.70
1530,264,14.23,3,151,1,43,125,1.25,90,1.80
1531,215,8.70,0,151,1,43,100,1.00,85,1.70
1532,0,-3.00,0,151,0,43,0,0.00,0,0.00
1533,50,-3.68,0,151,0,43,24,0.24,13,0.26
1534,1069,18.05,2,151,1,43,569,5.69,327,6.54
1535,322,13.98,2,151,1,43,151,1.51,116,2.32
1536,206,7.56,1,151,1,43,92,0.92,81,1.62
1537,0,-3.00,0,151,0,43,0,0.00,0,0.00
1538,98,-1.19,2,151,0,43,48,0.48,36,0.72
1539,304,13.29,2,151,1,43,132,1.32,94,1.88
1540,93,2.50,1,151,0,43,41,0.41,34,0.68
1541,218,10.07,2,151,1,43,118,1.18,82,1.64
1542,108,1.52,0,151,0,43,54,0.54,33,0.66
1543,42,4.85,1,151,1,43,23,0.23,12,0.24
1544,91,1.61,0,151,0,43,42,0.42,17,0.34
1545,44,4.36,1,151,1,43,28,0.28,19,0.38
1546,283,14.76,0,151,1,43,122,1.22,82,1.64
1547,218,2.96,1,151,0,43,111,1.11,77,1.54
1548,650,16.27,1,151,1,43,326,3.26,244,4.88
1549,731,30.79,5,151,2,43,372,3.72,267,5.34
1550,280,8.06,0,151,1,43,115,1.15,135,2.70
1551,0,-3.00,0,151,0,43,0,0.00,0,0.00
1552,213,-0.13,1,151,0,43,120,1.20,72,1.44
1553,341,14.94,2,151,1,43,165,1.65,126,2.52
1554,323,18.39,7,151,0,43,183,1.83,112,2.24
1555,979,21.74,4,151,1,43,503,5.03,424,8.48
1556,520,6.66,2,151,0,43,287,2.87,238,4.76
1557,344,13.99,2,151,1,43,153,1.53,123,2.46
1558,215,13.57,3,151,1,43,100,1.00,84,1.68
1559,230,10.54,3,151,0,43,99,0.99,91,1.82
1560,1046,40.96,5,151,3,43,565,5.65,514,10.28
1561,264,8.78,2,151,0,43,110,1.10,93,1.86
1562,112,2.13,1,151,0,43,45,0.45,50,1.00
1563,32,-0.31,1,151,0,43,15,0.15,13,0.26
1564,531,19.27,3,151,1,43,270,2.70,191,3.82
1565,346,9.45,1,151,1,43,166,1.66,141,2.82
1566,1941,-30.31,1,151,1,43,804,8.04,836,16.72
1567,656,18.45,2,151,1,43,296,2.96,233,4.66
1568,120,4.26,1,151,0,43,59,0.59,41,0.82
1569,565,6.36,0,151,1,43,251,2.51,219,4.38
1570,0,-3.00,0,151,0,43,0,0.00,0,0.00
1571,306,5.96,4,151,0,43,132,1.32,132,2.64
1572,167,14.28,4,151,1,43,94,0.94,60,1.20
1573,562,17.86,3,151,1,43,274,2.74,184,3.68
1574,31,-1.22,1,151,0,43,8,0.08,9,0.18
1575,427,3.74,1,151,0,43,201,2.01,158,3.16
1576,234,4.01,2,151,0,43,117,1.17,67,1.34
1577,655,23.96,5,151,1,43,315,3.15,229,4.58
1578,194,2.86,1,151,0,43,90,0.90,59,1.18
1579,153,4.54,2,151,0,43,71,0.71,66,1.32
1580,92,1.49,1,151,0,43,44,0.44,33,0.66
1581,125,1.27,1,151,0,43,53,0.53,58,1.16
1582,342,7.08,0,151,1,43,148,1.48,160,3.20
1583,587,7.76,1,151,1,43,284,2.84,216,4.32
1584,189,5.64,2,151,0,43,83,0.83,77,1.54
1585,197,8.49,4,151,0,43,92,0.92,81,1.62
1586,283,12.67,1,151,1,43,131,1.31,98,1.96
1587,13,-2.72,0,151,0,43,11,0.11,5,0.10
1588,167,1.48,2,151,0,43,93,0.93,92,1.84
1589,0,-3.00,0,151,0,43,0,0.00,0,0.00
1590,179,0.63,0,151,0,43,85,0.85,73,1.46
1591,159,9.73,2,151,1,43,71,0.71,68,1.36
1592,441,12.20,3,151,0,43,231,2.31,147,2.94
1593,431,19.35,3,151,1,43,187,1.87,161,3.22
1594,293,11.08,1,151,1,43,122,1.22,109,2.18
1595,303,8.44,1,151,1,43,168,1.68,116,2.32
1596,72,0.28,1,151,0,43,22,0.22,30,0.60
1597,119,6.92,1,151,1,43,43,0.43,68,1.36
1598,767,25.53,4,151,1,43,353,3.53,321,6.42
1599,182,-0.10,0,151,0,43,72,0.72,55,1.10
1600,275,6.72,2,151,0,43,122,1.22,104,2.08
1601,187,5.77,1,151,0,43,81,0.81,61,1.22
1602,158,4.74,1,151,0,43,86,0.86,33,0.66
1603,0,-3.00,0,151,0,43,0,0.00,0,0.00
1604,436,-3.81,2,151,0,43,251,2.51,190,3.80
1605,421,12.47,1,151,1,43,228,2.28,160,3.20
1606,582,8.42,1,151,1,43,292,2.92,210,4.20
1607,200,3.74,2,151,0,43,80,0.80,91,1.82
1608,45,4.46,1,151,1,43,22,0.22,13,0.26
1609,835,20.85,3,151,0,43,348,3.48,269,5.38
1610,135,14.10,1,151,2,43,68,0.68,48,0.96
1611,957,9.15,2,151,1,43,418,4.18,299,5.98
1612,225,1.78,2,151,0,43,105,1.05,55,1.10
1613,424,23.12,5,151,2,43,204,2.04,138,2.76
1614,260,11.61,3,151,1,43,123,1.23,92,1.84
1615,173,6.02,0,151,1,43,97,0.97,67,1.34
1616,69,4.28,0,151,1,43,30,0.30,26,0.52
1617,27,-1.59,0,151,0,43,11,0.11,11,0.22
1618,91,7.79,2,151,1,43,41,0.41,40,0.80
1619,965,31.02,4,151,2,43,462,4.62,337,6.74
1620,148,9.56,2,151,1,43,68,0.68,59,1.18
1621,78,1.40,1,151,0,43,42,0.42,25,0.50
1622,71,5.19,1,151,1,43,29,0.29,29,0.58
1623,144,4.49,1,151,0,43,78,0.78,53,1.06
1624,168,5.49,1,151,0,43,92,0.92,53,1.06
1625,125,1.87,0,151,0,43,62,0.62,36,0.72
1626,316,19.48,2,151,2,43,144,1.44,119,2.38
1627,333,12.49,2,151,1,43,153,1.53,132,2.64
1628,1210,41.49,6,151,3,43,529,5.29,465,9.30
1629,640,28.98,4,151,1,43,298,2.98,201,4.02
1630,613,7.49,4,151,0,43,330,3.30,250,5.00
1631,294,16.03,3,151,1,43,162,1.62,99,1.98
1632,341,13.80,2,151,1,43,152,1.52,114,2.28
1633,184,12.15,3,151,1,43,87,0.87,68,1.36
1634,84,1.83,1,151,0,43,35,0.35,37,0.74
1635,41,-0.97,1,151,0,43,23,0.23,21,0.42
1636,1758,19.64,4,151,2,43,1049,10.49,779,15.58
1637,105,1.87,1,151,0,43,48,0.48,39,0.78
1638,376,11.25,1,151,1,43,199,1.99,145,2.90
1639,70,6.91,1,151,1,43,29,0.29,24,0.48
1640,64,1.02,2,151,0,43,32,0.32,22,0.44
1641,155,11.19,3,151,1,43,63,0.63,55,1.10
1642,49,-1.07,1,151,0,43,24,0.24,29,0.58
1643,196,3.62,1,151,0,43,90,0.90,66,1.32
1644,337,8.66,3,151,0,43,152,1.52,118,2.36
1645,832,27.33,4,151,1,43,389,3.89,263,5.26
1646,178,6.12,2,151,0,43,87,0.87,50,1.00
1647,49,1.46,1,151,0,43,18,0.18,15,0.30
1648,0,-3.00,0,151,0,43,0,0.00,0,0.00
1649,64,-4.03,0,151,0,43,27,0.27,30,0.60
1650,261,9.01,0,151,1,43,156,1.56,82,1.64
1651,499,18.99,2,151,2,43,230,2.30,209,4.18
1652,485,18.10,1,151,2,43,233,2.33,179,3.58
1653,148,4.99,2,151,0,43,75,0.75,75,1.50
1654,144,9.45,2,151,1,43,68,0.68,65,1.30
1655,103,0.91,1,151,0,43,63,0.63,23,0.46
