Episode,Steps,Reward,CoinsCollected,TotalCoins,CheckpointsCollected,TotalCheckpoints,JumpCount,JumpPenalty,DashCount,DashPenalty
267,0,-3.00,0,151,0,43,0,0.00,0,0.00
268,112,5.74,2,151,0,43,54,0.05,61,0.12
269,0,-3.00,0,151,0,43,0,0.00,0,0.00
270,1192,31.42,3,151,0,43,534,0.53,581,1.16
271,0,-3.00,0,151,0,43,0,0.00,0,0.00
272,234,7.80,1,151,0,43,109,0.11,93,0.19
273,0,-3.00,0,151,0,43,0,0.00,0,0.00
274,0,-3.00,0,151,0,43,0,0.00,0,0.00
275,0,-6.00,0,151,0,43,0,0.00,0,0.00
276,646,47.66,8,151,2,43,326,0.33,354,0.71
277,0,-3.00,0,151,0,43,0,0.00,0,0.00
278,1424,53.66,3,151,2,43,724,0.72,763,1.53
279,77,0.20,0,151,0,43,57,0.06,41,0.08
280,0,-3.00,0,151,0,43,0,0.00,0,0.00
281,78,2.70,1,151,0,43,39,0.04,37,0.07
282,0,-3.00,0,151,0,43,0,0.00,0,0.00
283,167,8.04,1,151,0,43,93,0.09,73,0.15
284,0,-3.00,0,151,0,43,0,0.00,0,0.00
285,118,2.05,1,151,0,43,49,0.05,48,0.10
286,0,-3.00,0,151,0,43,0,0.00,0,0.00
287,450,30.74,1,151,2,43,216,0.22,191,0.38
288,0,-3.00,0,151,0,43,0,0.00,0,0.00
289,122,2.88,2,151,0,43,64,0.06,55,0.11
290,0,-3.00,0,151,0,43,0,0.00,0,0.00
291,430,20.23,2,151,1,43,239,0.24,207,0.41
292,0,-3.00,0,151,0,43,0,0.00,0,0.00
293,211,15.11,0,151,1,43,90,0.09,101,0.20
294,0,-3.00,0,151,0,43,0,0.00,0,0.00
295,91,7.37,1,151,1,43,38,0.04,31,0.06
296,0,-3.00,0,151,0,43,0,0.00,0,0.00
297,222,5.13,1,151,0,43,111,0.11,109,0.22
298,0,-3.00,0,151,0,43,0,0.00,0,0.00
299,183,12.45,2,151,1,43,97,0.10,67,0.13
300,0,-3.00,0,151,0,43,0,0.00,0,0.00
301,360,14.02,1,151,1,43,192,0.19,160,0.32
302,0,-3.00,0,151,0,43,0,0.00,0,0.00
303,351,23.67,2,151,1,43,165,0.17,165,0.33
304,0,-3.00,0,151,0,43,0,0.00,0,0.00
305,44,3.71,0,151,1,43,27,0.03,17,0.03
306,0,-3.00,0,151,0,43,0,0.00,0,0.00
307,576,33.28,1,151,2,43,287,0.29,270,0.54
308,0,-3.00,0,151,0,43,0,0.00,0,0.00
309,115,3.99,1,151,0,43,53,0.05,43,0.09
310,0,-3.00,0,151,0,43,0,0.00,0,0.00
311,173,15.32,1,151,1,43,91,0.09,83,0.17
312,0,-3.00,0,151,0,43,0,0.00,0,0.00
313,273,32.64,4,151,2,43,146,0.15,143,0.29
314,0,-3.00,0,151,0,43,0,0.00,0,0.00
315,615,35.84,4,151,1,43,305,0.31,268,0.54
316,497,25.51,2,151,1,43,247,0.25,258,0.52
317,0,-3.00,0,151,0,43,0,0.00,0,0.00
318,171,5.45,0,151,0,43,92,0.09,83,0.17
319,0,-3.00,0,151,0,43,0,0.00,0,0.00
320,1037,69.42,6,151,4,43,478,0.48,468,0.94
321,0,-3.00,0,151,0,43,0,0.00,0,0.00
322,104,2.85,0,151,0,43,57,0.06,31,0.06
323,0,-3.00,0,151,0,43,0,0.00,0,0.00
324,0,-3.00,0,151,0,43,0,0.00,0,0.00
325,0,-6.00,0,151,0,43,0,0.00,0,0.00
326,98,-0.17,1,151,0,43,62,0.06,40,0.08
327,0,-3.00,0,151,0,43,0,0.00,0,0.00
328,56,0.84,1,151,0,43,22,0.02,29,0.06
329,0,-3.00,0,151,0,43,0,0.00,0,0.00
330,1177,50.70,6,151,2,43,593,0.59,616,1.23
331,0,-3.00,0,151,0,43,0,0.00,0,0.00
332,213,14.50,1,151,1,43,113,0.11,105,0.21
333,0,-3.00,0,151,0,43,0,0.00,0,0.00
334,64,0.96,0,151,0,43,33,0.03,25,0.05
335,0,-3.00,0,151,0,43,0,0.00,0,0.00
336,275,16.55,1,151,1,43,147,0.15,104,0.21
337,0,-3.00,0,151,0,43,0,0.00,0,0.00
338,34,4.61,0,151,1,43,23,0.02,17,0.03
339,0,-3.00,0,151,0,43,0,0.00,0,0.00
340,737,15.64,1,151,0,43,349,0.35,342,0.68
341,70,1.89,1,151,0,43,34,0.03,28,0.06
342,0,-3.00,0,151,0,43,0,0.00,0,0.00
343,557,28.82,3,151,1,43,273,0.27,244,0.49
344,0,-3.00,0,151,0,43,0,0.00,0,0.00
345,351,14.01,3,151,0,43,182,0.18,176,0.35
346,0,-3.00,0,151,0,43,0,0.00,0,0.00
347,240,5.39,2,151,0,43,124,0.12,106,0.21
348,390,35.05,5,151,1,43,162,0.16,150,0.30
349,0,-3.00,0,151,0,43,0,0.00,0,0.00
350,274,8.46,2,151,0,43,126,0.13,120,0.24
351,194,16.54,3,151,1,43,110,0.11,80,0.16
352,0,-3.00,0,151,0,43,0,0.00,0,0.00
353,41,0.73,0,151,0,43,24,0.02,17,0.03
354,0,-3.00,0,151,0,43,0,0.00,0,0.00
355,157,6.21,1,151,1,43,75,0.08,67,0.13
356,0,-3.00,0,151,0,43,0,0.00,0,0.00
357,381,25.45,2,151,1,43,180,0.18,171,0.34
358,0,-3.00,0,151,0,43,0,0.00,0,0.00
359,887,23.35,2,151,0,43,446,0.45,453,0.91
360,0,-3.00,0,151,0,43,0,0.00,0,0.00
361,194,12.18,2,151,1,43,109,0.11,95,0.19
362,0,-3.00,0,151,0,43,0,0.00,0,0.00
363,172,0.22,1,151,0,43,81,0.08,79,0.16
364,206,3.60,0,151,0,43,105,0.11,105,0.21
365,0,-3.00,0,151,0,43,0,0.00,0,0.00
366,581,9.84,1,151,0,43,291,0.29,296,0.59
367,0,-3.00,0,151,0,43,0,0.00,0,0.00
368,627,22.61,3,151,0,43,296,0.30,288,0.58
369,999,26.13,2,151,0,43,518,0.52,515,1.03
370,0,-3.00,0,151,0,43,0,0.00,0,0.00
371,48,-0.87,0,151,0,43,21,0.02,18,0.04
372,0,-3.00,0,151,0,43,0,0.00,0,0.00
373,252,13.05,3,151,1,43,118,0.12,113,0.23
374,0,-3.00,0,151,0,43,0,0.00,0,0.00
375,234,17.52,2,151,1,43,104,0.10,95,0.19
376,0,-3.00,0,151,0,43,0,0.00,0,0.00
377,312,22.78,5,151,1,43,154,0.15,139,0.28
378,0,-3.00,0,151,0,43,0,0.00,0,0.00
379,376,40.40,5,151,2,43,163,0.16,165,0.33
380,0,-3.00,0,151,0,43,0,0.00,0,0.00
381,1942,54.62,5,151,1,43,1013,1.01,967,1.93
382,0,-3.00,0,151,0,43,0,0.00,0,0.00
383,415,21.39,2,151,1,43,210,0.21,194,0.39
384,0,-3.00,0,151,0,43,0,0.00,0,0.00
385,667,51.69,7,151,3,43,352,0.35,348,0.70
386,0,-3.00,0,151,0,43,0,0.00,0,0.00
387,2751,78.43,1,151,2,43,1314,1.31,1243,2.49
388,0,-3.00,0,151,0,43,0,0.00,0,0.00
389,122,-1.18,0,151,0,43,63,0.06,61,0.12
390,390,14.41,2,151,0,43,175,0.18,177,0.35
391,0,-3.00,0,151,0,43,0,0.00,0,0.00
392,268,20.96,2,151,1,43,129,0.13,102,0.20
393,0,-3.00,0,151,0,43,0,0.00,0,0.00
394,518,25.04,4,151,0,43,238,0.24,223,0.45
395,0,-3.00,0,151,0,43,0,0.00,0,0.00
396,1405,57.44,1,151,2,43,751,0.75,677,1.35
397,0,-3.00,0,151,0,43,0,0.00,0,0.00
398,230,6.55,1,151,0,43,133,0.13,106,0.21
399,0,-3.00,0,151,0,43,0,0.00,0,0.00
400,707,30.43,3,151,0,43,327,0.33,316,0.63
401,0,-3.00,0,151,0,43,0,0.00,0,0.00
402,329,33.38,3,151,2,43,134,0.13,151,0.30
403,0,-3.00,0,151,0,43,0,0.00,0,0.00
404,0,-3.00,0,151,0,43,0,0.00,0,0.00
405,0,-6.00,0,151,0,43,0,0.00,0,0.00
406,610,19.82,2,151,0,43,310,0.31,267,0.53
407,0,-3.00,0,151,0,43,0,0.00,0,0.00
408,500,22.51,0,151,1,43,242,0.24,203,0.41
409,0,-3.00,0,151,0,43,0,0.00,0,0.00
410,201,8.48,1,151,0,43,90,0.09,70,0.14
411,0,-3.00,0,151,0,43,0,0.00,0,0.00
412,198,3.89,1,151,0,43,105,0.11,77,0.15
413,0,-3.00,0,151,0,43,0,0.00,0,0.00
414,374,26.10,1,151,1,43,175,0.18,136,0.27
415,0,-3.00,0,151,0,43,0,0.00,0,0.00
416,1115,41.86,3,151,1,43,579,0.58,461,0.92
417,0,-3.00,0,151,0,43,0,0.00,0,0.00
418,493,22.30,3,151,0,43,279,0.28,238,0.48
419,0,-3.00,0,151,0,43,0,0.00,0,0.00
420,0,-3.00,0,151,0,43,0,0.00,0,0.00
421,0,-6.00,0,151,0,43,0,0.00,0,0.00
422,16,-4.17,1,151,0,43,9,0.01,8,0.02
423,0,-3.00,0,151,0,43,0,0.00,0,0.00
424,583,22.10,3,151,0,43,293,0.29,239,0.48
425,3240,130.90,8,151,4,43,1615,1.62,1500,3.00
426,208,17.58,3,151,1,43,93,0.09,98,0.20
427,0,-3.00,0,151,0,43,0,0.00,0,0.00
428,167,10.68,1,151,1,43,84,0.08,78,0.16
429,0,-3.00,0,151,0,43,0,0.00,0,0.00
430,527,28.52,2,151,1,43,280,0.28,200,0.40
431,0,-3.00,0,151,0,43,0,0.00,0,0.00
432,90,2.28,1,151,0,43,36,0.04,36,0.07
433,0,-3.00,0,151,0,43,0,0.00,0,0.00
434,48,0.87,1,151,0,43,28,0.03,21,0.04
435,0,-3.00,0,151,0,43,0,0.00,0,0.00
436,524,18.43,0,151,0,43,239,0.24,242,0.48
437,0,-3.00,0,151,0,43,0,0.00,0,0.00
438,241,11.51,0,151,0,43,107,0.11,119,0.24
439,0,-3.00,0,151,0,43,0,0.00,0,0.00
440,181,7.60,2,151,0,43,94,0.09,56,0.11
441,0,-3.00,0,151,0,43,0,0.00,0,0.00
442,122,2.39,0,151,0,43,53,0.05,37,0.07
443,0,-3.00,0,151,0,43,0,0.00,0,0.00
444,255,13.76,1,151,1,43,111,0.11,94,0.19
445,0,-3.00,0,151,0,43,0,0.00,0,0.00
446,0,-3.00,0,151,0,43,0,0.00,0,0.00
447,0,-6.00,0,151,0,43,0,0.00,0,0.00
448,50,2.39,1,151,1,43,22,0.02,19,0.04
449,0,-3.00,0,151,0,43,0,0.00,0,0.00
450,1394,52.99,1,151,2,43,689,0.69,580,1.16
451,0,-3.00,0,151,0,43,0,0.00,0,0.00
452,113,2.73,1,151,0,43,67,0.07,42,0.08
453,0,-3.00,0,151,0,43,0,0.00,0,0.00
454,107,11.21,2,151,1,43,37,0.04,49,0.10
455,0,-3.00,0,151,0,43,0,0.00,0,0.00
456,0,-3.00,0,151,0,43,0,0.00,0,0.00
457,0,-6.00,0,151,0,43,0,0.00,0,0.00
458,172,10.57,2,151,1,43,84,0.08,65,0.13
459,0,-3.00,0,151,0,43,0,0.00,0,0.00
460,1471,61.00,5,151,1,43,734,0.73,675,1.35
461,0,-3.00,0,151,0,43,0,0.00,0,0.00
462,422,26.97,2,151,1,43,189,0.19,138,0.28
463,0,-3.00,0,151,0,43,0,0.00,0,0.00
464,128,2.31,2,151,0,43,67,0.07,56,0.11
465,0,-3.00,0,151,0,43,0,0.00,0,0.00
466,177,11.93,1,151,1,43,90,0.09,79,0.16
467,0,-3.00,0,151,0,43,0,0.00,0,0.00
468,76,1.20,1,151,0,43,42,0.04,27,0.05
469,0,-3.00,0,151,0,43,0,0.00,0,0.00
470,84,2.35,1,151,0,43,39,0.04,31,0.06
471,0,-3.00,0,151,0,43,0,0.00,0,0.00
472,66,2.43,1,151,0,43,24,0.02,37,0.07
473,0,-3.00,0,151,0,43,0,0.00,0,0.00
474,286,18.06,0,151,1,43,147,0.15,106,0.21
475,0,-3.00,0,151,0,43,0,0.00,0,0.00
476,1045,47.33,5,151,1,43,591,0.59,470,0.94
477,0,-3.00,0,151,0,43,0,0.00,0,0.00
478,779,30.34,2,151,1,43,386,0.39,320,0.64
479,0,-3.00,0,151,0,43,0,0.00,0,0.00
480,133,4.40,1,151,0,43,70,0.07,63,0.13
481,0,-3.00,0,151,0,43,0,0.00,0,0.00
482,220,7.55,1,151,0,43,122,0.12,103,0.21
483,0,-3.00,0,151,0,43,0,0.00,0,0.00
484,452,24.31,2,151,1,43,203,0.20,184,0.37
