Episode,Steps,Reward,CoinsCollected,TotalCoins,CheckpointsCollected,TotalCheckpoints,JumpCount,JumpPenalty,DashCount,DashPenalty
485,0,-3.00,0,151,0,43,0,0.00,0,0.00
486,36,-0.52,1,151,0,43,20,0.02,12,0.02
487,0,-3.00,0,151,0,43,0,0.00,0,0.00
488,1410,71.41,8,151,3,43,724,0.72,808,1.62
489,0,-3.00,0,151,0,43,0,0.00,0,0.00
490,1083,29.73,3,151,1,43,592,0.59,553,1.11
491,0,-3.00,0,151,0,43,0,0.00,0,0.00
492,217,12.91,2,151,0,43,102,0.10,94,0.19
493,0,-3.00,0,151,0,43,0,0.00,0,0.00
494,1226,74.81,7,151,4,43,580,0.58,545,1.09
495,0,-3.00,0,151,0,43,0,0.00,0,0.00
496,312,14.85,2,151,0,43,128,0.13,122,0.24
497,0,-3.00,0,151,0,43,0,0.00,0,0.00
498,383,19.93,2,151,1,43,200,0.20,191,0.38
499,0,-3.00,0,151,0,43,0,0.00,0,0.00
500,840,29.65,5,151,1,43,424,0.42,403,0.81
501,368,31.55,3,151,1,43,152,0.15,161,0.32
502,0,-3.00,0,151,0,43,0,0.00,0,0.00
503,850,29.31,4,151,0,43,405,0.41,323,0.65
504,205,7.06,1,151,0,43,87,0.09,76,0.15
505,0,-3.00,0,151,0,43,0,0.00,0,0.00
506,397,26.79,4,151,1,43,185,0.19,201,0.40
507,0,-3.00,0,151,0,43,0,0.00,0,0.00
508,47,6.33,2,151,1,43,28,0.03,23,0.05
509,0,-3.00,0,151,0,43,0,0.00,0,0.00
510,183,4.35,1,151,0,43,98,0.10,84,0.17
511,0,-3.00,0,151,0,43,0,0.00,0,0.00
512,378,22.55,0,151,0,43,184,0.18,156,0.31
513,0,-3.00,0,151,0,43,0,0.00,0,0.00
514,567,23.71,3,151,1,43,296,0.30,264,0.53
515,0,-3.00,0,151,0,43,0,0.00,0,0.00
516,58,-0.39,0,151,0,43,27,0.03,29,0.06
517,0,-3.00,0,151,0,43,0,0.00,0,0.00
518,819,50.63,3,151,2,43,417,0.42,349,0.70
519,0,-3.00,0,151,0,43,0,0.00,0,0.00
520,307,8.10,2,151,0,43,171,0.17,139,0.28
521,0,-3.00,0,151,0,43,0,0.00,0,0.00
522,784,40.15,2,151,2,43,375,0.38,319,0.64
523,0,-3.00,0,151,0,43,0,0.00,0,0.00
524,1656,47.51,5,151,1,43,852,0.85,599,1.20
525,391,35.62,4,151,2,43,184,0.18,160,0.32
526,0,-3.00,0,151,0,43,0,0.00,0,0.00
527,0,-3.00,0,151,0,43,0,0.00,0,0.00
528,0,-6.00,0,151,0,43,0,0.00,0,0.00
529,254,7.16,3,151,0,43,134,0.13,119,0.24
530,0,-3.00,0,151,0,43,0,0.00,0,0.00
531,189,4.31,2,151,0,43,102,0.10,65,0.13
532,0,-3.00,0,151,0,43,0,0.00,0,0.00
533,311,14.59,4,151,0,43,155,0.16,132,0.26
534,0,-3.00,0,151,0,43,0,0.00,0,0.00
535,56,0.34,1,151,0,43,28,0.03,23,0.05
536,0,-3.00,0,151,0,43,0,0.00,0,0.00
537,435,20.71,3,151,0,43,235,0.24,190,0.38
538,0,-3.00,0,151,0,43,0,0.00,0,0.00
539,710,27.59,0,151,2,43,382,0.38,297,0.59
540,0,-3.00,0,151,0,43,0,0.00,0,0.00
541,212,16.01,1,151,1,43,111,0.11,93,0.19
542,0,-3.00,0,151,0,43,0,0.00,0,0.00
543,338,21.95,1,151,1,43,172,0.17,139,0.28
544,0,-3.00,0,151,0,43,0,0.00,0,0.00
545,66,-1.14,0,151,0,43,42,0.04,33,0.07
546,0,-3.00,0,151,0,43,0,0.00,0,0.00
547,118,2.80,1,151,0,43,58,0.06,43,0.09
548,0,-3.00,0,151,0,43,0,0.00,0,0.00
549,528,18.48,1,151,0,43,232,0.23,256,0.51
550,0,-3.00,0,151,0,43,0,0.00,0,0.00
551,881,41.27,4,151,2,43,391,0.39,347,0.69
552,0,-3.00,0,151,0,43,0,0.00,0,0.00
553,459,26.98,3,151,2,43,224,0.22,256,0.51
554,0,-3.00,0,151,0,43,0,0.00,0,0.00
555,350,19.81,1,151,1,43,165,0.17,144,0.29
556,0,-3.00,0,151,0,43,0,0.00,0,0.00
557,594,33.35,2,151,1,43,285,0.29,296,0.59
558,0,-3.00,0,151,0,43,0,0.00,0,0.00
559,1064,46.21,3,151,2,43,552,0.55,485,0.97
560,0,-3.00,0,151,0,43,0,0.00,0,0.00
561,273,13.55,1,151,0,43,154,0.15,111,0.22
562,0,-3.00,0,151,0,43,0,0.00,0,0.00
563,288,15.09,1,151,1,43,157,0.16,137,0.27
564,0,-3.00,0,151,0,43,0,0.00,0,0.00
565,324,10.40,1,151,0,43,172,0.17,134,0.27
566,0,-3.00,0,151,0,43,0,0.00,0,0.00
567,2199,90.74,6,151,3,43,1149,1.15,1063,2.13
568,249,10.91,1,151,0,43,121,0.12,108,0.22
569,0,-3.00,0,151,0,43,0,0.00,0,0.00
570,171,5.25,1,151,0,43,87,0.09,75,0.15
571,0,-3.00,0,151,0,43,0,0.00,0,0.00
572,392,18.50,1,151,1,43,210,0.21,191,0.38
573,0,-3.00,0,151,0,43,0,0.00,0,0.00
574,197,9.95,3,151,0,43,105,0.11,111,0.22
575,291,19.16,2,151,1,43,143,0.14,105,0.21
576,0,-3.00,0,151,0,43,0,0.00,0,0.00
577,98,4.61,1,151,0,43,57,0.06,56,0.11
578,0,-3.00,0,151,0,43,0,0.00,0,0.00
579,61,0.71,0,151,0,43,36,0.04,19,0.04
580,0,-3.00,0,151,0,43,0,0.00,0,0.00
581,562,49.17,6,151,3,43,292,0.29,308,0.62
582,0,-3.00,0,151,0,43,0,0.00,0,0.00
583,269,10.15,1,151,0,43,120,0.12,136,0.27
584,0,-3.00,0,151,0,43,0,0.00,0,0.00
585,565,38.27,5,151,1,43,275,0.28,268,0.54
586,0,-3.00,0,151,0,43,0,0.00,0,0.00
587,698,29.41,3,151,1,43,357,0.36,354,0.71
588,0,-3.00,0,151,0,43,0,0.00,0,0.00
589,53,2.03,1,151,0,43,18,0.02,27,0.05
590,0,-3.00,0,151,0,43,0,0.00,0,0.00
591,233,12.56,4,151,0,43,114,0.11,106,0.21
592,0,-3.00,0,151,0,43,0,0.00,0,0.00
593,79,6.80,1,151,1,43,37,0.04,52,0.10
594,0,-3.00,0,151,0,43,0,0.00,0,0.00
595,513,22.99,1,151,1,43,254,0.25,254,0.51
596,0,-3.00,0,151,0,43,0,0.00,0,0.00
597,145,7.78,3,151,0,43,69,0.07,87,0.17
598,0,-3.00,0,151,0,43,0,0.00,0,0.00
599,287,16.73,2,151,1,43,146,0.15,126,0.25
600,0,-3.00,0,151,0,43,0,0.00,0,0.00
601,207,8.97,3,151,0,43,109,0.11,115,0.23
602,0,-3.00,0,151,0,43,0,0.00,0,0.00
603,261,11.92,4,151,0,43,143,0.14,151,0.30
604,0,-3.00,0,151,0,43,0,0.00,0,0.00
605,216,1.48,1,151,0,43,116,0.12,94,0.19
606,248,20.49,2,151,2,43,120,0.12,142,0.28
607,0,-3.00,0,151,0,43,0,0.00,0,0.00
608,778,28.79,4,151,0,43,414,0.41,339,0.68
609,0,-3.00,0,151,0,43,0,0.00,0,0.00
610,103,1.05,0,151,0,43,52,0.05,52,0.10
611,0,-3.00,0,151,0,43,0,0.00,0,0.00
612,256,7.36,1,151,0,43,151,0.15,136,0.27
613,0,-3.00,0,151,0,43,0,0.00,0,0.00
614,1141,36.13,5,151,1,43,662,0.66,616,1.23
615,0,-3.00,0,151,0,43,0,0.00,0,0.00
616,1675,46.41,2,151,1,43,812,0.81,766,1.53
617,0,-3.00,0,151,0,43,0,0.00,0,0.00
618,1076,35.70,2,151,1,43,552,0.55,479,0.96
619,0,-3.00,0,151,0,43,0,0.00,0,0.00
620,434,11.52,2,151,0,43,204,0.20,198,0.40
621,0,-3.00,0,151,0,43,0,0.00,0,0.00
622,134,4.12,2,151,0,43,74,0.07,71,0.14
623,0,-3.00,0,151,0,43,0,0.00,0,0.00
624,110,1.81,1,151,0,43,53,0.05,47,0.09
625,7,-1.61,0,151,0,43,4,0.00,6,0.01
626,0,-3.00,0,151,0,43,0,0.00,0,0.00
627,188,11.67,2,151,1,43,88,0.09,102,0.20
628,0,-3.00,0,151,0,43,0,0.00,0,0.00
629,304,28.21,5,151,2,43,167,0.17,138,0.28
630,0,-3.00,0,151,0,43,0,0.00,0,0.00
631,1397,51.15,3,151,2,43,731,0.73,690,1.38
632,0,-3.00,0,151,0,43,0,0.00,0,0.00
633,172,8.95,3,151,0,43,93,0.09,101,0.20
634,0,-3.00,0,151,0,43,0,0.00,0,0.00
635,0,-3.00,0,151,0,43,0,0.00,0,0.00
636,0,-6.00,0,151,0,43,0,0.00,0,0.00
637,155,10.36,2,151,1,43,72,0.07,52,0.10
638,0,-3.00,0,151,0,43,0,0.00,0,0.00
639,390,16.95,3,151,0,43,188,0.19,203,0.41
640,0,-3.00,0,151,0,43,0,0.00,0,0.00
641,471,23.79,2,151,1,43,241,0.24,199,0.40
642,0,-3.00,0,151,0,43,0,0.00,0,0.00
643,4,-1.58,1,151,0,43,2,0.00,3,0.01
644,0,-3.00,0,151,0,43,0,0.00,0,0.00
645,407,24.31,1,151,1,43,191,0.19,152,0.30
646,0,-3.00,0,151,0,43,0,0.00,0,0.00
647,297,19.76,3,151,1,43,135,0.14,144,0.29
648,0,-3.00,0,151,0,43,0,0.00,0,0.00
649,337,12.19,2,151,0,43,177,0.18,171,0.34
650,0,-3.00,0,151,0,43,0,0.00,0,0.00
651,944,30.88,3,151,1,43,544,0.54,371,0.74
652,0,-3.00,0,151,0,43,0,0.00,0,0.00
653,1179,56.45,1,151,1,43,629,0.63,546,1.09
654,1817,71.66,1,151,3,43,885,0.89,886,1.77
655,0,-3.00,0,151,0,43,0,0.00,0,0.00
656,333,18.91,2,151,1,43,165,0.17,156,0.31
657,0,-3.00,0,151,0,43,0,0.00,0,0.00
658,212,6.87,2,151,0,43,99,0.10,84,0.17
659,0,-3.00,0,151,0,43,0,0.00,0,0.00
660,221,11.43,1,151,0,43,117,0.12,90,0.18
661,0,-3.00,0,151,0,43,0,0.00,0,0.00
662,308,34.23,6,151,2,43,152,0.15,135,0.27
663,0,-3.00,0,151,0,43,0,0.00,0,0.00
664,54,-0.98,0,151,0,43,33,0.03,36,0.07
665,0,-3.00,0,151,0,43,0,0.00,0,0.00
666,39,-0.54,1,151,0,43,24,0.02,18,0.04
667,0,-3.00,0,151,0,43,0,0.00,0,0.00
668,337,36.04,4,151,3,43,166,0.17,158,0.32
669,0,-3.00,0,151,0,43,0,0.00,0,0.00
670,1351,51.83,3,151,1,43,654,0.65,687,1.37
671,0,-3.00,0,151,0,43,0,0.00,0,0.00
672,186,11.92,2,151,1,43,98,0.10,86,0.17
673,0,-3.00,0,151,0,43,0,0.00,0,0.00
674,1076,22.45,2,151,0,43,633,0.63,570,1.14
675,0,-3.00,0,151,0,43,0,0.00,0,0.00
676,530,18.71,3,151,0,43,264,0.26,231,0.46
677,0,-3.00,0,151,0,43,0,0.00,0,0.00
678,184,3.54,1,151,0,43,111,0.11,93,0.19
679,0,-3.00,0,151,0,43,0,0.00,0,0.00
680,100,5.45,1,151,0,43,56,0.06,51,0.10
681,0,-3.00,0,151,0,43,0,0.00,0,0.00
682,578,18.99,2,151,1,43,322,0.32,330,0.66
683,0,-3.00,0,151,0,43,0,0.00,0,0.00
684,1847,93.80,9,151,2,43,1006,1.01,948,1.90
685,263,8.76,1,151,1,43,157,0.16,162,0.32
686,0,-3.00,0,151,0,43,0,0.00,0,0.00
687,338,14.99,4,151,0,43,178,0.18,177,0.35
688,0,-3.00,0,151,0,43,0,0.00,0,0.00
689,1244,62.30,4,151,2,43,617,0.62,617,1.23
690,0,-3.00,0,151,0,43,0,0.00,0,0.00
691,213,4.58,0,151,0,43,116,0.12,90,0.18
692,0,-3.00,0,151,0,43,0,0.00,0,0.00
693,210,1.57,2,151,0,43,107,0.11,101,0.20
694,859,39.64,3,151,2,43,420,0.42,423,0.85
695,0,-3.00,0,151,0,43,0,0.00,0,0.00
696,210,13.39,1,151,1,43,119,0.12,112,0.22
697,0,-3.00,0,151,0,43,0,0.00,0,0.00
698,1291,54.07,9,151,1,43,725,0.73,588,1.18
699,0,-3.00,0,151,0,43,0,0.00,0,0.00
700,230,15.30,2,151,1,43,135,0.14,117,0.23
701,0,-3.00,0,151,0,43,0,0.00,0,0.00
702,95,-0.18,1,151,0,43,44,0.04,40,0.08
703,0,-3.00,0,151,0,43,0,0.00,0,0.00
704,219,16.47,2,151,1,43,115,0.12,98,0.20
705,0,-3.00,0,151,0,43,0,0.00,0,0.00
706,301,20.20,4,151,0,43,159,0.16,151,0.30
707,0,-3.00,0,151,0,43,0,0.00,0,0.00
708,61,1.10,1,151,0,43,38,0.04,29,0.06
709,0,-3.00,0,151,0,43,0,0.00,0,0.00
710,60,4.61,0,151,1,43,38,0.04,30,0.06
711,0,-3.00,0,151,0,43,0,0.00,0,0.00
712,288,7.55,1,151,0,43,142,0.14,149,0.30
713,0,-3.00,0,151,0,43,0,0.00,0,0.00
714,401,23.82,5,151,1,43,210,0.21,174,0.35
715,0,-3.00,0,151,0,43,0,0.00,0,0.00
716,432,16.20,1,151,1,43,247,0.25,223,0.45
717,0,-3.00,0,151,0,43,0,0.00,0,0.00
718,467,24.96,2,151,1,43,235,0.24,232,0.46
719,0,-3.00,0,151,0,43,0,0.00,0,0.00
720,0,-3.00,0,151,0,43,0,0.00,0,0.00
721,0,-6.00,0,151,0,43,0,0.00,0,0.00
722,235,10.21,4,151,0,43,132,0.13,104,0.21
723,0,-3.00,0,151,0,43,0,0.00,0,0.00
724,337,11.84,2,151,0,43,176,0.18,183,0.37
725,0,-3.00,0,151,0,43,0,0.00,0,0.00
726,113,3.55,1,151,0,43,66,0.07,54,0.11
727,0,-3.00,0,151,0,43,0,0.00,0,0.00
728,119,10.73,2,151,1,43,67,0.07,49,0.10
729,0,-3.00,0,151,0,43,0,0.00,0,0.00
730,310,7.77,1,151,0,43,159,0.16,151,0.30
731,0,-3.00,0,151,0,43,0,0.00,0,0.00
732,935,45.49,5,151,1,43,484,0.48,479,0.96
733,0,-3.00,0,151,0,43,0,0.00,0,0.00
734,562,24.77,3,151,1,43,277,0.28,238,0.48
735,0,-3.00,0,151,0,43,0,0.00,0,0.00
736,828,25.87,2,151,1,43,479,0.48,438,0.88
737,0,-3.00,0,151,0,43,0,0.00,0,0.00
738,88,1.62,0,151,0,43,54,0.05,46,0.09
739,0,-3.00,0,151,0,43,0,0.00,0,0.00
740,495,9.86,2,151,0,43,284,0.28,267,0.53
741,174,16.62,3,151,1,43,105,0.11,86,0.17
742,0,-3.00,0,151,0,43,0,0.00,0,0.00
743,270,11.32,3,151,0,43,148,0.15,144,0.29
744,0,-3.00,0,151,0,43,0,0.00,0,0.00
745,92,5.47,1,151,0,43,55,0.06,53,0.11
746,0,-3.00,0,151,0,43,0,0.00,0,0.00
747,393,23.29,2,151,1,43,198,0.20,184,0.37
748,0,-3.00,0,151,0,43,0,0.00,0,0.00
749,56,0.86,0,151,0,43,28,0.03,30,0.06
750,0,-3.00,0,151,0,43,0,0.00,0,0.00
751,0,-3.00,0,151,0,43,0,0.00,0,0.00
752,0,-6.00,0,151,0,43,0,0.00,0,0.00
753,632,22.17,4,151,1,43,334,0.33,335,0.67
754,0,-3.00,0,151,0,43,0,0.00,0,0.00
755,314,25.07,2,151,2,43,152,0.15,170,0.34
756,0,-3.00,0,151,0,43,0,0.00,0,0.00
757,461,30.61,2,151,2,43,248,0.25,223,0.45
758,0,-3.00,0,151,0,43,0,0.00,0,0.00
759,127,5.05,0,151,0,43,67,0.07,62,0.12
760,0,-3.00,0,151,0,43,0,0.00,0,0.00
761,23,-1.08,0,151,0,43,14,0.01,8,0.02
762,0,-3.00,0,151,0,43,0,0.00,0,0.00
763,324,14.28,2,151,0,43,175,0.18,143,0.29
764,158,8.23,2,151,0,43,88,0.09,65,0.13
765,0,-3.00,0,151,0,43,0,0.00,0,0.00
766,21,-0.54,1,151,0,43,11,0.01,14,0.03
767,0,-3.00,0,151,0,43,0,0.00,0,0.00
768,1030,54.72,3,151,1,43,511,0.51,523,1.05
769,0,-3.00,0,151,0,43,0,0.00,0,0.00
770,61,1.66,0,151,0,43,45,0.05,23,0.05
771,0,-3.00,0,151,0,43,0,0.00,0,0.00
772,268,13.33,1,151,1,43,136,0.14,110,0.22
773,0,-3.00,0,151,0,43,0,0.00,0,0.00
774,1128,52.31,4,151,2,43,569,0.57,557,1.11
775,0,-3.00,0,151,0,43,0,0.00,0,0.00
776,1126,60.38,5,151,3,43,620,0.62,609,1.22
777,0,-3.00,0,151,0,43,0,0.00,0,0.00
778,165,12.31,2,151,1,43,90,0.09,80,0.16
779,0,-3.00,0,151,0,43,0,0.00,0,0.00
780,894,44.29,4,151,2,43,480,0.48,427,0.85
781,0,-3.00,0,151,0,43,0,0.00,0,0.00
782,39,-0.55,0,151,0,43,31,0.03,17,0.03
783,0,-3.00,0,151,0,43,0,0.00,0,0.00
784,946,73.22,5,151,5,43,485,0.49,456,0.91
785,0,-3.00,0,151,0,43,0,0.00,0,0.00
786,147,6.79,2,151,0,43,70,0.07,65,0.13
787,0,-3.00,0,151,0,43,0,0.00,0,0.00
788,210,15.21,2,151,1,43,126,0.13,106,0.21
789,0,-3.00,0,151,0,43,0,0.00,0,0.00
790,888,38.21,2,151,1,43,427,0.43,414,0.83
791,0,-3.00,0,151,0,43,0,0.00,0,0.00
792,599,17.50,0,151,0,43,268,0.27,304,0.61
793,0,-3.00,0,151,0,43,0,0.00,0,0.00
794,84,2.91,1,151,0,43,41,0.04,35,0.07
795,0,-3.00,0,151,0,43,0,0.00,0,0.00
796,0,-3.00,0,151,0,43,0,0.00,0,0.00
797,0,-6.00,0,151,0,43,0,0.00,0,0.00
798,623,17.75,1,151,1,43,333,0.33,270,0.54
799,0,-3.00,0,151,0,43,0,0.00,0,0.00
800,123,2.01,0,151,0,43,55,0.06,59,0.12
801,0,-3.00,0,151,0,43,0,0.00,0,0.00
802,145,5.09,0,151,0,43,63,0.06,77,0.15
803,0,-3.00,0,151,0,43,0,0.00,0,0.00
804,313,31.23,3,151,2,43,175,0.18,145,0.29
805,0,-3.00,0,151,0,43,0,0.00,0,0.00
806,56,-0.55,0,151,0,43,34,0.03,32,0.06
807,0,-3.00,0,151,0,43,0,0.00,0,0.00
808,124,3.79,1,151,0,43,69,0.07,55,0.11
809,0,-3.00,0,151,0,43,0,0.00,0,0.00
810,450,19.40,6,151,0,43,261,0.26,275,0.55
811,0,-3.00,0,151,0,43,0,0.00,0,0.00
812,467,23.86,4,151,1,43,255,0.26,230,0.46
813,0,-3.00,0,151,0,43,0,0.00,0,0.00
814,1043,83.42,8,151,4,43,534,0.53,475,0.95
815,0,-3.00,0,151,0,43,0,0.00,0,0.00
816,623,22.38,2,151,1,43,381,0.38,379,0.76
817,57,-0.16,0,151,0,43,35,0.04,34,0.07
818,0,-3.00,0,151,0,43,0,0.00,0,0.00
819,184,4.71,2,151,0,43,86,0.09,94,0.19
820,0,-3.00,0,151,0,43,0,0.00,0,0.00
821,740,39.43,1,151,2,43,392,0.39,334,0.67
822,0,-3.00,0,151,0,43,0,0.00,0,0.00
823,177,9.47,2,151,1,43,80,0.08,91,0.18
824,0,-3.00,0,151,0,43,0,0.00,0,0.00
825,1220,42.34,6,151,0,43,678,0.68,632,1.26
826,0,-3.00,0,151,0,43,0,0.00,0,0.00
827,175,7.19,1,151,0,43,107,0.11,65,0.13
828,0,-3.00,0,151,0,43,0,0.00,0,0.00
829,683,42.00,2,151,2,43,349,0.35,350,0.70
830,0,-3.00,0,151,0,43,0,0.00,0,0.00
831,1293,53.36,2,151,2,43,675,0.68,601,1.20
832,0,-3.00,0,151,0,43,0,0.00,0,0.00
833,188,2.06,1,151,0,43,89,0.09,92,0.18
834,0,-3.00,0,151,0,43,0,0.00,0,0.00
835,193,8.99,1,151,0,43,113,0.11,70,0.14
836,0,-3.00,0,151,0,43,0,0.00,0,0.00
837,120,10.04,1,151,1,43,52,0.05,61,0.12
838,0,-3.00,0,151,0,43,0,0.00,0,0.00
839,180,12.47,2,151,1,43,90,0.09,87,0.17
840,0,-3.00,0,151,0,43,0,0.00,0,0.00
841,457,45.23,6,151,2,43,244,0.24,201,0.40
842,0,-3.00,0,151,0,43,0,0.00,0,0.00
843,157,14.97,2,151,1,43,61,0.06,72,0.14
844,0,-3.00,0,151,0,43,0,0.00,0,0.00
845,0,-3.00,0,151,0,43,0,0.00,0,0.00
846,0,-6.00,0,151,0,43,0,0.00,0,0.00
847,101,8.33,1,151,1,43,42,0.04,53,0.11
848,0,-3.00,0,151,0,43,0,0.00,0,0.00
849,0,-3.00,0,151,0,43,0,0.00,0,0.00
850,0,-6.00,0,151,0,43,0,0.00,0,0.00
851,64,-2.13,1,151,0,43,47,0.05,41,0.08
852,0,-3.00,0,151,0,43,0,0.00,0,0.00
853,47,0.10,1,151,0,43,28,0.03,22,0.04
854,0,-3.00,0,151,0,43,0,0.00,0,0.00
855,876,27.73,4,151,0,43,493,0.49,420,0.84
856,0,-3.00,0,151,0,43,0,0.00,0,0.00
857,63,-1.27,0,151,0,43,28,0.03,36,0.07
858,0,-3.00,0,151,0,43,0,0.00,0,0.00
859,374,15.54,2,151,0,43,204,0.20,163,0.33
860,0,-3.00,0,151,0,43,0,0.00,0,0.00
861,500,36.09,6,151,2,43,295,0.30,231,0.46
862,0,-3.00,0,151,0,43,0,0.00,0,0.00
863,329,31.11,4,151,2,43,171,0.17,155,0.31
864,0,-3.00,0,151,0,43,0,0.00,0,0.00
865,61,7.34,2,151,1,43,33,0.03,29,0.06
866,0,-3.00,0,151,0,43,0,0.00,0,0.00
867,333,16.34,2,151,0,43,199,0.20,159,0.32
868,0,-3.00,0,151,0,43,0,0.00,0,0.00
869,0,-3.00,0,151,0,43,0,0.00,0,0.00
870,0,-6.00,0,151,0,43,0,0.00,0,0.00
871,1871,55.96,7,151,2,43,1008,1.01,983,1.97
872,0,-3.00,0,151,0,43,0,0.00,0,0.00
873,541,31.04,4,151,1,43,318,0.32,228,0.46
874,0,-3.00,0,151,0,43,0,0.00,0,0.00
875,4,-2.58,0,151,0,43,1,0.00,3,0.01
876,0,-3.00,0,151,0,43,0,0.00,0,0.00
877,78,-0.92,0,151,0,43,41,0.04,46,0.09
878,0,-3.00,0,151,0,43,0,0.00,0,0.00
879,53,5.68,1,151,1,43,25,0.03,34,0.07
880,0,-3.00,0,151,0,43,0,0.00,0,0.00
881,287,13.91,1,151,1,43,164,0.16,128,0.26
882,1244,58.19,7,151,2,43,708,0.71,645,1.29
883,0,-3.00,0,151,0,43,0,0.00,0,0.00
884,305,12.25,3,151,0,43,169,0.17,172,0.34
885,0,-3.00,0,151,0,43,0,0.00,0,0.00
886,165,6.10,1,151,0,43,97,0.10,75,0.15
887,0,-3.00,0,151,0,43,0,0.00,0,0.00
888,1523,57.70,7,151,2,43,867,0.87,810,1.62
889,0,-3.00,0,151,0,43,0,0.00,0,0.00
890,330,15.51,3,151,0,43,163,0.16,170,0.34
891,0,-3.00,0,151,0,43,0,0.00,0,0.00
892,67,0.49,1,151,0,43,45,0.05,43,0.09
893,0,-3.00,0,151,0,43,0,0.00,0,0.00
894,43,0.34,1,151,0,43,22,0.02,18,0.04
895,0,-3.00,0,151,0,43,0,0.00,0,0.00
896,326,19.00,5,151,0,43,183,0.18,175,0.35
897,0,-3.00,0,151,0,43,0,0.00,0,0.00
898,431,11.29,3,151,0,43,260,0.26,204,0.41
899,0,-3.00,0,151,0,43,0,0.00,0,0.00
900,123,-0.58,0,151,0,43,65,0.07,59,0.12
901,0,-3.00,0,151,0,43,0,0.00,0,0.00
902,56,1.05,1,151,0,43,32,0.03,30,0.06
903,0,-3.00,0,151,0,43,0,0.00,0,0.00
904,214,7.87,2,151,0,43,117,0.12,130,0.26
905,0,-3.00,0,151,0,43,0,0.00,0,0.00
906,1746,78.37,8,151,4,43,988,0.99,907,1.81
907,0,-3.00,0,151,0,43,0,0.00,0,0.00
908,55,0.88,1,151,0,43,28,0.03,33,0.07
909,0,-3.00,0,151,0,43,0,0.00,0,0.00
910,692,49.35,5,151,3,43,373,0.37,351,0.70
911,0,-3.00,0,151,0,43,0,0.00,0,0.00
912,125,3.42,0,151,0,43,71,0.07,62,0.12
913,0,-3.00,0,151,0,43,0,0.00,0,0.00
914,982,41.85,7,151,1,43,567,0.57,509,1.02
915,1205,42.21,3,151,1,43,632,0.63,565,1.13
916,0,-3.00,0,151,0,43,0,0.00,0,0.00
917,40,1.38,1,151,0,43,24,0.02,14,0.03
918,0,-3.00,0,151,0,43,0,0.00,0,0.00
919,113,1.21,0,151,0,43,53,0.05,52,0.10
920,0,-3.00,0,151,0,43,0,0.00,0,0.00
921,930,46.78,2,151,2,43,471,0.47,464,0.93
922,0,-3.00,0,151,0,43,0,0.00,0,0.00
923,2406,84.88,7,151,3,43,1382,1.38,1325,2.65
924,0,-3.00,0,151,0,43,0,0.00,0,0.00
925,155,1.85,2,151,0,43,74,0.07,65,0.13
926,14,0.30,1,151,0,43,8,0.01,7,0.01
927,0,-3.00,0,151,0,43,0,0.00,0,0.00
928,332,13.79,3,151,0,43,197,0.20,142,0.28
929,0,-3.00,0,151,0,43,0,0.00,0,0.00
930,864,32.76,3,151,1,43,474,0.47,401,0.80
931,0,-3.00,0,151,0,43,0,0.00,0,0.00
932,342,15.96,1,151,0,43,170,0.17,179,0.36
933,0,-3.00,0,151,0,43,0,0.00,0,0.00
934,182,8.41,2,151,0,43,110,0.11,70,0.14
935,0,-3.00,0,151,0,43,0,0.00,0,0.00
936,323,14.12,1,151,0,43,172,0.17,144,0.29
937,0,-3.00,0,151,0,43,0,0.00,0,0.00
938,117,6.06,2,151,0,43,66,0.07,54,0.11
939,0,-3.00,0,151,0,43,0,0.00,0,0.00
940,118,1.39,0,151,0,43,60,0.06,62,0.12
941,0,-3.00,0,151,0,43,0,0.00,0,0.00
942,64,-0.04,1,151,0,43,35,0.04,37,0.07
943,0,-3.00,0,151,0,43,0,0.00,0,0.00
944,69,7.57,2,151,1,43,28,0.03,28,0.06
945,0,-3.00,0,151,0,43,0,0.00,0,0.00
946,588,28.83,3,151,0,43,294,0.29,276,0.55
947,0,-3.00,0,151,0,43,0,0.00,0,0.00
948,203,9.71,2,151,1,43,119,0.12,104,0.21
949,80,2.78,1,151,0,43,44,0.04,47,0.09
950,0,-3.00,0,151,0,43,0,0.00,0,0.00
951,1027,43.81,5,151,1,43,535,0.54,438,0.88
952,0,-3.00,0,151,0,43,0,0.00,0,0.00
953,87,0.86,1,151,0,43,57,0.06,48,0.10
954,0,-3.00,0,151,0,43,0,0.00,0,0.00
955,98,1.93,0,151,0,43,65,0.07,47,0.09
956,0,-3.00,0,151,0,43,0,0.00,0,0.00
957,819,33.41,3,151,1,43,490,0.49,419,0.84
958,0,-3.00,0,151,0,43,0,0.00,0,0.00
959,410,18.33,2,151,0,43,246,0.25,189,0.38
960,0,-3.00,0,151,0,43,0,0.00,0,0.00
961,159,11.10,1,151,1,43,76,0.08,82,0.16
962,0,-3.00,0,151,0,43,0,0.00,0,0.00
963,271,17.54,1,151,1,43,156,0.16,129,0.26
964,0,-3.00,0,151,0,43,0,0.00,0,0.00
965,343,15.12,3,151,0,43,189,0.19,177,0.35
966,0,-3.00,0,151,0,43,0,0.00,0,0.00
967,671,31.69,3,151,1,43,341,0.34,296,0.59
968,0,-3.00,0,151,0,43,0,0.00,0,0.00
969,40,4.68,1,151,1,43,12,0.01,16,0.03
970,0,-3.00,0,151,0,43,0,0.00,0,0.00
