Episode,Steps,Reward,CoinsCollected,TotalCoins,CheckpointsCollected,TotalCheckpoints,JumpCount,JumpPenalty,DashCount,DashPenalty
54,0,-6.00,0,151,0,43,0,0.00,0,0.00
55,249,4.73,2,151,0,43,122,1.22,124,2.48
56,0,-3.00,0,151,0,43,0,0.00,0,0.00
57,91,5.57,1,151,1,43,45,0.45,53,1.06
58,0,-3.00,0,151,0,43,0,0.00,0,0.00
59,15,3.82,1,151,1,43,5,0.05,9,0.18
60,0,-3.00,0,151,0,43,0,0.00,0,0.00
61,133,6.30,0,151,1,43,71,0.71,66,1.32
62,0,-3.00,0,151,0,43,0,0.00,0,0.00
63,2380,11.32,1,151,1,43,1166,11.66,1166,23.32
64,66,-0.45,0,151,0,43,35,0.35,32,0.64
65,0,-3.00,0,151,0,43,0,0.00,0,0.00
66,215,4.14,2,151,1,43,103,1.03,108,2.16
67,51,1.92,1,151,0,43,24,0.24,31,0.62
68,0,-3.00,0,151,0,43,0,0.00,0,0.00
69,992,15.07,3,151,1,43,494,4.94,492,9.84
70,0,-3.00,0,151,0,43,0,0.00,0,0.00
71,297,5.97,2,151,1,43,138,1.38,171,3.42
72,99,5.24,1,151,0,43,48,0.48,52,1.04
73,0,-3.00,0,151,0,43,0,0.00,0,0.00
74,146,3.19,1,151,0,43,68,0.68,76,1.52
75,0,-3.00,0,151,0,43,0,0.00,0,0.00
76,544,15.15,2,151,1,43,286,2.86,254,5.08
77,310,11.90,0,151,0,43,150,1.50,154,3.08
78,0,-3.00,0,151,0,43,0,0.00,0,0.00
79,701,14.12,4,151,0,43,343,3.43,347,6.94
80,74,0.41,0,151,0,43,41,0.41,44,0.88
81,0,-3.00,0,151,0,43,0,0.00,0,0.00
82,51,4.50,0,151,1,43,24,0.24,26,0.52
83,0,-3.00,0,151,0,43,0,0.00,0,0.00
84,102,4.95,2,151,0,43,45,0.45,51,1.02
85,0,-3.00,0,151,0,43,0,0.00,0,0.00
86,202,3.42,1,151,0,43,108,1.08,106,2.12
87,0,-3.00,0,151,0,43,0,0.00,0,0.00
88,368,15.89,1,151,1,43,192,1.92,209,4.18
89,0,-3.00,0,151,0,43,0,0.00,0,0.00
90,54,3.69,0,151,1,43,29,0.29,31,0.62
91,0,-3.00,0,151,0,43,0,0.00,0,0.00
92,293,6.03,1,151,0,43,129,1.29,148,2.96
93,0,-3.00,0,151,0,43,0,0.00,0,0.00
94,2978,62.98,12,151,5,43,1562,15.62,1455,29.10
95,0,-3.00,0,151,0,43,0,0.00,0,0.00
96,885,21.04,5,151,1,43,446,4.46,427,8.54
97,0,-3.00,0,151,0,43,0,0.00,0,0.00
98,47,0.02,1,151,0,43,25,0.25,28,0.56
99,0,-3.00,0,151,0,43,0,0.00,0,0.00
100,102,1.42,2,151,0,43,51,0.51,48,0.96
101,0,-3.00,0,151,0,43,0,0.00,0,0.00
102,0,-3.00,0,151,0,43,0,0.00,0,0.00
103,0,-6.00,0,151,0,43,0,0.00,0,0.00
104,1110,8.15,1,151,0,43,522,5.22,569,11.38
105,30,4.72,0,151,1,43,14,0.14,10,0.20
106,0,-3.00,0,151,0,43,0,0.00,0,0.00
107,53,-2.11,0,151,0,43,18,0.18,23,0.46
108,0,-3.00,0,151,0,43,0,0.00,0,0.00
109,146,7.84,1,151,1,43,68,0.68,67,1.34
110,0,-3.00,0,151,0,43,0,0.00,0,0.00
111,0,-3.00,0,151,0,43,0,0.00,0,0.00
112,0,-6.00,0,151,0,43,0,0.00,0,0.00
113,477,1.50,0,151,0,43,218,2.18,260,5.20
114,0,-3.00,0,151,0,43,0,0.00,0,0.00
115,88,-0.89,0,151,0,43,42,0.42,40,0.80
116,0,-3.00,0,151,0,43,0,0.00,0,0.00
117,1443,22.64,2,151,1,43,658,6.58,705,14.10
118,0,-3.00,0,151,0,43,0,0.00,0,0.00
119,811,20.18,3,151,2,43,355,3.55,392,7.84
120,0,-3.00,0,151,0,43,0,0.00,0,0.00
121,1135,16.12,1,151,0,43,573,5.73,580,11.60
122,0,-3.00,0,151,0,43,0,0.00,0,0.00
123,45,-0.96,0,151,0,43,24,0.24,28,0.56
124,0,-3.00,0,151,0,43,0,0.00,0,0.00
125,321,6.73,1,151,0,43,159,1.59,159,3.18
126,0,-3.00,0,151,0,43,0,0.00,0,0.00
127,0,-3.00,0,151,0,43,0,0.00,0,0.00
128,0,-6.00,0,151,0,43,0,0.00,0,0.00
129,388,5.09,1,151,1,43,201,2.01,181,3.62
130,0,-3.00,0,151,0,43,0,0.00,0,0.00
131,4865,41.18,7,151,2,43,2270,22.70,2368,47.36
132,0,-3.00,0,151,0,43,0,0.00,0,0.00
133,107,1.22,1,151,0,43,48,0.48,62,1.24
134,0,-3.00,0,151,0,43,0,0.00,0,0.00
135,618,14.84,3,151,1,43,251,2.51,305,6.10
136,316,10.79,0,151,1,43,144,1.44,147,2.94
137,0,-3.00,0,151,0,43,0,0.00,0,0.00
138,94,1.39,0,151,0,43,38,0.38,51,1.02
139,0,-3.00,0,151,0,43,0,0.00,0,0.00
140,233,10.93,1,151,1,43,102,1.02,103,2.06
141,0,-3.00,0,151,0,43,0,0.00,0,0.00
142,1462,27.31,2,151,1,43,681,6.81,718,14.36
143,0,-3.00,0,151,0,43,0,0.00,0,0.00
144,62,1.81,2,151,0,43,30,0.30,33,0.66
145,0,-3.00,0,151,0,43,0,0.00,0,0.00
146,127,7.08,0,151,1,43,57,0.57,51,1.02
147,0,-3.00,0,151,0,43,0,0.00,0,0.00
148,43,-2.25,0,151,0,43,22,0.22,20,0.40
149,0,-3.00,0,151,0,43,0,0.00,0,0.00
150,77,-0.49,0,151,0,43,37,0.37,35,0.70
151,0,-3.00,0,151,0,43,0,0.00,0,0.00
152,49,-1.07,1,151,0,43,25,0.25,22,0.44
153,0,-3.00,0,151,0,43,0,0.00,0,0.00
154,1454,6.38,4,151,0,43,705,7.05,824,16.48
155,0,-3.00,0,151,0,43,0,0.00,0,0.00
156,342,5.34,3,151,0,43,156,1.56,201,4.02
157,0,-3.00,0,151,0,43,0,0.00,0,0.00
158,227,0.86,0,151,0,43,107,1.07,100,2.00
159,36,-0.95,0,151,0,43,14,0.14,21,0.42
160,0,-3.00,0,151,0,43,0,0.00,0,0.00
161,85,0.48,1,151,0,43,40,0.40,38,0.76
162,0,-3.00,0,151,0,43,0,0.00,0,0.00
163,178,5.58,2,151,0,43,72,0.72,82,1.64
164,0,-3.00,0,151,0,43,0,0.00,0,0.00
165,1504,20.88,1,151,1,43,718,7.18,736,14.72
166,453,15.81,3,151,1,43,213,2.13,191,3.82
167,0,-3.00,0,151,0,43,0,0.00,0,0.00
168,326,13.39,2,151,1,43,148,1.48,167,3.34
169,0,-3.00,0,151,0,43,0,0.00,0,0.00
170,1925,49.81,5,151,2,43,875,8.75,976,19.52
171,0,-3.00,0,151,0,43,0,0.00,0,0.00
172,519,9.06,3,151,0,43,227,2.27,204,4.08
173,0,-3.00,0,151,0,43,0,0.00,0,0.00
174,341,21.07,3,151,2,43,150,1.50,156,3.12
175,0,-3.00,0,151,0,43,0,0.00,0,0.00
176,0,-3.00,0,151,0,43,0,0.00,0,0.00
177,0,-6.00,0,151,0,43,0,0.00,0,0.00
178,155,0.70,1,151,0,43,76,0.76,66,1.32
179,0,-3.00,0,151,0,43,0,0.00,0,0.00
180,7,-1.70,1,151,0,43,2,0.02,3,0.06
181,0,-3.00,0,151,0,43,0,0.00,0,0.00
182,89,1.13,0,151,0,43,37,0.37,30,0.60
183,0,-3.00,0,151,0,43,0,0.00,0,0.00
184,973,38.02,6,151,3,43,465,4.65,443,8.86
185,316,9.66,2,151,0,43,150,1.50,128,2.56
186,0,-3.00,0,151,0,43,0,0.00,0,0.00
187,664,1.63,1,151,0,43,314,3.14,283,5.66
188,0,-3.00,0,151,0,43,0,0.00,0,0.00
189,350,8.98,1,151,0,43,173,1.73,147,2.94
190,0,-3.00,0,151,0,43,0,0.00,0,0.00
191,0,-3.00,0,151,0,43,0,0.00,0,0.00
192,0,-6.00,0,151,0,43,0,0.00,0,0.00
193,31,-3.06,1,151,0,43,15,0.15,17,0.34
194,0,-3.00,0,151,0,43,0,0.00,0,0.00
195,125,7.90,1,151,1,43,62,0.62,67,1.34
196,0,-3.00,0,151,0,43,0,0.00,0,0.00
197,218,9.52,1,151,1,43,107,1.07,112,2.24
198,0,-3.00,0,151,0,43,0,0.00,0,0.00
199,353,11.56,2,151,1,43,155,1.55,167,3.34
200,0,-3.00,0,151,0,43,0,0.00,0,0.00
201,605,40.64,8,151,3,43,337,3.37,305,6.10
202,0,-3.00,0,151,0,43,0,0.00,0,0.00
203,257,7.90,3,151,0,43,106,1.06,111,2.22
204,0,-3.00,0,151,0,43,0,0.00,0,0.00
205,142,3.53,1,151,0,43,52,0.52,44,0.88
206,0,-3.00,0,151,0,43,0,0.00,0,0.00
207,170,8.90,2,151,1,43,86,0.86,85,1.70
208,0,-3.00,0,151,0,43,0,0.00,0,0.00
209,169,13.35,1,151,2,43,82,0.82,74,1.48
210,0,-3.00,0,151,0,43,0,0.00,0,0.00
211,590,18.06,5,151,0,43,243,2.43,237,4.74
212,0,-3.00,0,151,0,43,0,0.00,0,0.00
213,497,12.92,2,151,0,43,218,2.18,203,4.06
214,588,21.42,2,151,1,43,269,2.69,279,5.58
215,0,-3.00,0,151,0,43,0,0.00,0,0.00
216,831,46.20,6,151,3,43,416,4.16,387,7.74
217,0,-3.00,0,151,0,43,0,0.00,0,0.00
218,150,4.92,1,151,0,43,61,0.61,70,1.40
219,0,-3.00,0,151,0,43,0,0.00,0,0.00
220,86,0.66,1,151,0,43,50,0.50,46,0.92
221,0,-3.00,0,151,0,43,0,0.00,0,0.00
222,233,2.89,2,151,0,43,106,1.06,101,2.02
223,0,-3.00,0,151,0,43,0,0.00,0,0.00
224,578,7.92,1,151,0,43,254,2.54,242,4.84
225,521,16.01,2,151,1,43,241,2.41,237,4.74
226,0,-3.00,0,151,0,43,0,0.00,0,0.00
227,348,12.78,2,151,1,43,158,1.58,147,2.94
228,0,-3.00,0,151,0,43,0,0.00,0,0.00
229,86,-0.91,0,151,0,43,48,0.48,34,0.68
230,0,-3.00,0,151,0,43,0,0.00,0,0.00
231,66,-0.96,1,151,0,43,30,0.30,32,0.64
232,0,-3.00,0,151,0,43,0,0.00,0,0.00
233,481,2.08,1,151,0,43,221,2.21,228,4.56
234,0,-3.00,0,151,0,43,0,0.00,0,0.00
235,391,5.62,1,151,0,43,185,1.85,177,3.54
236,0,-3.00,0,151,0,43,0,0.00,0,0.00
237,0,-3.00,0,151,0,43,0,0.00,0,0.00
238,0,-6.00,0,151,0,43,0,0.00,0,0.00
239,69,-4.24,0,151,0,43,28,0.28,30,0.60
240,0,-3.00,0,151,0,43,0,0.00,0,0.00
241,271,8.71,2,151,0,43,129,1.29,113,2.26
242,0,-3.00,0,151,0,43,0,0.00,0,0.00
243,35,-1.55,1,151,0,43,18,0.18,16,0.32
244,0,-3.00,0,151,0,43,0,0.00,0,0.00
245,595,21.38,3,151,1,43,278,2.78,269,5.38
246,0,-3.00,0,151,0,43,0,0.00,0,0.00
247,667,19.47,4,151,1,43,322,3.22,290,5.80
248,0,-3.00,0,151,0,43,0,0.00,0,0.00
249,614,16.86,1,151,1,43,278,2.78,269,5.38
250,0,-3.00,0,151,0,43,0,0.00,0,0.00
251,5,-2.69,0,151,0,43,2,0.02,3,0.06
252,0,-3.00,0,151,0,43,0,0.00,0,0.00
253,213,9.59,2,151,1,43,102,1.02,98,1.96
254,0,-3.00,0,151,0,43,0,0.00,0,0.00
255,239,9.57,1,151,1,43,104,1.04,103,2.06
256,0,-3.00,0,151,0,43,0,0.00,0,0.00
257,930,32.51,4,151,2,43,456,4.56,430,8.60
258,0,-3.00,0,151,0,43,0,0.00,0,0.00
259,659,23.35,3,151,1,43,346,3.46,317,6.34
260,0,-3.00,0,151,0,43,0,0.00,0,0.00
261,959,14.00,1,151,1,43,434,4.34,432,8.64
262,0,-3.00,0,151,0,43,0,0.00,0,0.00
263,107,0.87,1,151,0,43,47,0.47,56,1.12
264,0,-3.00,0,151,0,43,0,0.00,0,0.00
265,357,14.69,3,151,1,43,170,1.70,143,2.86
266,0,-3.00,0,151,0,43,0,0.00,0,0.00
267,28,-0.42,1,151,0,43,16,0.16,10,0.20
268,0,-3.00,0,151,0,43,0,0.00,0,0.00
269,259,10.76,1,151,1,43,110,1.10,102,2.04
270,0,-3.00,0,151,0,43,0,0.00,0,0.00
271,49,-0.39,1,151,0,43,19,0.19,20,0.40
272,0,-3.00,0,151,0,43,0,0.00,0,0.00
273,304,13.60,1,151,1,43,120,1.20,110,2.20
274,0,-3.00,0,151,0,43,0,0.00,0,0.00
275,258,5.30,2,151,1,43,117,1.17,109,2.18
276,344,17.64,5,151,0,43,168,1.68,152,3.04
277,0,-3.00,0,151,0,43,0,0.00,0,0.00
278,0,-3.00,0,151,0,43,0,0.00,0,0.00
279,0,-6.00,0,151,0,43,0,0.00,0,0.00
280,566,10.80,2,151,1,43,255,2.55,252,5.04
281,0,-3.00,0,151,0,43,0,0.00,0,0.00
282,0,-3.00,0,151,0,43,0,0.00,0,0.00
283,0,-6.00,0,151,0,43,0,0.00,0,0.00
284,48,-5.03,0,151,0,43,22,0.22,20,0.40
285,0,-3.00,0,151,0,43,0,0.00,0,0.00
286,237,13.65,2,151,1,43,99,0.99,111,2.22
287,0,-3.00,0,151,0,43,0,0.00,0,0.00
288,32,-0.63,0,151,0,43,17,0.17,13,0.26
289,0,-3.00,0,151,0,43,0,0.00,0,0.00
290,383,19.62,3,151,1,43,153,1.53,184,3.68
291,0,-3.00,0,151,0,43,0,0.00,0,0.00
292,373,14.95,3,151,1,43,178,1.78,166,3.32
293,0,-3.00,0,151,0,43,0,0.00,0,0.00
294,50,-1.35,1,151,0,43,24,0.24,24,0.48
295,0,-3.00,0,151,0,43,0,0.00,0,0.00
296,102,2.10,1,151,0,43,46,0.46,36,0.72
297,0,-3.00,0,151,0,43,0,0.00,0,0.00
298,0,-3.00,0,151,0,43,0,0.00,0,0.00
299,0,-6.00,0,151,0,43,0,0.00,0,0.00
300,287,11.39,1,151,1,43,142,1.42,124,2.48
301,0,-3.00,0,151,0,43,0,0.00,0,0.00
302,122,0.73,2,151,0,43,52,0.52,64,1.28
303,0,-3.00,0,151,0,43,0,0.00,0,0.00
304,209,2.31,0,151,0,43,74,0.74,76,1.52
305,0,-3.00,0,151,0,43,0,0.00,0,0.00
306,451,13.04,2,151,0,43,210,2.10,209,4.18
307,0,-3.00,0,151,0,43,0,0.00,0,0.00
308,261,9.61,0,151,0,43,122,1.22,112,2.24
309,0,-3.00,0,151,0,43,0,0.00,0,0.00
310,407,14.57,2,151,1,43,171,1.71,167,3.34
311,0,-3.00,0,151,0,43,0,0.00,0,0.00
312,76,-1.60,0,151,0,43,30,0.30,33,0.66
313,0,-3.00,0,151,0,43,0,0.00,0,0.00
314,142,-3.00,1,151,0,43,66,0.66,70,1.40
315,98,1.47,0,151,0,43,43,0.43,47,0.94
316,0,-3.00,0,151,0,43,0,0.00,0,0.00
317,189,-6.44,0,151,0,43,97,0.97,93,1.86
318,0,-3.00,0,151,0,43,0,0.00,0,0.00
319,102,0.72,1,151,0,43,49,0.49,54,1.08
320,0,-3.00,0,151,0,43,0,0.00,0,0.00
321,74,0.04,0,151,0,43,30,0.30,27,0.54
322,0,-3.00,0,151,0,43,0,0.00,0,0.00
323,122,0.36,0,151,0,43,54,0.54,57,1.14
324,0,-3.00,0,151,0,43,0,0.00,0,0.00
325,11,-0.66,2,151,0,43,7,0.07,5,0.10
326,0,-3.00,0,151,0,43,0,0.00,0,0.00
327,271,8.29,1,151,1,43,111,1.11,129,2.58
328,0,-3.00,0,151,0,43,0,0.00,0,0.00
329,89,-0.05,1,151,0,43,50,0.50,41,0.82
330,0,-3.00,0,151,0,43,0,0.00,0,0.00
331,964,31.20,2,151,2,43,424,4.24,396,7.92
332,0,-3.00,0,151,0,43,0,0.00,0,0.00
333,348,9.52,2,151,1,43,151,1.51,139,2.78
334,0,-3.00,0,151,0,43,0,0.00,0,0.00
335,114,12.45,0,151,2,43,65,0.65,54,1.08
336,0,-3.00,0,151,0,43,0,0.00,0,0.00
337,255,8.71,3,151,0,43,126,1.26,101,2.02
338,0,-3.00,0,151,0,43,0,0.00,0,0.00
339,363,17.93,3,151,1,43,164,1.64,159,3.18
340,0,-3.00,0,151,0,43,0,0.00,0,0.00
341,624,19.62,4,151,1,43,294,2.94,294,5.88
342,0,-3.00,0,151,0,43,0,0.00,0,0.00
343,131,-3.38,0,151,0,43,80,0.80,60,1.20
344,0,-3.00,0,151,0,43,0,0.00,0,0.00
345,434,23.48,1,151,2,43,158,1.58,183,3.66
346,0,-3.00,0,151,0,43,0,0.00,0,0.00
347,77,0.63,0,151,0,43,42,0.42,39,0.78
348,0,-3.00,0,151,0,43,0,0.00,0,0.00
349,371,10.58,2,151,1,43,186,1.86,172,3.44
350,0,-3.00,0,151,0,43,0,0.00,0,0.00
351,218,10.50,3,151,1,43,123,1.23,123,2.46
352,0,-3.00,0,151,0,43,0,0.00,0,0.00
353,267,0.87,1,151,0,43,157,1.57,114,2.28
354,0,-3.00,0,151,0,43,0,0.00,0,0.00
355,101,1.14,1,151,0,43,54,0.54,50,1.00
356,0,-3.00,0,151,0,43,0,0.00,0,0.00
357,263,21.44,4,151,1,43,134,1.34,126,2.52
358,0,-3.00,0,151,0,43,0,0.00,0,0.00
359,1354,14.17,6,151,0,43,684,6.84,657,13.14
360,0,-3.00,0,151,0,43,0,0.00,0,0.00
361,0,-3.00,0,151,0,43,0,0.00,0,0.00
362,0,-6.00,0,151,0,43,0,0.00,0,0.00
363,363,18.04,5,151,1,43,182,1.82,158,3.16
364,0,-3.00,0,151,0,43,0,0.00,0,0.00
365,310,5.92,2,151,0,43,142,1.42,148,2.96
366,0,-3.00,0,151,0,43,0,0.00,0,0.00
367,256,4.44,0,151,0,43,107,1.07,102,2.04
368,0,-3.00,0,151,0,43,0,0.00,0,0.00
369,125,1.45,1,151,0,43,82,0.82,63,1.26
370,0,-3.00,0,151,0,43,0,0.00,0,0.00
371,10,3.71,1,151,1,43,6,0.06,6,0.12
372,0,-3.00,0,151,0,43,0,0.00,0,0.00
373,763,34.96,5,151,1,43,331,3.31,378,7.56
374,0,-3.00,0,151,0,43,0,0.00,0,0.00
375,86,1.02,1,151,0,43,45,0.45,32,0.64
376,0,-3.00,0,151,0,43,0,0.00,0,0.00
377,102,1.44,1,151,0,43,48,0.48,40,0.80
378,0,-3.00,0,151,0,43,0,0.00,0,0.00
379,52,-1.92,0,151,0,43,16,0.16,24,0.48
380,0,-3.00,0,151,0,43,0,0.00,0,0.00
381,44,6.00,1,151,1,43,19,0.19,19,0.38
382,0,-3.00,0,151,0,43,0,0.00,0,0.00
383,1365,27.73,6,151,1,43,642,6.42,623,12.46
384,0,-3.00,0,151,0,43,0,0.00,0,0.00
385,363,7.22,3,151,0,43,152,1.52,150,3.00
386,0,-3.00,0,151,0,43,0,0.00,0,0.00
387,61,-1.74,0,151,0,43,35,0.35,24,0.48
388,0,-3.00,0,151,0,43,0,0.00,0,0.00
389,212,5.78,1,151,0,43,83,0.83,84,1.68
390,0,-3.00,0,151,0,43,0,0.00,0,0.00
391,189,12.33,2,151,1,43,101,1.01,79,1.58
392,0,-3.00,0,151,0,43,0,0.00,0,0.00
393,31,-1.41,1,151,0,43,15,0.15,12,0.24
394,0,-3.00,0,151,0,43,0,0.00,0,0.00
395,82,-0.51,0,151,0,43,34,0.34,35,0.70
396,0,-3.00,0,151,0,43,0,0.00,0,0.00
397,595,11.65,4,151,0,43,275,2.75,311,6.22
398,0,-3.00,0,151,0,43,0,0.00,0,0.00
399,50,1.21,1,151,0,43,20,0.20,23,0.46
400,0,-3.00,0,151,0,43,0,0.00,0,0.00
401,203,12.03,1,151,1,43,95,0.95,96,1.92
402,0,-3.00,0,151,0,43,0,0.00,0,0.00
403,0,-3.00,0,151,0,43,0,0.00,0,0.00
404,0,-6.00,0,151,0,43,0,0.00,0,0.00
405,761,25.46,4,151,2,43,348,3.48,303,6.06
406,0,-3.00,0,151,0,43,0,0.00,0,0.00
407,37,-0.86,0,151,0,43,25,0.25,20,0.40
408,0,-3.00,0,151,0,43,0,0.00,0,0.00
409,1189,37.16,2,151,2,43,521,5.21,477,9.54
410,0,-3.00,0,151,0,43,0,0.00,0,0.00
411,602,23.77,1,151,1,43,281,2.81,275,5.50
412,0,-3.00,0,151,0,43,0,0.00,0,0.00
413,443,24.45,1,151,2,43,173,1.73,164,3.28
414,0,-3.00,0,151,0,43,0,0.00,0,0.00
415,53,-0.81,0,151,0,43,22,0.22,15,0.30
416,0,-3.00,0,151,0,43,0,0.00,0,0.00
417,2477,28.22,2,151,1,43,1161,11.61,1057,21.14
418,0,-3.00,0,151,0,43,0,0.00,0,0.00
419,468,27.31,7,151,2,43,252,2.52,203,4.06
420,0,-3.00,0,151,0,43,0,0.00,0,0.00
421,241,1.64,0,151,0,43,103,1.03,103,2.06
422,0,-3.00,0,151,0,43,0,0.00,0,0.00
423,403,13.81,2,151,1,43,218,2.18,177,3.54
424,0,-3.00,0,151,0,43,0,0.00,0,0.00
425,1186,32.30,6,151,2,43,543,5.43,512,10.24
426,0,-3.00,0,151,0,43,0,0.00,0,0.00
427,487,8.38,1,151,1,43,216,2.16,191,3.82
428,89,1.12,0,151,0,43,35,0.35,40,0.80
429,0,-3.00,0,151,0,43,0,0.00,0,0.00
430,455,17.85,3,151,1,43,226,2.26,258,5.16
431,0,-3.00,0,151,0,43,0,0.00,0,0.00
432,0,-3.00,0,151,0,43,0,0.00,0,0.00
433,0,-6.00,0,151,0,43,0,0.00,0,0.00
434,58,1.47,0,151,1,43,16,0.16,25,0.50
435,0,-3.00,0,151,0,43,0,0.00,0,0.00
436,110,1.79,2,151,0,43,51,0.51,62,1.24
437,0,-3.00,0,151,0,43,0,0.00,0,0.00
438,15,4.10,1,151,1,43,8,0.08,8,0.16
439,0,-3.00,0,151,0,43,0,0.00,0,0.00
440,86,0.92,0,151,0,43,37,0.37,32,0.64
441,0,-3.00,0,151,0,43,0,0.00,0,0.00
442,731,44.86,10,151,3,43,393,3.93,353,7.06
443,0,-3.00,0,151,0,43,0,0.00,0,0.00
444,494,5.63,0,151,1,43,197,1.97,230,4.60
445,0,-3.00,0,151,0,43,0,0.00,0,0.00
446,58,-1.48,1,151,0,43,23,0.23,25,0.50
447,0,-3.00,0,151,0,43,0,0.00,0,0.00
448,293,-0.93,1,151,0,43,133,1.33,131,2.62
449,50,2.83,2,151,0,43,21,0.21,26,0.52
450,0,-3.00,0,151,0,43,0,0.00,0,0.00
451,422,20.32,0,151,1,43,168,1.68,176,3.52
452,0,-3.00,0,151,0,43,0,0.00,0,0.00
453,70,-0.86,1,151,0,43,27,0.27,30,0.60
454,0,-3.00,0,151,0,43,0,0.00,0,0.00
455,757,16.80,2,151,1,43,331,3.31,351,7.02
456,0,-3.00,0,151,0,43,0,0.00,0,0.00
457,110,-1.41,0,151,0,43,40,0.40,36,0.72
458,0,-3.00,0,151,0,43,0,0.00,0,0.00
459,84,0.50,0,151,0,43,33,0.33,35,0.70
460,0,-3.00,0,151,0,43,0,0.00,0,0.00
461,124,3.78,1,151,0,43,58,0.58,59,1.18
462,0,-3.00,0,151,0,43,0,0.00,0,0.00
463,193,2.24,1,151,0,43,68,0.68,78,1.56
464,0,-3.00,0,151,0,43,0,0.00,0,0.00
465,244,10.02,4,151,0,43,119,1.19,121,2.42
466,0,-3.00,0,151,0,43,0,0.00,0,0.00
467,1923,35.03,7,151,3,43,1032,10.32,910,18.20
468,0,-3.00,0,151,0,43,0,0.00,0,0.00
469,326,1.85,2,151,0,43,139,1.39,120,2.40
470,116,2.36,1,151,0,43,54,0.54,58,1.16
471,0,-3.00,0,151,0,43,0,0.00,0,0.00
472,841,11.87,4,151,0,43,366,3.66,357,7.14
473,0,-3.00,0,151,0,43,0,0.00,0,0.00
474,68,0.05,0,151,0,43,39,0.39,44,0.88
475,0,-3.00,0,151,0,43,0,0.00,0,0.00
476,334,14.30,2,151,1,43,128,1.28,138,2.76
477,0,-3.00,0,151,0,43,0,0.00,0,0.00
478,105,-2.73,0,151,0,43,46,0.46,45,0.90
479,0,-3.00,0,151,0,43,0,0.00,0,0.00
480,249,5.90,1,151,0,43,110,1.10,100,2.00
481,0,-3.00,0,151,0,43,0,0.00,0,0.00
482,2037,51.85,5,151,2,43,852,8.52,818,16.36
483,0,-3.00,0,151,0,43,0,0.00,0,0.00
