Episode,Steps,Reward,CoinsCollected,TotalCoins,CheckpointsCollected,TotalCheckpoints,JumpCount,JumpPenalty,DashCount,DashPenalty,CumulativeAvgSteps,CumulativeAvgRewards
44,190,16.44,2,144,1,43,48,0.48,22,0.44,241,5.814806
45,0,-3.00,0,144,0,43,0,0.00,0,0.00,236,5.618922
46,134,-7.52,1,144,0,43,39,0.39,17,0.34,233,5.302274
47,1279,-63.25,6,142,2,43,373,3.73,196,3.92,256,3.492172
48,75,4.07,0,144,0,43,4,0.04,3,0.06,252,3.502033
49,393,3.40,1,144,0,43,48,0.48,27,0.54,255,3.465027
50,92,4.65,1,144,0,43,14,0.14,5,0.10,251,3.470055
51,1242,39.07,10,144,3,43,362,3.62,178,3.56,271,3.754375
52,51,15.78,1,144,1,43,13,0.13,11,0.22,267,3.920747
53,273,39.36,1,144,1,43,28,0.28,7,0.14,267,4.52456
54,542,42.87,3,144,2,43,126,1.26,50,1.00,272,5.068181
55,181,36.57,1,144,1,43,22,0.22,6,0.12,270,5.579935
56,80,12.24,1,144,0,43,5,0.05,1,0.02,267,5.685187
57,257,-3.17,2,144,0,43,70,0.70,33,0.66,267,5.481641
58,45,0.00,1,144,0,43,11,0.11,6,0.12,263,5.371219
59,206,48.68,3,144,2,43,55,0.55,20,0.40,262,5.974986
60,218,12.46,1,144,1,43,53,0.53,28,0.56,261,6.014562
61,174,9.96,2,144,0,43,44,0.44,18,0.36,260,6.043432
62,104,28.97,2,144,1,43,23,0.23,7,0.14,257,6.347335
63,45,31.90,3,144,1,43,18,0.18,5,0.10,254,6.678554
64,93,-4.26,1,144,0,43,24,0.24,10,0.20,251,6.489876
65,32,-5.37,0,144,0,43,9,0.09,8,0.16,248,6.303509
66,65,16.86,2,144,1,43,26,0.26,16,0.32,245,6.398462
67,265,2.87,2,144,1,43,78,0.78,43,0.86,245,6.265831
68,625,28.55,6,144,2,43,176,1.76,89,1.78,251,6.411827
69,689,48.34,5,144,1,43,158,1.58,64,1.28,257,6.894074
70,53,-1.14,1,144,0,43,13,0.13,8,0.16,254,6.765266
71,27,3.79,1,144,0,43,8,0.08,3,0.06,251,6.711564
72,209,20.37,2,144,0,43,34,0.34,11,0.22,250,6.874164
73,303,25.83,2,144,2,43,79,0.79,39,0.78,251,7.029636
74,13,1.78,1,144,0,43,1,0.01,3,0.06,248,6.948334
75,510,21.90,3,144,2,43,141,1.41,58,1.16,251,7.023685
76,276,57.06,2,144,2,43,60,0.60,20,0.40,252,7.589424
77,436,-8.01,2,144,0,43,106,1.06,59,1.18,254,7.339741
78,149,29.35,1,144,1,43,18,0.18,12,0.24,253,7.577858
79,211,13.55,2,144,0,43,29,0.29,12,0.24,252,7.629199
80,87,0.21,0,144,0,43,12,0.12,2,0.04,250,7.534463
81,17,21.22,1,144,1,43,6,0.06,1,0.02,247,7.665132
82,75,3.03,0,144,0,43,6,0.06,2,0.04,245,7.607362
83,254,20.65,3,144,1,43,88,0.88,27,0.54,245,7.69429
84,535,8.93,1,144,1,43,136,1.36,83,1.66,249,7.637128
85,157,14.66,2,144,1,43,50,0.50,27,0.54,248,7.663784
86,327,66.79,3,144,2,43,56,0.56,20,0.40,249,8.26187
87,116,18.84,3,144,0,43,27,0.27,5,0.10,247,8.355267
88,194,31.43,3,144,1,43,41,0.41,14,0.28,246,8.559525
89,332,-36.90,1,144,0,43,117,1.17,52,1.04,247,8.016153
90,17,-4.25,0,144,0,43,4,0.04,3,0.06,245,7.878786
91,375,82.47,7,144,2,43,57,0.57,41,0.82,246,8.578653
92,0,-3.00,0,144,0,43,0,0.00,0,0.00,244,8.452799
93,63,19.42,1,144,1,43,10,0.10,4,0.08,242,8.536369
94,342,33.06,4,144,2,43,103,1.03,46,0.92,243,8.697515
95,104,9.32,1,144,0,43,14,0.14,8,0.16,241,8.693625
96,283,60.07,2,144,2,43,41,0.41,21,0.42,242,9.157218
97,75,15.10,1,144,1,43,29,0.29,7,0.14,240,9.18293
98,228,21.72,2,144,0,43,23,0.23,11,0.22,240,9.292048
99,0,-3.00,0,144,0,43,0,0.00,0,0.00,237,9.167886
100,115,13.96,0,144,1,43,28,0.28,7,0.14,236,9.188349
101,190,-11.75,2,144,0,43,61,0.61,37,0.74,236,8.953929
102,52,27.20,1,144,1,43,5,0.05,0,0.00,234,9.102742
103,57,5.67,1,144,0,43,10,0.10,5,0.10,232,9.06072
104,198,17.93,1,144,1,43,41,0.41,23,0.46,232,9.108566
105,929,7.07,5,144,3,43,263,2.63,175,3.50,238,8.931303
106,507,6.87,4,144,0,43,114,1.14,54,1.08,241,8.864738
107,781,21.83,5,144,3,43,207,2.07,111,2.22,246,8.848125
108,136,-1.29,1,144,0,43,24,0.24,14,0.28,245,8.743054
109,152,9.58,1,144,0,43,20,0.20,9,0.18,244,8.740909
110,44,17.75,1,144,1,43,11,0.11,8,0.16,242,8.792889
111,63,-1.39,1,144,0,43,10,0.10,8,0.16,241,8.692514
112,239,23.84,3,144,0,43,39,0.39,14,0.28,241,8.803213
113,88,4.78,0,144,0,43,3,0.03,2,0.04,239,8.767012
114,103,-3.41,0,144,0,43,19,0.19,9,0.18,238,8.656994
115,359,40.06,3,144,1,43,69,0.69,32,0.64,239,8.88014
116,395,10.06,3,144,0,43,85,0.85,31,0.62,241,8.859692
117,193,25.08,1,144,1,43,31,0.31,14,0.28,240,8.96744
118,99,11.54,1,144,0,43,10,0.10,2,0.04,239,8.98221
119,587,-2.04,4,144,0,43,142,1.42,56,1.12,242,8.844916
120,445,31.67,4,144,1,43,97,0.97,41,0.82,244,8.97767
121,109,9.17,2,144,0,43,20,0.20,9,0.18,242,8.964648
122,11,1.31,1,144,0,43,3,0.03,3,0.06,241,8.895509
123,635,-1.92,4,144,0,43,134,1.34,77,1.54,244,8.761577
124,51,6.25,1,144,0,43,7,0.07,2,0.04,242,8.734818
125,3491,-1586.67,0,144,0,43,1584,15.84,1411,28.22,268,-4.3809
126,90,10.18,2,144,0,43,10,0.10,5,0.10,267,-4.277915
127,471,-3.13,3,144,1,43,129,1.29,58,1.16,268,-4.32287
128,325,44.38,5,144,1,43,74,0.74,18,0.36,269,-3.996301
129,71,-1.57,1,144,0,43,18,0.18,10,0.20,267,-3.985826
130,269,-30.84,2,144,0,43,92,0.92,58,1.16,267,-4.219098
131,1018,-46.60,2,144,1,43,247,2.47,113,2.26,273,-4.607079
132,305,60.21,2,144,2,43,60,0.60,13,0.26,273,-4.168345
133,308,63.66,3,144,2,43,49,0.49,14,0.28,273,-3.714801
134,89,4.77,0,144,0,43,2,0.02,2,0.04,272,-3.651938
135,114,6.79,1,144,0,43,17,0.17,6,0.12,271,-3.581916
136,925,-8.03,6,144,2,43,281,2.81,123,2.46,276,-3.718184
137,139,22.93,1,144,1,43,31,0.31,9,0.18,275,-3.549269
138,467,50.86,4,144,2,43,116,1.16,44,0.88,276,-3.223612
139,163,21.20,4,144,0,43,39,0.39,14,0.28,275,-3.072715
140,69,13.44,2,144,0,43,14,0.14,4,0.08,274,-2.96623
141,133,23.13,1,144,1,43,34,0.34,9,0.18,273,-2.806266
142,69,8.83,1,144,0,43,10,0.10,3,0.06,271,-2.730357
143,548,57.25,7,144,3,43,156,1.56,80,1.60,273,-2.415828
144,490,-27.45,3,144,1,43,171,1.71,81,1.62,275,-2.643421
145,6,1.33,1,144,0,43,3,0.03,2,0.04,273,-2.621275
146,108,-1.53,1,144,0,43,19,0.19,21,0.42,272,-2.622702
147,36,-2.41,0,144,0,43,9,0.09,4,0.08,270,-2.622404
148,132,6.07,2,144,0,43,25,0.25,22,0.44,269,-2.577691
149,308,-9.47,2,144,0,43,66,0.66,58,1.16,270,-2.645479
150,1023,-33.59,6,144,2,43,300,3.00,166,3.32,275,-2.95271
151,212,50.90,6,144,1,43,33,0.33,25,0.50,274,-2.644572
152,95,36.08,2,144,1,43,12,0.12,4,0.08,273,-2.415564
153,251,-32.52,1,144,1,43,96,0.96,69,1.38,273,-2.64733
154,632,5.58,5,144,1,43,193,1.93,94,1.88,275,-2.656271
155,459,63.04,5,144,2,43,116,1.16,42,0.84,276,-2.297717
156,67,14.54,2,144,0,43,5,0.05,1,0.02,275,-2.199147
157,168,22.23,2,144,0,43,24,0.24,7,0.14,274,-2.054797
158,428,1.02,2,144,0,43,108,1.08,45,0.90,275,-2.056648
159,189,34.60,3,144,1,43,35,0.35,15,0.30,275,-1.857933
160,506,1.65,5,144,2,43,133,1.33,100,2.00,276,-1.90758
161,66,7.52,1,144,0,43,8,0.08,6,0.12,275,-1.854586
162,49,0.53,1,144,0,43,14,0.14,5,0.10,273,-1.845659
163,474,27.97,3,144,2,43,119,1.19,59,1.18,275,-1.718615
164,291,33.25,3,144,1,43,41,0.41,17,0.34,275,-1.536845
165,202,47.34,2,144,2,43,45,0.45,18,0.36,274,-1.282156
166,62,-2.42,0,144,0,43,10,0.10,7,0.14,273,-1.290465
167,101,44.44,1,144,2,43,21,0.21,5,0.10,272,-1.050493
168,393,50.60,2,144,1,43,69,0.69,21,0.42,273,-0.7717455
169,213,38.70,2,144,1,43,42,0.42,9,0.18,272,-0.5636917
170,74,26.41,2,144,1,43,9,0.09,5,0.10,271,-0.4279872
171,47,19.21,1,144,1,43,11,0.11,6,0.12,270,-0.3321626
172,439,67.57,3,144,4,43,95,0.95,54,1.08,271,-0.01540044
173,135,-10.66,1,144,0,43,47,0.47,26,0.52,270,-0.0866597
174,214,-1.09,3,144,0,43,71,0.71,25,0.50,270,-0.1113446
175,350,26.14,3,144,1,43,81,0.81,33,0.66,270,0.005062245
176,794,44.66,4,144,2,43,170,1.70,75,1.50,273,0.1984119
177,147,15.07,3,144,0,43,48,0.48,9,0.18,272,0.2669364
178,0,-3.00,0,144,0,43,0,0.00,0,0.00,271,0.2485828
179,298,58.66,1,144,2,43,52,0.52,16,0.32,271,0.5403637
180,716,-29.56,3,144,2,43,214,2.14,119,2.38,274,0.310624
181,107,27.83,1,144,1,43,10,0.10,5,0.10,273,0.444855
182,63,24.30,1,144,1,43,5,0.05,5,0.10,271,0.5584971
183,249,37.32,4,144,2,43,53,0.53,42,0.84,271,0.7113058
184,59,5.06,1,144,0,43,6,0.06,0,0.00,270,0.7308171
185,559,-0.05,1,144,0,43,94,0.94,33,0.66,272,0.7142147
186,422,41.07,4,144,2,43,121,1.21,42,0.84,273,0.8802118
187,223,17.25,2,144,1,43,59,0.59,26,0.52,272,0.9419606
188,48,22.48,1,144,1,43,8,0.08,2,0.04,271,1.039832
189,238,9.08,2,144,0,43,64,0.64,23,0.46,271,1.069196
190,464,42.75,3,144,1,43,114,1.14,37,0.74,272,1.255445
191,223,46.37,1,144,2,43,42,0.42,17,0.34,272,1.459704
192,127,3.81,1,144,0,43,35,0.35,12,0.24,271,1.46527
193,116,9.68,3,144,0,43,27,0.27,15,0.30,270,1.494109
194,99,23.94,1,144,1,43,9,0.09,10,0.20,269,1.592747
195,303,3.08,5,144,1,43,104,1.04,69,1.38,269,1.558241
196,28,11.65,2,144,0,43,5,0.05,1,0.02,268,1.602301
197,204,10.51,5,144,0,43,50,0.50,37,0.74,268,1.623614
198,141,-4.11,1,144,0,43,30,0.30,18,0.36,267,1.587836
199,419,-9.83,2,144,1,43,117,1.17,63,1.26,268,1.499564
200,165,14.08,3,144,0,43,44,0.44,17,0.34,267,1.548133
201,37,1.12,1,144,0,43,10,0.10,1,0.02,266,1.541943
202,205,-10.50,0,144,0,43,54,0.54,30,0.60,266,1.476679
203,291,10.56,2,144,1,43,88,0.88,32,0.64,266,1.495655
204,86,-9.57,1,144,0,43,27,0.27,18,0.36,265,1.43492
205,63,3.18,0,144,0,43,11,0.11,2,0.04,264,1.442695
206,395,40.04,2,144,1,43,48,0.48,17,0.34,265,1.608024
207,256,24.19,2,144,1,43,85,0.85,21,0.42,265,1.693041
208,353,44.01,3,140,2,43,91,0.91,36,0.72,265,1.856005
209,101,-3.33,0,144,0,43,25,0.25,10,0.20,264,1.829027
210,118,19.94,1,144,1,43,27,0.27,13,0.26,264,1.898382
211,166,-12.26,0,144,0,43,52,0.52,25,0.50,263,1.826426
212,800,-113.56,2,144,0,43,281,2.81,132,2.64,266,1.249879
213,220,46.33,2,144,1,43,32,0.32,6,0.12,266,1.442005
214,96,8.64,1,144,0,43,15,0.15,4,0.08,265,1.471328
215,74,9.29,1,144,0,43,18,0.18,2,0.04,264,1.503454
216,132,23.12,2,144,1,43,27,0.27,15,0.30,263,1.583703
217,241,3.88,2,144,1,43,80,0.80,35,0.70,263,1.570275
218,154,21.64,2,144,1,43,38,0.38,14,0.28,263,1.642288
219,35,3.22,1,144,0,43,12,0.12,4,0.08,262,1.645407
220,0,-3.00,0,144,0,43,0,0.00,0,0.00,260,1.624292
221,284,44.60,2,144,1,43,42,0.42,13,0.26,261,1.798847
222,450,-58.97,1,144,0,43,143,1.43,72,1.44,261,1.509049
223,156,10.99,2,144,0,43,29,0.29,8,0.16,261,1.54333
224,127,12.38,1,144,0,43,18,0.18,11,0.22,260,1.586829
225,256,12.97,2,144,0,43,61,0.61,26,0.52,260,1.626245
226,441,36.99,4,144,1,43,88,0.88,30,0.60,261,1.753569
227,238,-14.09,0,144,0,43,50,0.50,29,0.58,261,1.679035
228,269,4.99,1,144,1,43,100,1.00,50,1.00,261,1.671535
229,181,50.36,2,144,2,43,33,0.33,13,0.26,261,1.855175
230,161,42.50,3,144,1,43,30,0.30,9,0.18,260,2.010633
231,196,54.42,4,144,2,43,53,0.53,19,0.38,260,2.201413
232,377,3.75,2,144,0,43,67,0.67,30,0.60,260,2.196608
233,109,-13.59,1,144,0,43,37,0.37,18,0.36,260,2.122749
234,168,35.36,1,144,1,43,15,0.15,8,0.16,259,2.250564
235,98,18.40,2,144,0,43,14,0.14,4,0.08,259,2.312453
236,115,15.12,1,144,1,43,33,0.33,18,0.36,258,2.350991
237,14,1.37,1,144,0,43,3,0.03,4,0.08,257,2.343472
238,502,33.78,4,144,2,43,107,1.07,57,1.14,258,2.435075
239,230,-7.60,2,144,0,43,63,0.63,33,0.66,258,2.381894
240,0,-3.00,0,144,0,43,0,0.00,0,0.00,257,2.359469
241,63,-9.43,1,144,0,43,24,0.24,14,0.28,256,2.305528
242,63,-7.29,0,144,0,43,18,0.18,10,0.20,255,2.264291
243,673,63.58,4,144,2,43,165,1.65,50,1.00,257,2.475143
244,1074,-82.29,4,144,2,43,332,3.32,185,3.70,260,2.068515
245,0,-3.00,0,144,0,43,0,0.00,0,0.00,259,2.047827
246,133,3.42,0,144,0,43,10,0.10,3,0.06,259,2.052739
247,65,0.29,0,144,0,43,12,0.12,6,0.12,258,2.044625
248,527,40.36,2,144,2,43,106,1.06,58,1.16,259,2.165811
249,160,31.44,0,144,1,43,9,0.09,5,0.10,259,2.273268
250,185,7.06,3,144,0,43,35,0.35,18,0.36,258,2.28126
251,199,41.18,6,144,0,43,33,0.33,16,0.32,258,2.417035
252,15,1.39,1,144,0,43,4,0.04,3,0.06,257,2.409818
253,440,-21.20,6,144,0,43,145,1.45,86,1.72,258,2.287512
254,199,29.83,3,144,0,43,29,0.29,8,0.16,258,2.385962
255,288,45.00,4,144,2,43,49,0.49,35,0.70,258,2.519288
256,57,14.79,2,144,0,43,3,0.03,4,0.08,257,2.561381
257,0,-3.00,0,144,0,43,0,0.00,0,0.00,256,2.539742
258,358,-0.40,1,144,0,43,74,0.74,34,0.68,256,2.520162
259,52,5.42,1,144,0,43,8,0.08,3,0.06,256,2.528143
260,117,7.18,1,144,0,43,16,0.16,9,0.18,255,2.542043
261,121,-10.81,0,144,0,43,40,0.40,20,0.40,255,2.487832
262,74,1.27,1,144,0,43,12,0.12,6,0.12,254,2.479635
263,33,4.30,1,144,0,43,6,0.06,2,0.04,253,2.48353
264,175,48.73,3,144,2,43,45,0.45,16,0.32,253,2.630265
265,125,12.11,1,144,0,43,11,0.11,6,0.12,252,2.662542
266,48,13.74,2,144,0,43,5,0.05,1,0.02,251,2.698695
267,382,57.66,3,144,2,43,85,0.85,24,0.48,252,2.874327
268,187,8.95,3,144,1,43,77,0.77,33,0.66,252,2.875212
269,313,23.32,4,144,1,43,86,0.86,48,0.96,252,2.92547
270,81,12.54,1,144,0,43,6,0.06,4,0.08,251,2.957972
271,65,21.86,1,144,1,43,16,0.16,2,0.04,251,3.015852
272,264,62.71,4,144,3,43,79,0.79,36,0.72,251,3.193891
273,101,4.58,0,144,0,43,21,0.21,2,0.04,250,3.198068
274,322,36.63,4,144,1,43,72,0.72,36,0.72,250,3.296201
275,1530,-52.78,4,144,3,43,374,3.74,180,3.60,255,3.030127
276,0,-3.00,0,144,0,43,0,0.00,0,0.00,254,3.008278
277,46,14.61,1,144,1,43,18,0.18,5,0.10,253,3.038252
278,54,3.90,1,144,0,43,8,0.08,1,0.02,253,3.03851
279,65,-0.64,0,144,0,43,10,0.10,2,0.04,252,3.024839
280,996,-286.09,0,144,0,43,380,3.80,306,6.12,255,1.956851
281,264,59.67,3,144,3,43,65,0.65,32,0.64,255,2.125411
282,37,1.62,1,144,0,43,8,0.08,2,0.04,254,2.120746
283,231,9.19,3,144,0,43,55,0.55,20,0.40,254,2.13502
284,549,-17.37,1,144,1,43,138,1.38,87,1.74,255,2.044732
285,343,82.25,8,144,2,43,73,0.73,40,0.80,255,2.284987
286,89,11.56,1,144,0,43,4,0.04,2,0.04,255,2.314703
287,88,9.85,1,144,0,43,6,0.06,2,0.04,254,2.338175
288,105,9.55,1,144,0,43,21,0.21,8,0.16,253,2.359519
289,297,-1.12,1,144,1,43,95,0.95,61,1.22,254,2.329535
290,52,-1.56,1,144,0,43,15,0.15,7,0.14,253,2.312731
291,143,11.02,1,144,0,43,17,0.17,6,0.12,253,2.339258
292,64,-5.58,1,144,0,43,22,0.22,9,0.18,252,2.308376
293,82,10.75,0,144,1,43,14,0.14,9,0.18,251,2.328174
294,221,4.22,1,144,0,43,48,0.48,15,0.30,251,2.329587
295,107,13.42,1,144,0,43,6,0.06,4,0.08,251,2.364356
296,53,-1.03,1,144,0,43,14,0.14,6,0.12,250,2.349668
297,177,4.47,1,144,0,43,36,0.36,18,0.36,250,2.352061
298,156,29.39,2,144,1,43,36,0.36,9,0.18,249,2.428515
299,229,41.33,2,144,1,43,40,0.40,8,0.16,249,2.544311
300,84,3.80,1,144,0,43,17,0.17,10,0.20,249,2.544952
301,0,-3.00,0,144,0,43,0,0.00,0,0.00,248,2.52653
302,505,29.04,2,144,1,43,86,0.86,28,0.56,249,2.597336
303,447,53.85,2,144,2,43,66,0.66,23,0.46,250,2.742862
304,501,46.80,4,144,1,43,90,0.90,28,0.56,250,2.866212
305,87,14.91,1,144,0,43,5,0.05,4,0.08,250,2.902995
306,311,4.76,2,144,1,43,83,0.83,54,1.08,250,2.890671
307,420,25.13,2,144,1,43,52,0.52,26,0.52,251,2.947613
308,191,9.33,2,144,0,43,33,0.33,4,0.08,250,2.962499
309,242,23.68,1,144,1,43,63,0.63,15,0.30,250,3.016748
310,350,78.46,7,144,2,43,79,0.79,31,0.62,251,3.224884
311,307,44.99,3,144,1,43,42,0.42,22,0.44,251,3.342249
312,36,2.72,1,144,0,43,6,0.06,2,0.04,250,3.337697
313,103,-1.83,1,144,0,43,26,0.26,18,0.36,250,3.317003
314,91,12.21,2,144,0,43,9,0.09,5,0.10,249,3.340309
315,0,-3.00,0,144,0,43,0,0.00,0,0.00,248,3.320181
316,197,7.60,1,144,0,43,25,0.25,8,0.16,248,3.330245
317,546,-33.87,4,144,0,43,172,1.72,69,1.38,249,3.194347
318,603,-28.89,1,144,2,43,176,1.76,100,2.00,250,3.064804
319,36,2.78,1,144,0,43,5,0.05,2,0.04,250,3.06146
320,101,9.70,2,144,0,43,22,0.22,6,0.12,249,3.076803
321,15,19.83,1,144,1,43,4,0.04,2,0.04,248,3.119345
322,94,15.11,1,144,0,43,5,0.05,2,0.04,248,3.154155
323,57,1.53,0,144,0,43,8,0.08,1,0.02,247,3.148802
324,194,13.28,4,144,0,43,58,0.58,18,0.36,247,3.168592
325,174,-20.60,0,144,0,43,54,0.54,17,0.34,247,3.092735
326,146,32.56,0,144,1,43,9,0.09,2,0.04,247,3.175587
327,53,19.68,1,144,1,43,8,0.08,7,0.14,246,3.216155
328,53,6.44,1,144,0,43,5,0.05,3,0.06,245,3.223532
329,632,13.66,4,144,1,43,177,1.77,64,1.28,247,3.230486
330,705,-13.39,3,144,2,43,201,2.01,99,1.98,248,3.147627
331,175,5.60,2,144,0,43,22,0.22,20,0.40,248,3.148979
332,45,13.86,0,144,1,43,12,0.12,6,0.12,247,3.173522
333,123,6.03,3,144,0,43,44,0.44,18,0.36,247,3.173434
334,29,0.05,0,144,0,43,5,0.05,2,0.04,246,3.163798
335,398,20.42,5,144,2,43,116,1.16,75,1.50,247,3.183106
336,220,-4.55,1,144,0,43,43,0.43,20,0.40,246,3.155551
337,337,43.56,4,144,2,43,88,0.88,33,0.66,247,3.248841
338,590,28.32,4,144,2,43,136,1.36,64,1.28,248,3.293224
339,98,3.08,1,144,0,43,13,0.13,10,0.20,247,3.289568
340,116,12.42,1,144,0,43,10,0.10,1,0.02,247,3.314014
341,70,22.15,1,144,1,43,9,0.09,4,0.08,246,3.35989
342,243,30.96,3,144,1,43,70,0.70,16,0.32,246,3.424711
343,165,-2.60,1,144,0,43,33,0.33,18,0.36,246,3.403102
344,275,28.82,2,144,1,43,52,0.52,21,0.42,246,3.463458
345,136,18.60,1,144,1,43,31,0.31,9,0.18,246,3.497159
346,308,51.02,3,144,1,43,46,0.46,8,0.16,246,3.61997
347,127,4.09,1,144,0,43,20,0.20,11,0.22,246,3.618104
348,156,26.25,2,144,1,43,41,0.41,12,0.24,246,3.670585
349,319,44.17,4,144,1,43,70,0.70,18,0.36,246,3.76896
350,140,34.83,1,144,1,43,14,0.14,7,0.14,245,3.848271
351,75,24.30,1,144,1,43,7,0.07,2,0.04,245,3.897623
352,0,-3.00,0,144,0,43,0,0.00,0,0.00,244,3.878027
353,325,0.33,2,144,0,43,58,0.58,18,0.36,244,3.861369
354,179,11.04,1,144,0,43,27,0.27,9,0.18,244,3.878408
355,108,29.25,2,144,1,43,25,0.25,9,0.18,244,3.938208
356,69,17.79,3,144,0,43,13,0.13,2,0.04,243,3.970798
357,117,7.64,1,144,0,43,16,0.16,6,0.12,243,3.978343
358,86,3.46,1,144,0,43,22,0.22,7,0.14,243,3.973938
359,193,41.17,4,144,1,43,43,0.43,24,0.48,242,4.060792
360,235,-2.21,1,144,0,43,52,0.52,23,0.46,242,4.03872
361,323,19.53,4,144,0,43,64,0.64,23,0.46,243,4.070888
362,3146,-579.59,6,144,3,43,1137,11.37,753,15.06,251,2.35477
363,414,11.88,3,144,1,43,79,0.79,40,0.80,251,2.364491
364,94,24.10,2,144,1,43,23,0.23,5,0.10,251,2.413084
365,134,-2.19,1,144,0,43,27,0.27,14,0.28,250,2.397066
366,142,10.15,1,144,0,43,32,0.32,7,0.14,250,2.415098
367,446,68.35,3,144,2,43,95,0.95,20,0.40,251,2.572724
368,209,10.31,1,144,0,43,48,0.48,7,0.14,250,2.590174
369,507,49.27,4,144,1,43,109,1.09,34,0.68,251,2.698053
370,96,34.48,2,144,1,43,12,0.12,5,0.10,251,2.773307
371,0,-3.00,0,144,0,43,0,0.00,0,0.00,250,2.757745
372,333,52.94,2,144,1,43,28,0.28,16,0.32,250,2.881037
373,260,1.60,1,144,0,43,42,0.42,26,0.52,250,2.873229
374,206,46.86,2,144,2,43,52,0.52,14,0.28,250,2.972552
375,1994,-318.35,2,144,0,43,293,2.93,118,2.36,255,2.097871
376,219,1.08,0,144,0,43,30,0.30,12,0.24,255,2.093736
377,40,14.20,0,144,1,43,9,0.09,6,0.12,254,2.119118
378,1284,-170.42,4,144,1,43,492,4.92,254,5.08,257,1.622721
379,287,44.30,5,144,1,43,67,0.67,28,0.56,257,1.716791
380,27,-2.25,0,144,0,43,6,0.06,4,0.08,256,1.705995
381,1011,-102.09,7,144,2,43,324,3.24,231,4.62,258,1.387966
382,329,50.03,3,144,2,43,70,0.70,35,0.70,259,1.494013
383,195,36.81,6,144,0,43,42,0.42,23,0.46,258,1.573051
384,233,26.89,3,144,0,43,25,0.25,8,0.16,258,1.632486
385,50,6.63,1,144,0,43,10,0.10,0,0.00,258,1.643407
386,0,-3.00,0,144,0,43,0,0.00,0,0.00,257,1.631378
387,132,32.19,1,144,1,43,8,0.08,9,0.18,257,1.701861
388,999,43.30,5,144,4,43,249,2.49,118,2.36,259,1.763641
