Episode,Steps,Reward,CoinsCollected,TotalCoins,CheckpointsCollected,TotalCheckpoints,JumpCount,JumpPenalty,DashCount,DashPenalty,CumulativeAvgSteps,CumulativeAvgRewards
78,716,-45.84,5,144,1,43,179,1.79,167,3.34,281,-1.129957
79,468,-15.84,4,144,0,43,115,1.15,92,1.84,283,-1.389215
80,209,13.63,0,144,1,43,20,0.20,14,0.28,282,-1.236498
81,407,-72.51,1,144,0,43,127,1.27,96,1.92,284,-2.16433
82,49,3.96,1,144,0,43,5,0.05,3,0.06,281,-2.099504
83,141,18.71,1,144,1,43,23,0.23,12,0.24,279,-1.890789
84,1210,-111.27,5,144,2,43,284,2.84,244,4.88,290,-3.381511
85,373,17.52,3,144,0,43,44,0.44,19,0.38,291,-3.169771
86,260,31.96,4,144,0,43,38,0.38,14,0.28,291,-2.801259
87,65,-0.79,1,144,0,43,9,0.09,11,0.22,288,-2.789682
88,825,-103.81,4,144,1,43,265,2.65,232,4.64,294,-4.078468
89,323,-10.23,2,144,0,43,68,0.68,45,0.90,295,-4.180938
90,51,6.76,1,144,0,43,7,0.07,1,0.02,292,-4.068107
91,230,22.41,0,144,1,43,20,0.20,20,0.40,291,-3.809234
92,133,6.17,0,144,0,43,19,0.19,13,0.26,290,-3.705618
93,177,15.49,1,144,1,43,26,0.26,19,0.38,288,-3.538525
94,704,-85.01,4,144,0,43,182,1.82,157,3.14,293,-4.487525
95,272,-42.73,0,144,0,43,68,0.68,60,1.20,293,-4.90986
96,195,14.31,0,144,1,43,35,0.35,15,0.30,292,-4.740635
97,22,4.98,1,144,0,43,10,0.10,0,0.00,289,-4.648626
98,418,-13.31,3,144,0,43,41,0.41,62,1.24,290,-4.775141
99,70,22.34,0,144,1,43,4,0.04,0,0.00,288,-4.525158
100,119,9.33,1,144,0,43,11,0.11,13,0.26,286,-4.397253
101,32,2.06,1,144,0,43,8,0.08,3,0.06,284,-4.341602
102,58,25.42,1,144,1,43,3,0.03,1,0.02,281,-4.079903
103,137,-0.91,0,144,0,43,13,0.13,7,0.14,280,-4.051792
104,76,1.93,0,144,0,43,5,0.05,2,0.04,278,-3.995131
105,45,22.07,1,144,1,43,5,0.05,1,0.02,276,-3.776318
106,199,27.50,2,144,1,43,17,0.17,17,0.34,275,-3.521111
107,126,-8.66,1,144,0,43,23,0.23,24,0.48,274,-3.58231
108,266,21.75,0,144,1,43,23,0.23,20,0.40,274,-3.375074
109,136,32.94,1,144,1,43,9,0.09,2,0.04,272,-3.070765
110,418,9.60,1,144,1,43,73,0.73,48,0.96,274,-2.998386
111,219,-25.00,2,144,0,43,69,0.69,55,1.10,273,-3.225242
112,450,-0.01,3,144,1,43,92,0.92,66,1.32,275,-3.255893
113,147,26.10,1,144,1,43,12,0.12,1,0.02,274,-3.024029
114,346,-1.26,3,144,0,43,66,0.66,42,0.84,274,-3.040004
115,194,7.28,1,144,0,43,22,0.22,17,0.34,274,-2.961206
116,227,1.42,0,144,0,43,8,0.08,5,0.10,273,-2.925004
117,345,-18.86,2,144,1,43,103,1.03,53,1.06,274,-3.110842
118,62,-1.47,0,144,0,43,7,0.07,5,0.10,272,-3.098413
119,103,18.48,0,144,1,43,11,0.11,7,0.14,271,-2.938733
120,58,3.17,1,144,0,43,3,0.03,3,0.06,269,-2.894352
121,563,-33.51,3,144,1,43,126,1.26,101,2.02,271,-3.210947
122,100,17.95,0,144,1,43,8,0.08,1,0.02,270,-3.057372
123,191,61.87,3,144,2,43,11,0.11,2,0.04,269,-2.585503
124,36,17.94,0,144,1,43,3,0.03,2,0.04,267,-2.439327
125,278,14.83,1,144,1,43,32,0.32,23,0.46,267,-2.331583
126,175,23.90,1,144,1,43,23,0.23,2,0.04,267,-2.149523
127,602,-8.08,1,144,1,43,92,0.92,70,1.40,269,-2.23825
128,38,-1.02,0,144,0,43,4,0.04,1,0.02,267,-2.229193
129,745,102.47,6,144,4,43,94,0.94,41,0.82,271,-1.535616
130,38,3.79,1,144,0,43,7,0.07,0,0.00,269,-1.500527
131,103,28.86,1,144,1,43,6,0.06,3,0.06,268,-1.29273
132,570,-113.29,1,144,0,43,190,1.90,165,3.30,270,-2.185875
133,57,2.63,1,144,0,43,5,0.05,4,0.08,269,-2.155857
134,95,6.10,1,144,0,43,12,0.12,5,0.10,267,-2.101082
135,164,-25.12,0,144,0,43,41,0.41,25,0.50,267,-2.278331
136,200,-4.72,1,144,0,43,36,0.36,21,0.42,266,-2.307098
137,108,3.80,1,144,0,43,16,0.16,10,0.20,265,-2.270215
138,125,9.38,3,144,0,43,16,0.16,18,0.36,264,-2.204671
139,1088,-214.38,3,144,1,43,374,3.74,269,5.38,270,-3.82846
140,173,17.69,0,144,1,43,17,0.17,3,0.06,269,-3.692991
141,137,-0.41,0,144,1,43,23,0.23,13,0.26,268,-3.689683
142,120,17.89,2,144,0,43,4,0.04,1,0.02,267,-3.547947
143,180,16.82,1,144,1,43,20,0.20,19,0.38,267,-3.430722
144,67,1.94,0,144,0,43,6,0.06,2,0.04,265,-3.394104
145,150,24.79,1,144,1,43,17,0.17,10,0.20,264,-3.223084
146,0,-3.00,0,144,0,43,0,0.00,0,0.00,263,-3.221556
147,49,-5.12,0,144,0,43,5,0.05,3,0.06,261,-3.235192
148,269,-2.75,1,144,0,43,33,0.33,23,0.46,261,-3.241973
149,50,5.00,1,144,0,43,7,0.07,3,0.06,260,-3.192203
150,44,-2.63,0,144,0,43,3,0.03,3,0.06,258,-3.189063
151,454,-29.31,1,144,0,43,84,0.84,61,1.22,260,-3.380262
152,112,-1.65,0,144,0,43,10,0.10,10,0.20,259,-3.370821
153,24,2.95,1,144,0,43,1,0.01,3,0.06,257,-3.334474
154,665,107.25,6,144,3,43,33,0.33,5,0.10,260,-2.69153
155,151,6.11,1,144,0,43,12,0.12,10,0.20,259,-2.641268
156,399,24.41,2,144,1,43,36,0.36,25,0.50,260,-2.4972
157,377,-13.36,1,144,1,43,88,0.88,66,1.32,261,-2.599633
158,167,14.11,1,144,1,43,32,0.32,19,0.38,260,-2.517391
159,615,-69.80,3,144,0,43,163,1.63,141,2.82,262,-2.981659
160,127,1.71,0,144,0,43,15,0.15,8,0.16,262,-2.954254
161,61,31.68,2,144,1,43,11,0.11,1,0.02,260,-2.763
162,350,-59.73,1,144,0,43,71,0.71,80,1.60,261,-3.133219
163,439,15.91,1,144,1,43,54,0.54,30,0.60,262,-3.041916
164,66,0.21,0,144,0,43,2,0.02,5,0.10,261,-3.022843
165,432,-11.69,0,144,0,43,38,0.38,27,0.54,262,-3.080941
166,201,-10.68,0,144,0,43,48,0.48,26,0.52,261,-3.132772
167,99,23.52,1,144,1,43,10,0.10,3,0.06,260,-2.992216
168,113,10.33,2,144,0,43,28,0.28,1,0.02,260,-2.922992
169,171,2.83,0,144,0,43,9,0.09,5,0.10,259,-2.890078
170,276,13.10,1,144,1,43,43,0.43,30,0.60,259,-2.819835
171,70,3.00,0,144,0,43,10,0.10,3,0.06,258,-2.786724
172,154,17.34,2,144,1,43,29,0.29,19,0.38,257,-2.695215
173,108,-11.95,1,144,0,43,19,0.19,18,0.36,257,-2.755891
174,81,-3.71,0,144,0,43,11,0.11,7,0.14,256,-2.762814
175,80,28.62,1,144,1,43,5,0.05,0,0.00,254,-2.601052
176,1373,-60.66,4,144,2,43,242,2.42,149,2.98,261,-3.003829
177,841,-236.64,3,144,0,43,374,3.74,330,6.60,264,-4.394007
178,251,25.30,1,144,1,43,34,0.34,20,0.40,264,-4.248331
179,94,9.09,1,144,0,43,13,0.13,2,0.04,263,-4.178627
180,674,-34.70,3,144,1,43,137,1.37,131,2.62,265,-4.394871
181,408,-76.42,2,144,0,43,130,1.30,123,2.46,266,-4.821238
182,264,2.64,3,144,0,43,46,0.46,27,0.54,266,-4.797186
183,133,26.84,1,144,1,43,16,0.16,10,0.20,265,-4.642762
184,184,22.53,2,144,1,43,33,0.33,19,0.38,265,-4.519127
185,107,4.57,2,144,0,43,18,0.18,12,0.24,264,-4.47977
186,66,-5.41,0,144,0,43,2,0.02,8,0.16,263,-4.485736
187,140,-0.01,1,144,0,43,17,0.17,12,0.24,262,-4.467732
188,144,2.53,1,144,0,43,23,0.23,16,0.32,262,-4.437104
189,139,33.31,2,144,1,43,27,0.27,1,0.02,261,-4.25859
190,311,16.92,1,144,1,43,40,0.40,27,0.54,261,-4.167976
191,42,-4.47,0,144,0,43,9,0.09,3,0.06,260,-4.170319
192,216,12.91,1,144,0,43,27,0.27,11,0.22,260,-4.087537
193,0,-3.00,0,144,0,43,0,0.00,0,0.00,259,-4.081902
194,90,21.50,1,144,1,43,7,0.07,3,0.06,258,-3.966263
195,494,-52.54,3,144,0,43,115,1.15,105,2.10,259,-4.242715
196,766,-63.17,3,144,1,43,217,2.17,143,2.86,262,-4.591535
197,351,15.37,1,144,1,43,54,0.54,30,0.60,262,-4.511301
198,1035,-41.71,4,144,2,43,229,2.29,121,2.42,266,-4.760469
199,322,26.38,2,144,1,43,55,0.55,31,0.62,266,-4.628551
200,253,2.15,1,144,0,43,48,0.48,38,0.76,266,-4.604349
201,246,27.65,3,144,1,43,45,0.45,32,0.64,266,-4.471244
202,0,-3.00,0,144,0,43,0,0.00,0,0.00,265,-4.463961
203,153,15.96,2,144,0,43,8,0.08,1,0.02,264,-4.370699
204,350,12.75,1,144,0,43,39,0.39,18,0.36,265,-4.293873
205,37,4.57,1,144,0,43,3,0.03,0,0.00,263,-4.25418
206,43,0.46,0,144,0,43,4,0.04,2,0.04,262,-4.231668
207,56,11.06,2,144,0,43,15,0.15,5,0.10,261,-4.165705
208,223,51.45,3,144,1,43,21,0.21,7,0.14,261,-3.921198
209,0,-3.00,0,144,0,43,0,0.00,0,0.00,260,-3.916791
210,96,-4.17,0,144,0,43,6,0.06,5,0.10,259,-3.91875
211,109,24.20,3,144,0,43,10,0.10,3,0.06,258,-3.796096
212,257,24.68,1,144,1,43,32,0.32,13,0.26,258,-3.678776
213,0,-3.00,0,144,0,43,0,0.00,0,0.00,257,-3.675589
214,263,22.86,2,144,1,43,38,0.38,33,0.66,257,-3.573817
215,110,11.38,1,144,0,43,14,0.14,3,0.06,257,-3.508423
216,0,-3.00,0,144,0,43,0,0.00,0,0.00,255,-3.506069
217,328,2.88,2,144,0,43,46,0.46,41,0.82,256,-3.488929
218,73,2.87,0,144,0,43,4,0.04,2,0.04,255,-3.46013
219,368,-0.98,0,144,1,43,57,0.57,23,0.46,255,-3.464119
220,607,-95.30,2,144,0,43,207,2.07,179,3.58,257,-3.913563
221,46,2.17,0,144,0,43,4,0.04,3,0.06,256,-3.88647
222,262,-17.61,1,144,0,43,59,0.59,52,1.04,256,-3.958776
223,907,-96.84,3,144,1,43,190,1.90,195,3.90,259,-4.421079
224,2304,-127.61,1,144,1,43,276,2.76,178,3.56,268,-5.012746
225,387,-25.72,2,144,0,43,69,0.69,64,1.28,269,-5.119704
226,73,-1.97,1,144,0,43,13,0.13,11,0.22,268,-5.110376
227,50,4.30,1,144,0,43,5,0.05,2,0.04,267,-5.072375
228,111,30.95,2,144,1,43,7,0.07,12,0.24,266,-4.932032
229,218,12.85,1,144,0,43,35,0.35,7,0.14,266,-4.859553
230,50,6.36,1,144,0,43,4,0.04,2,0.04,265,-4.81413
231,372,62.98,7,144,1,43,41,0.41,13,0.26,265,-4.554667
232,93,2.80,0,144,0,43,7,0.07,6,0.12,265,-4.52379
233,415,-1.25,0,144,0,43,29,0.29,22,0.44,265,-4.512879
