Episode,Steps,Reward,CoinsCollected,TotalCoins,CheckpointsCollected,TotalCheckpoints,JumpCount,JumpPenalty,DashCount,DashPenalty,CumulativeAvgSteps,CumulativeAvgRewards
69,248,12.42,2,144,1,43,63,0.63,35,0.70,242,-3.540612
70,295,15.17,3,144,1,43,86,0.86,39,0.78,243,-3.359699
71,190,-2.57,3,144,0,43,68,0.68,33,0.66,242,-3.396794
72,651,0.90,4,144,1,43,182,1.82,85,1.70,248,-3.456874
73,72,8.12,3,144,0,43,35,0.35,12,0.24,245,-3.334922
74,175,11.91,3,144,0,43,42,0.42,25,0.50,244,-3.169509
75,416,48.95,2,144,2,43,86,0.86,34,0.68,247,-2.575709
76,262,19.97,4,144,0,43,61,0.61,29,0.58,247,-2.331263
77,52,24.88,1,144,1,43,12,0.12,0,0.00,244,-2.018629
78,791,-169.82,3,144,1,43,320,3.20,244,4.88,251,-4.330004
79,323,36.94,4,144,1,43,89,0.89,37,0.74,252,-3.892884
80,28,1.87,1,144,0,43,7,0.07,6,0.12,249,-3.831955
81,0,-3.00,0,144,0,43,0,0.00,0,0.00,246,-3.821684
82,96,-16.85,0,144,0,43,25,0.25,17,0.34,244,-3.987792
83,154,6.23,0,144,0,43,25,0.25,10,0.20,243,-3.870111
84,99,-1.31,1,144,0,43,17,0.17,8,0.16,242,-3.851864
85,359,-26.39,1,144,1,43,113,1.13,70,1.40,243,-4.18229
