Episode,Steps,Reward,CoinsCollected,TotalCoins,CheckpointsCollected,TotalCheckpoints,JumpCount,JumpPenalty,DashCount,DashPenalty,CumulativeAvgSteps,CumulativeAvgRewards
95,2161,-615.85,7,144,2,43,943,9.43,919,18.38,377,-118.833
96,472,-129.42,3,144,0,43,208,2.08,208,4.16,378,-119.03
97,852,-246.13,2,144,0,43,338,3.38,356,7.12,383,-120.4628
98,146,-45.11,0,144,0,43,67,0.67,60,1.20,380,-119.713
99,1620,-546.73,0,144,1,43,663,6.63,695,13.90,393,-124.2571
100,133,-37.73,0,144,0,43,52,0.52,50,1.00,390,-123.4071
101,59,-16.05,1,144,0,43,23,0.23,24,0.48,387,-122.358
102,501,-125.28,3,144,0,43,204,2.04,203,4.06,388,-122.4669
103,0,-3.00,0,144,0,43,0,0.00,0,0.00,384,-121.307
104,3147,-1173.24,3,144,1,43,1222,12.22,1226,24.52,411,-131.8174
105,714,-122.17,4,144,1,43,259,2.59,234,4.68,414,-131.8434
106,1073,-277.85,3,144,0,43,385,3.85,369,7.38,420,-133.3464
107,461,-58.53,2,144,2,43,163,1.63,155,3.10,420,-132.7478
108,1345,-307.61,3,144,0,43,456,4.56,443,8.86,429,-134.5104
109,67,-9.79,1,144,0,43,20,0.20,22,0.44,426,-133.3784
110,398,-39.75,2,144,1,43,145,1.45,117,2.34,425,-132.5955
111,845,-128.18,4,144,2,43,312,3.12,266,5.32,429,-132.6987
112,1576,-301.77,6,144,3,43,595,5.95,521,10.42,439,-134.4539
113,181,-31.33,1,144,0,43,64,0.64,48,0.96,437,-133.5616
114,588,-93.95,2,144,2,43,205,2.05,203,4.06,438,-133.3207
115,43,-12.33,0,144,0,43,18,0.18,14,0.28,435,-132.2726
116,116,-20.59,0,144,0,43,36,0.36,34,0.68,432,-131.3188
117,0,-3.00,0,144,0,43,0,0.00,0,0.00,429,-130.222
118,117,-19.56,1,144,0,43,38,0.38,43,0.86,426,-129.3006
119,1182,-234.09,3,144,1,43,370,3.70,432,8.64,432,-130.322
120,542,-82.69,2,144,2,43,184,1.84,170,3.40,433,-130.0191
121,106,-3.00,0,144,1,43,41,0.41,26,0.52,430,-128.9962
122,146,-18.06,2,144,0,43,57,0.57,47,0.94,428,-128.1107
123,269,-31.44,1,144,1,43,95,0.95,87,1.74,427,-127.3711
124,45,-13.08,0,144,0,43,12,0.12,17,0.34,424,-126.4532
125,111,-15.14,1,144,0,43,38,0.38,28,0.56,421,-125.5758
126,19,10.57,0,144,1,43,7,0.07,10,0.20,418,-124.5159
127,581,-114.95,3,144,0,43,189,1.89,209,4.18,419,-124.5047
128,614,-105.72,4,144,1,43,218,2.18,213,4.26,421,-124.4482
129,191,-44.45,0,144,0,43,75,0.75,60,1.20,419,-123.8431
130,79,-18.01,0,144,0,43,25,0.25,21,0.42,416,-123.0342
131,209,-57.32,0,144,0,43,77,0.77,69,1.38,415,-122.549
132,56,-2.00,2,144,0,43,22,0.22,21,0.42,412,-121.6511
133,108,-24.63,0,144,0,43,42,0.42,35,0.70,410,-120.9301
134,140,-26.87,1,144,0,43,43,0.43,47,0.94,408,-120.2435
135,53,19.76,2,144,1,43,14,0.14,13,0.26,405,-119.2369
136,694,-135.11,1,144,2,43,239,2.39,249,4.98,407,-119.4471
137,637,-163.53,2,144,0,43,228,2.28,204,4.08,409,-119.8254
138,73,-15.80,1,144,0,43,28,0.28,26,0.52,407,-119.0825
139,51,2.12,0,144,1,43,19,0.19,19,0.38,404,-118.2313
140,168,-29.38,1,144,0,43,58,0.58,56,1.12,402,-117.6138
141,218,-34.54,1,144,1,43,74,0.74,87,1.74,401,-117.0636
142,58,-11.59,1,144,0,43,23,0.23,24,0.48,399,-116.3307
143,156,-24.69,1,144,0,43,50,0.50,45,0.90,397,-115.7046
144,802,-199.91,1,144,1,43,277,2.77,282,5.64,400,-116.3687
145,80,-21.99,0,144,0,43,27,0.27,35,0.70,397,-115.7245
146,45,-10.88,1,144,0,43,17,0.17,19,0.38,395,-115.0149
147,1241,-289.95,2,144,1,43,439,4.39,410,8.20,401,-116.3159
148,332,-16.16,3,144,2,43,117,1.17,114,2.28,400,-115.708
149,114,-0.79,0,144,1,43,37,0.37,31,0.62,398,-114.959
150,409,-72.50,3,144,0,43,124,1.24,124,2.48,398,-114.7146
151,100,-18.83,1,144,0,43,36,0.36,32,0.64,396,-114.0908
152,1018,-152.29,5,144,3,43,344,3.44,296,5.92,401,-114.4724
153,80,-13.89,1,144,0,43,27,0.27,24,0.48,398,-113.8244
154,191,-19.44,0,144,1,43,61,0.61,62,1.24,397,-113.2386
155,1432,-356.94,7,144,1,43,557,5.57,477,9.54,404,-114.9548
156,304,-12.23,3,144,1,43,97,0.97,78,1.56,403,-114.3408
157,286,4.15,4,144,1,43,87,0.87,64,1.28,402,-113.6322
158,0,-3.00,0,144,0,43,0,0.00,0,0.00,400,-112.932
159,157,9.20,1,144,1,43,40,0.40,42,0.84,398,-112.1907
160,166,-24.67,1,144,0,43,58,0.58,47,0.94,397,-111.6576
161,862,-127.32,4,144,0,43,253,2.53,234,4.68,400,-111.8169
162,332,-44.90,1,144,0,43,88,0.88,97,1.94,399,-111.4255
163,363,-37.07,3,144,0,43,120,1.20,79,1.58,399,-110.9992
164,556,-86.55,4,144,0,43,242,2.42,160,3.20,400,-110.9013
165,65,-7.24,1,144,0,43,17,0.17,20,0.40,398,-110.2807
166,222,-16.27,3,144,0,43,69,0.69,55,1.10,397,-109.7377
167,1262,-238.71,4,144,1,43,500,5.00,305,6.10,402,-110.607
168,352,-41.61,1,144,1,43,121,1.21,90,1.80,402,-110.2322
169,45,-7.18,1,144,0,43,15,0.15,13,0.26,400,-109.629
170,335,-28.52,3,144,1,43,118,1.18,88,1.76,399,-109.1951
171,1525,-336.96,2,144,0,43,463,4.63,449,8.98,406,-110.6148
172,81,-8.01,2,144,0,43,31,0.31,24,0.48,404,-110.0309
173,0,-3.00,0,144,0,43,0,0.00,0,0.00,402,-109.4122
174,691,-67.05,4,144,2,43,192,1.92,209,4.18,403,-109.2465
175,196,-35.97,1,144,0,43,72,0.72,55,1.10,402,-108.8421
176,384,-52.77,0,144,1,43,126,1.26,100,2.00,402,-108.5553
177,256,-35.49,1,144,1,43,58,0.58,73,1.46,401,-108.1711
178,658,-211.20,0,144,0,43,271,2.71,255,5.10,403,-108.7938
179,81,-5.85,1,144,0,43,22,0.22,19,0.38,401,-108.2259
180,2017,-450.38,2,144,1,43,618,6.18,600,12.00,410,-110.2484
181,453,-106.86,0,144,0,43,155,1.55,127,2.54,410,-110.2523
182,66,7.85,1,144,1,43,20,0.20,15,0.30,408,-109.6227
183,185,7.51,2,144,1,43,41,0.41,38,0.76,407,-109.0093
184,217,-53.10,0,144,0,43,72,0.72,64,1.28,406,-108.7164
185,49,-4.28,1,144,0,43,13,0.13,14,0.28,404,-108.1578
186,238,-25.89,1,144,0,43,75,0.75,52,1.04,403,-107.7289
187,792,-158.99,1,144,0,43,226,2.26,214,4.28,405,-108.0417
188,274,-27.09,4,144,0,43,92,0.92,82,1.64,404,-107.6395
189,128,3.91,2,144,1,43,37,0.37,39,0.78,403,-107.075
190,86,-18.92,0,144,0,43,27,0.27,29,0.58,401,-106.6155
191,0,-3.00,0,144,0,43,0,0.00,0,0.00,399,-106.073
192,44,-6.45,1,144,0,43,10,0.10,12,0.24,397,-105.5595
193,246,-23.57,1,144,1,43,53,0.53,78,1.56,397,-105.1612
194,105,-7.23,3,144,0,43,33,0.33,36,0.72,395,-104.6725
195,1203,-185.51,4,144,2,43,425,4.25,344,6.88,399,-105.1823
196,171,-37.97,0,144,0,43,39,0.39,51,1.02,398,-104.8466
197,1538,-283.09,5,144,1,43,511,5.11,447,8.94,404,-105.8521
198,330,-84.00,1,144,0,43,106,1.06,107,2.14,403,-105.7614
199,86,-22.56,0,144,0,43,23,0.23,29,0.58,402,-105.3474
200,137,-16.84,1,144,0,43,53,0.53,32,0.64,401,-104.9142
201,467,-48.61,2,144,1,43,114,1.14,128,2.56,401,-104.671
202,163,-23.63,1,144,0,43,51,0.51,47,0.94,400,-104.2804
203,649,-99.17,3,144,1,43,194,1.94,189,3.78,401,-104.3051
204,177,6.81,2,144,1,43,49,0.49,41,0.82,400,-103.785
205,452,-58.39,1,144,0,43,124,1.24,112,2.24,400,-103.584
206,1455,-191.28,6,144,2,43,529,5.29,384,7.68,405,-104.1155
207,58,-5.75,1,144,0,43,18,0.18,19,0.38,404,-103.6463
208,436,-32.63,2,143,1,43,132,1.32,97,1.94,404,-103.3385
209,130,-8.77,1,144,0,43,33,0.33,26,0.52,402,-102.8934
210,137,22.84,2,144,1,43,41,0.41,14,0.28,401,-102.3156
211,582,-61.23,2,144,1,43,176,1.76,124,2.48,402,-102.1586
212,269,15.90,4,144,1,43,79,0.79,39,0.78,401,-101.6332
213,34,-5.05,0,144,0,43,10,0.10,11,0.22,400,-101.1812
214,243,-2.01,1,144,1,43,59,0.59,48,0.96,399,-100.7392
215,133,-5.07,1,144,0,43,31,0.31,29,0.58,398,-100.3015
216,161,-10.44,2,144,0,43,47,0.47,37,0.74,397,-99.89755
217,0,-3.00,0,144,0,43,0,0.00,0,0.00,395,-99.45102
218,402,-42.67,2,144,1,43,131,1.31,85,1.70,395,-99.22138
219,85,3.29,0,144,1,43,30,0.30,21,0.42,393,-98.7672
220,346,-47.06,2,144,0,43,118,1.18,81,1.62,393,-98.55121
221,57,-0.77,1,144,0,43,12,0.12,9,0.18,392,-98.11326
222,1283,-217.98,1,144,1,43,373,3.73,295,5.90,396,-98.71017
223,329,15.71,2,144,2,43,90,0.90,57,1.14,395,-98.23329
224,123,-9.08,0,144,0,43,35,0.35,16,0.32,394,-97.83828
225,878,-116.17,2,144,1,43,275,2.75,202,4.04,396,-97.96645
226,235,-12.55,3,144,0,43,83,0.83,43,0.86,395,-97.60519
227,25,-6.21,0,144,0,43,7,0.07,10,0.20,394,-97.20376
228,4965,-1510.52,1,144,1,43,1510,15.10,1258,25.16,414,-103.5923
229,210,-0.46,1,144,1,43,53,0.53,45,0.90,413,-103.1614
230,100,-13.82,1,144,0,43,33,0.33,24,0.48,412,-102.7795
231,13,-7.64,0,144,0,43,7,0.07,6,0.12,410,-102.3685
232,198,-17.80,1,144,0,43,58,0.58,49,0.98,409,-102.0137
233,1178,-182.03,5,144,2,43,422,4.22,298,5.96,412,-102.4356
234,420,-46.47,2,144,0,43,116,1.16,71,1.42,412,-102.2134
235,11,-2.45,0,144,0,43,3,0.03,1,0.02,411,-101.7891
236,205,-26.96,0,144,1,43,67,0.67,60,1.20,410,-101.4898
237,277,-26.90,3,144,0,43,103,1.03,66,1.32,409,-101.1938
238,716,-106.68,0,144,1,43,194,1.94,168,3.36,410,-101.2489
239,102,-8.60,0,144,0,43,29,0.29,13,0.26,409,-100.8635
240,271,6.77,1,144,1,43,73,0.73,65,1.30,409,-100.4361
241,303,-2.46,4,144,1,43,100,1.00,70,1.40,408,-100.0607
242,646,-57.46,2,144,1,43,201,2.01,127,2.54,409,-99.9188
243,531,8.96,4,144,1,43,159,1.59,51,1.02,410,-99.50246
244,888,-44.35,4,144,1,43,244,2.44,129,2.58,412,-99.3179
245,103,5.72,0,144,1,43,23,0.23,15,0.30,410,-98.90083
246,434,-54.75,2,144,0,43,107,1.07,96,1.92,410,-98.73914
247,1341,-181.67,4,144,1,43,402,4.02,313,6.26,414,-99.13718
248,150,-32.07,0,144,0,43,45,0.45,32,0.64,413,-98.87115
249,61,2.23,1,144,0,43,26,0.26,8,0.16,412,-98.46958
250,0,-3.00,0,144,0,43,0,0.00,0,0.00,410,-98.0877
251,817,-134.71,2,144,0,43,242,2.42,168,3.36,412,-98.26215
252,138,-8.32,0,144,0,43,34,0.34,15,0.30,411,-97.90778
253,0,-3.00,0,144,0,43,0,0.00,0,0.00,409,-97.53265
254,81,3.76,0,144,1,43,21,0.21,11,0.22,408,-97.1447
255,122,-11.73,0,144,0,43,18,0.18,20,0.40,407,-96.81202
256,154,-14.43,1,144,0,43,44,0.44,27,0.54,406,-96.49674
257,67,5.69,1,144,0,43,16,0.16,3,0.06,404,-96.10269
258,419,-43.57,0,144,0,43,110,1.10,52,1.04,404,-95.90736
259,315,-39.75,2,144,0,43,101,1.01,67,1.34,404,-95.70496
260,101,-19.48,0,144,0,43,43,0.43,32,0.64,403,-95.4159
261,99,10.98,1,144,1,43,34,0.34,19,0.38,402,-95.02258
262,177,-20.54,2,144,0,43,43,0.43,38,0.76,401,-94.74815
263,1563,-236.23,4,144,2,43,584,5.84,308,6.16,405,-95.35996
264,36,1.09,1,144,0,43,10,0.10,9,0.18,404,-94.9983
265,385,-25.45,2,144,0,43,95,0.95,75,1.50,404,-94.75033
266,789,-70.86,4,144,1,43,250,2.50,166,3.32,405,-94.70157
267,360,-15.77,1,144,1,43,96,0.96,62,1.24,405,-94.42549
268,834,-66.68,1,144,1,43,220,2.20,144,2.88,407,-94.35218
269,210,14.53,4,144,0,43,63,0.63,18,0.36,406,-93.96143
270,256,-6.11,2,144,1,43,62,0.62,56,1.12,405,-93.65627
271,287,-0.44,0,144,1,43,70,0.70,37,0.74,405,-93.32618
272,595,20.47,5,144,2,43,153,1.53,105,2.10,406,-92.95103
273,1042,-123.06,2,144,0,43,282,2.82,188,3.76,408,-93.09051
274,16,19.29,1,144,1,43,6,0.06,2,0.04,406,-92.69174
275,80,-9.55,0,144,0,43,22,0.22,14,0.28,405,-92.39123
276,527,-12.54,4,144,1,43,147,1.47,76,1.52,406,-92.13123
277,267,-12.25,1,144,1,43,69,0.69,55,1.10,405,-91.86023
278,540,-31.24,2,144,1,43,146,1.46,89,1.78,406,-91.66718
279,1201,-137.93,4,144,1,43,337,3.37,218,4.36,409,-91.87899
280,63,-6.81,1,144,0,43,16,0.16,16,0.32,407,-91.57935
281,784,-193.93,3,144,0,43,265,2.65,188,3.76,409,-91.9738
282,194,6.59,1,144,1,43,52,0.52,35,0.70,408,-91.63931
283,247,-23.82,1,144,0,43,68,0.68,39,0.78,407,-91.40726
284,3540,-530.09,2,144,1,43,954,9.54,611,12.22,418,-93.0416
285,411,-26.10,1,144,1,43,106,1.06,76,1.52,418,-92.82637
286,55,-3.34,0,144,0,43,13,0.13,2,0.04,417,-92.51408
287,165,-19.49,1,144,0,43,44,0.44,25,0.50,416,-92.26534
288,373,-12.36,2,144,1,43,83,0.83,56,1.12,416,-92.00755
289,420,-18.28,2,144,1,43,87,0.87,78,1.56,416,-91.77371
290,4613,-984.96,1,144,1,43,1203,12.03,872,17.44,430,-94.9657
291,477,-28.94,2,144,1,43,106,1.06,80,1.60,431,-94.7607
292,386,-72.48,0,144,0,43,103,1.03,72,1.44,430,-94.69284
293,171,2.92,1,144,0,43,30,0.30,18,0.36,430,-94.3643
294,0,-3.00,0,144,0,43,0,0.00,0,0.00,428,-94.05354
295,915,-71.32,5,144,2,43,281,2.81,176,3.52,430,-94.02548
296,215,-12.76,2,144,0,43,43,0.43,36,0.72,429,-93.7595
297,68,-8.70,0,144,0,43,10,0.10,10,0.20,428,-93.4741
298,304,-36.54,0,144,0,43,83,0.83,52,1.04,427,-93.28931
299,58,2.30,1,144,0,43,8,0.08,13,0.26,426,-92.97308
300,142,15.12,3,140,0,43,25,0.25,16,0.32,425,-92.6218
301,283,-16.89,1,144,0,43,62,0.62,27,0.54,425,-92.37635
302,1552,-200.99,5,144,1,43,518,5.18,303,6.06,428,-92.79241
303,247,-18.74,1,144,0,43,56,0.56,25,0.50,428,-92.55379
304,409,1.43,5,144,1,43,103,1.03,58,1.16,428,-92.27092
305,331,-19.14,1,144,0,43,62,0.62,47,0.94,428,-92.03854
306,391,16.49,4,144,1,43,98,0.98,34,0.68,427,-91.70596
307,487,-20.73,2,144,1,43,140,1.40,99,1.98,428,-91.49789
308,138,4.21,1,144,1,43,45,0.45,30,0.60,427,-91.20035
309,117,0.44,1,144,0,43,21,0.21,13,0.26,426,-90.90753
310,233,-11.63,1,144,0,43,48,0.48,31,0.62,425,-90.65757
311,1198,-104.25,4,144,2,43,362,3.62,229,4.58,428,-90.75154
312,216,-0.54,3,144,0,43,52,0.52,40,0.80,427,-90.4733
313,1155,-120.84,1,144,1,43,305,3.05,172,3.44,429,-90.60069
314,33,-0.42,1,144,0,43,6,0.06,6,0.12,428,-90.31629
315,545,-110.12,2,144,0,43,203,2.03,128,2.56,428,-90.39814
316,808,-24.02,3,144,1,43,168,1.68,76,1.52,429,-90.21216
317,87,-3.60,0,144,0,43,20,0.20,3,0.06,428,-89.93976
318,90,1.47,1,144,0,43,16,0.16,12,0.24,427,-89.65574
319,709,-63.87,2,144,1,43,160,1.60,130,2.60,428,-89.59972
320,1028,-43.36,2,144,0,43,180,1.80,95,1.90,430,-89.47112
321,431,-14.20,3,144,1,43,136,1.36,59,1.18,430,-89.25827
322,88,2.78,1,144,0,43,23,0.23,7,0.14,429,-88.97575
323,303,-4.21,2,144,0,43,65,0.65,42,0.84,429,-88.72224
324,282,14.72,0,144,1,43,43,0.43,25,0.50,428,-88.41303
325,64,0.62,1,144,0,43,18,0.18,6,0.12,427,-88.14215
326,154,9.11,2,144,0,43,28,0.28,16,0.32,426,-87.84995
327,0,-3.00,0,144,0,43,0,0.00,0,0.00,425,-87.59046
328,308,39.29,3,144,2,43,63,0.63,33,0.66,425,-87.2281
329,64,-7.13,0,144,0,43,10,0.10,8,0.16,423,-86.98544
330,229,8.26,3,144,0,43,61,0.61,5,0.10,423,-86.70529
331,191,6.78,1,144,1,43,42,0.42,29,0.58,422,-86.43501
332,1034,-68.29,5,144,1,43,291,2.91,160,3.20,424,-86.41623
333,0,-3.00,0,144,0,43,0,0.00,0,0.00,423,-86.16573
334,47,-13.46,0,144,0,43,12,0.12,11,0.22,422,-85.94907
335,151,-13.07,0,144,0,43,23,0.23,21,0.42,421,-85.73345
336,66,-11.83,1,144,0,43,20,0.20,23,0.46,420,-85.51754
337,202,-4.25,1,144,0,43,35,0.35,17,0.34,419,-85.2805
338,133,-5.41,0,144,0,43,33,0.33,6,0.12,418,-85.04552
339,97,12.64,1,144,1,43,22,0.22,14,0.28,417,-84.76775
340,230,16.64,2,144,1,43,46,0.46,29,0.58,417,-84.48346
341,325,-4.33,0,144,1,43,69,0.69,37,0.74,416,-84.25941
342,302,-14.65,1,144,0,43,58,0.58,23,0.46,416,-84.06094
343,121,-2.40,1,144,0,43,27,0.27,19,0.38,415,-83.82678
344,651,20.59,3,143,1,43,142,1.42,36,0.72,416,-83.54232
345,0,-3.00,0,144,0,43,0,0.00,0,0.00,415,-83.30887
346,218,18.59,2,144,1,43,57,0.57,15,0.30,414,-83.0276
347,342,2.73,1,144,2,43,77,0.77,54,1.08,414,-82.80121
348,424,16.74,2,144,1,43,56,0.56,29,0.58,414,-82.52911
349,385,22.34,3,144,1,43,48,0.48,28,0.56,414,-82.24424
350,312,-34.31,1,144,0,43,76,0.76,43,0.86,414,-82.11391
351,77,-1.26,0,144,0,43,14,0.14,2,0.04,413,-81.88408
352,220,-16.24,1,144,0,43,53,0.53,25,0.50,412,-81.7025
353,2977,-283.44,2,144,1,43,620,6.20,315,6.30,419,-82.31994
354,444,-12.52,2,144,1,43,107,1.07,62,1.24,419,-82.13979
355,204,-8.57,1,144,0,43,44,0.44,23,0.46,419,-81.93705
356,323,-9.27,0,144,0,43,59,0.59,30,0.60,419,-81.73626
357,47,24.30,2,144,1,43,10,0.10,7,0.14,417,-81.45033
358,1247,-128.56,2,144,0,43,328,3.28,130,2.60,420,-81.60223
359,1149,-248.26,1,144,1,43,231,2.31,210,4.20,422,-82.09299
360,140,6.40,0,144,1,43,27,0.27,14,0.28,421,-81.85517
361,157,34.88,0,144,2,43,31,0.31,13,0.26,420,-81.54626
362,641,-36.52,0,144,1,43,145,1.45,64,1.28,421,-81.43585
363,120,2.80,1,144,0,43,30,0.30,5,0.10,420,-81.20682
364,51,0.05,1,144,0,43,8,0.08,11,0.22,419,-80.98631
365,56,16.47,1,144,1,43,16,0.16,7,0.14,418,-80.7284
366,171,11.22,1,144,1,43,39,0.39,22,0.44,417,-80.48771
367,31,-4.11,0,144,0,43,3,0.03,9,0.18,416,-80.28017
368,87,6.57,1,144,0,43,8,0.08,9,0.18,415,-80.04676
369,672,1.94,4,144,1,43,100,1.00,85,1.70,416,-79.84573
370,380,-82.66,2,144,0,43,139,1.39,100,2.00,416,-79.86624
371,110,4.00,1,144,0,43,19,0.19,10,0.20,415,-79.64312
372,64,7.30,1,144,0,43,14,0.14,1,0.02,414,-79.41171
373,2678,-400.80,2,144,1,43,589,5.89,430,8.60,420,-80.32216
374,146,-3.76,1,144,0,43,11,0.11,20,0.40,420,-80.12067
