Episode,Steps,Reward,CoinsCollected,TotalCoins,CheckpointsCollected,TotalCheckpoints,JumpCount,JumpPenalty,DashCount,DashPenalty,CumulativeAvgSteps,CumulativeAvgRewards
59,122,39.89,1,144,1,43,5,0.05,2,0.04,312,4.013972
60,370,0.51,2,144,0,43,51,0.51,14,0.28,313,3.919295
61,172,45.42,2,144,1,43,14,0.14,5,0.10,311,4.534757
62,90,41.44,3,144,1,43,10,0.10,5,0.10,307,5.055658
63,104,33.30,2,144,1,43,13,0.13,4,0.08,304,5.441766
64,1257,19.40,6,144,3,43,308,3.08,156,3.12,319,5.388901
65,474,61.15,4,144,2,43,77,0.77,34,0.68,321,6.110136
66,49,-2.74,0,144,0,43,4,0.04,2,0.04,317,5.974857
67,79,7.75,1,144,0,43,9,0.09,2,0.04,314,5.988979
68,157,13.39,1,144,0,43,10,0.10,4,0.08,311,6.084922
69,112,15.13,2,142,0,43,18,0.18,1,0.02,308,6.192687
70,0,-3.00,0,144,0,43,0,0.00,0,0.00,304,6.061363
71,207,-5.14,1,144,0,43,48,0.48,20,0.40,303,5.88142
72,189,20.67,2,144,0,43,32,0.32,5,0.10,301,6.061682
73,48,-0.38,1,144,0,43,14,0.14,9,0.18,298,5.959553
74,275,42.48,1,144,1,43,26,0.26,5,0.10,297,6.407452
75,91,26.91,1,144,1,43,11,0.11,1,0.02,295,6.63887
76,79,15.00,1,144,0,43,3,0.03,1,0.02,292,6.73915
77,146,20.72,1,144,0,43,19,0.19,4,0.08,290,6.908151
78,50,4.55,1,144,0,43,6,0.06,1,0.02,287,6.86794
79,469,39.06,3,144,1,43,57,0.57,35,0.70,289,7.203545
80,214,42.54,3,144,1,43,30,0.30,14,0.28,288,7.582877
81,184,51.99,2,144,2,43,28,0.28,8,0.16,287,8.051051
82,415,39.45,3,142,1,43,48,0.48,13,0.26,288,8.370865
83,0,-3.00,0,144,0,43,0,0.00,0,0.00,285,8.233866
84,824,58.64,6,144,3,43,204,2.04,84,1.68,291,8.656975
85,233,15.15,1,144,0,43,50,0.50,9,0.18,291,8.71724
86,273,23.84,2,144,1,43,37,0.37,22,0.44,290,8.840492
87,277,1.25,2,144,0,43,64,0.64,18,0.36,290,8.725758
88,378,5.36,3,144,1,43,111,1.11,53,1.06,291,8.612739
89,46,14.33,2,144,0,43,5,0.05,1,0.02,288,8.660639
90,307,40.48,2,144,1,43,33,0.33,2,0.04,289,8.968801
91,1777,-249.29,8,144,4,43,595,5.95,498,9.96,305,5.792711
92,43,10.99,2,144,0,43,6,0.06,1,0.02,302,5.833256
93,180,37.33,3,144,1,43,25,0.25,12,0.24,301,6.119221
94,222,0.51,1,144,0,43,24,0.24,13,0.26,300,6.046834
95,263,66.87,5,144,1,43,32,0.32,16,0.32,300,6.619267
96,166,35.04,3,144,0,43,15,0.15,6,0.12,298,6.890811
97,0,-3.00,0,144,0,43,0,0.00,0,0.00,295,6.788844
98,448,-33.52,3,144,1,43,150,1.50,91,1.82,297,6.298674
99,316,26.72,3,144,0,43,37,0.37,8,0.16,297,6.478588
100,341,74.59,4,144,2,43,59,0.59,11,0.22,297,7.077338
101,924,-110.62,3,144,1,43,276,2.76,175,3.50,304,5.806349
102,1117,-95.29,4,144,1,43,322,3.22,206,4.12,311,4.693254
103,36,4.06,1,144,0,43,1,0.01,2,0.04,309,4.679843
104,48,22.77,1,144,1,43,7,0.07,1,0.02,306,4.823899
105,413,30.23,3,144,1,43,93,0.93,30,0.60,307,5.00932
106,0,-3.00,0,144,0,43,0,0.00,0,0.00,304,4.93376
107,54,3.61,2,144,0,43,15,0.15,8,0.16,302,4.905488
108,156,18.16,1,144,0,43,22,0.22,6,0.12,301,5.01865
109,517,70.07,5,144,1,43,93,0.93,24,0.48,303,5.549293
110,349,67.82,2,144,2,43,29,0.29,18,0.36,303,6.05461
111,294,53.10,7,144,0,43,42,0.42,23,0.46,303,6.42676
112,469,64.88,4,144,2,43,98,0.98,49,0.98,304,6.864848
113,264,37.04,2,144,0,43,14,0.14,9,0.18,304,7.116771
114,262,72.03,4,144,3,43,63,0.63,30,0.60,304,7.589796
115,165,29.08,1,144,1,43,10,0.10,2,0.04,303,7.749179
116,0,-3.00,0,144,0,43,0,0.00,0,0.00,300,7.656514
117,121,10.34,1,144,0,43,18,0.18,2,0.04,298,7.671599
118,1211,0.43,9,144,2,43,369,3.69,151,3.02,306,7.460995
119,192,16.65,1,144,0,43,8,0.08,5,0.10,305,7.53086
120,281,57.63,4,144,1,43,21,0.21,18,0.36,305,7.901103
121,137,-4.60,1,144,0,43,21,0.21,11,0.22,304,7.788482
122,391,72.02,2,144,2,43,62,0.62,14,0.28,304,8.258078
123,87,6.37,1,144,0,43,7,0.07,2,0.04,302,8.23622
124,303,25.12,1,144,1,43,35,0.35,13,0.26,302,8.343072
125,56,25.61,1,144,1,43,6,0.06,0,0.00,301,8.45659
126,47,19.05,1,144,1,43,8,0.08,8,0.16,299,8.514767
127,81,10.86,1,144,0,43,8,0.08,2,0.04,297,8.526825
128,161,32.73,0,144,1,43,16,0.16,3,0.06,296,8.696056
129,480,-0.65,4,144,1,43,122,1.22,58,1.16,297,8.565633
130,391,49.97,4,144,1,43,67,0.67,16,0.32,298,8.837255
131,96,6.70,1,144,0,43,19,0.19,5,0.10,296,8.813463
132,105,7.03,2,144,0,43,28,0.28,11,0.22,295,8.785666
133,586,66.05,3,144,2,43,96,0.96,34,0.68,297,9.153235
134,76,23.09,1,144,1,43,16,0.16,5,0.10,295,9.232728
135,374,40.30,3,144,1,43,50,0.50,12,0.24,296,9.424725
136,310,72.30,3,144,2,43,41,0.41,10,0.20,296,9.833028
137,82,3.58,0,144,0,43,9,0.09,2,0.04,295,9.786442
138,130,29.81,1,144,1,43,8,0.08,7,0.14,293,9.908042
139,201,9.32,1,144,0,43,34,0.34,7,0.14,293,9.89535
140,224,-27.24,0,144,0,43,58,0.58,42,0.84,292,9.61998
141,264,21.76,1,144,0,43,15,0.15,5,0.10,292,9.699371
142,217,18.25,2,144,0,43,38,0.38,11,0.22,291,9.745567
143,196,12.77,0,144,0,43,12,0.12,2,0.04,291,9.765624
144,140,35.75,2,144,1,43,13,0.13,8,0.16,290,9.918233
145,1306,-121.32,5,136,3,43,370,3.70,277,5.54,297,8.875919
146,113,15.34,3,144,0,43,23,0.23,12,0.24,295,8.902735
147,89,2.62,1,144,0,43,15,0.15,5,0.10,294,8.853538
148,227,57.18,3,144,1,43,11,0.11,3,0.06,294,9.149142
149,188,23.72,1,144,1,43,35,0.35,12,0.24,293,9.222706
150,163,-14.05,0,144,0,43,29,0.29,23,0.46,292,9.062561
151,359,88.53,3,144,2,43,33,0.33,8,0.16,292,9.540994
152,191,47.76,3,144,1,43,22,0.22,3,0.06,292,9.76156
153,458,6.18,1,144,1,43,95,0.95,47,0.94,293,9.706089
154,399,0.19,2,144,1,43,90,0.90,52,1.04,294,9.60756
155,163,27.33,1,144,1,43,13,0.13,1,0.02,293,9.70146
156,245,-0.13,1,144,0,43,43,0.43,16,0.32,292,9.62917
157,778,79.99,8,144,3,43,199,1.99,87,1.74,295,9.973742
158,104,31.06,2,144,1,43,15,0.15,6,0.12,294,10.08201
159,342,71.29,2,144,2,43,58,0.58,7,0.14,295,10.42443
160,618,50.78,2,144,2,43,123,1.23,36,0.72,297,10.62672
161,254,84.04,3,144,2,43,43,0.43,7,0.14,296,11.0373
162,254,32.02,2,144,2,43,55,0.55,28,0.56,296,11.12267
163,148,5.91,1,144,0,43,12,0.12,9,0.18,295,11.08457
164,941,-75.91,6,144,2,43,288,2.88,200,4.00,299,10.45839
165,0,-3.00,0,144,0,43,0,0.00,0,0.00,297,10.37682
166,629,13.53,6,144,1,43,183,1.83,80,1.60,299,10.33606
167,120,28.48,2,144,1,43,11,0.11,11,0.22,298,10.42049
168,85,6.63,1,144,0,43,3,0.03,3,0.06,297,10.39329
169,262,-5.76,3,144,0,43,54,0.54,37,0.74,297,10.27778
170,87,12.72,1,144,0,43,5,0.05,1,0.02,295,10.28767
171,1374,-163.08,4,144,1,43,363,3.63,270,5.40,302,9.191149
172,315,69.78,4,144,2,43,39,0.39,20,0.40,302,9.49564
173,381,26.52,1,144,0,43,34,0.34,20,0.40,302,9.585768
174,419,63.64,3,144,2,43,69,0.69,23,0.46,303,9.851115
175,204,1.02,1,144,0,43,28,0.28,9,0.18,302,9.794047
176,138,6.97,1,144,0,43,17,0.17,1,0.02,301,9.772995
177,298,7.58,1,144,0,43,28,0.28,8,0.16,301,9.754174
178,59,-1.10,1,144,0,43,8,0.08,8,0.16,300,9.687948
179,245,11.89,1,144,0,43,23,0.23,10,0.20,300,9.693958
180,467,74.99,5,144,2,43,100,1.00,30,0.60,301,10.00272
181,480,-14.54,4,144,0,43,145,1.45,72,1.44,302,9.835804
182,6,-2.47,0,144,0,43,2,0.02,0,0.00,300,9.768085
183,322,10.98,3,144,1,43,84,0.84,45,0.90,300,9.741088
184,296,69.27,1,144,2,43,29,0.29,7,0.14,300,10.03325
185,941,-74.50,3,144,2,43,259,2.59,169,3.38,304,9.507658
186,125,4.76,1,144,0,43,11,0.11,10,0.20,303,9.476713
187,36,-1.52,0,144,0,43,4,0.04,6,0.12,301,9.417028
188,858,62.53,6,144,3,43,198,1.98,77,1.54,304,9.621548
189,172,23.75,1,144,1,43,36,0.36,9,0.18,303,9.677479
190,546,-29.93,3,144,1,43,164,1.64,87,1.74,305,9.427998
191,108,14.80,2,144,0,43,10,0.10,6,0.12,304,9.447681
192,187,15.93,2,144,0,43,22,0.22,9,0.18,303,9.472101
193,153,15.48,2,144,0,43,23,0.23,7,0.14,302,9.494106
194,0,-3.00,0,144,0,43,0,0.00,0,0.00,301,9.429703
195,228,39.13,3,144,1,43,36,0.36,6,0.12,300,9.556962
196,83,4.80,1,144,0,43,5,0.05,2,0.04,299,9.528711
197,254,33.81,4,144,1,43,69,0.69,22,0.44,299,9.6203
198,269,-5.19,0,144,0,43,15,0.15,9,0.18,299,9.543834
199,241,41.25,3,144,1,43,37,0.37,13,0.26,299,9.677834
200,86,19.30,2,144,0,43,11,0.11,3,0.06,298,9.718159
201,0,-3.00,0,144,0,43,0,0.00,0,0.00,296,9.654884
202,66,23.58,1,144,1,43,4,0.04,2,0.04,295,9.708474
203,0,-3.00,0,144,0,43,0,0.00,0,0.00,293,9.64587
204,269,55.22,3,144,2,43,53,0.53,20,0.40,293,9.831692
205,70,-5.80,0,144,0,43,13,0.13,9,0.18,292,9.753949
206,148,-19.54,0,144,0,43,39,0.39,30,0.60,292,9.606927
207,68,9.23,1,144,0,43,7,0.07,2,0.04,290,9.601222
208,887,-48.60,5,144,1,43,263,2.63,147,2.94,293,9.266754
209,168,15.78,1,144,0,43,20,0.20,8,0.16,293,9.292892
210,91,3.17,0,144,0,43,9,0.09,0,0.00,292,9.263323
211,111,16.20,2,144,0,43,19,0.19,8,0.16,291,9.287975
212,88,19.55,2,144,1,43,33,0.33,13,0.26,290,9.31607
213,38,15.48,0,144,1,43,4,0.04,7,0.14,289,9.333225
214,184,16.55,1,144,0,43,33,0.33,8,0.16,288,9.361391
215,117,10.42,1,144,0,43,20,0.20,4,0.08,287,9.361799
216,87,10.01,1,144,0,43,12,0.12,3,0.06,287,9.36075
217,85,18.37,0,144,1,43,7,0.07,3,0.06,286,9.390944
218,42,11.14,2,144,0,43,5,0.05,1,0.02,284,9.392277
219,261,40.05,1,144,1,43,40,0.40,12,0.24,284,9.515576
220,131,26.35,1,144,1,43,9,0.09,3,0.06,284,9.577669
221,671,-104.98,2,144,2,43,212,2.12,197,3.94,285,9.004558
222,375,45.16,3,144,1,43,51,0.51,13,0.26,286,9.144093
223,62,31.61,3,144,1,43,15,0.15,7,0.14,285,9.223776
224,558,22.06,3,144,1,43,135,1.35,48,0.96,286,9.2511
225,1663,-185.91,7,144,2,43,492,4.92,341,6.82,292,8.289271
226,99,22.33,1,144,1,43,15,0.15,2,0.04,291,8.337184
227,59,-2.20,0,144,0,43,6,0.06,1,0.02,290,8.290393
228,134,-6.23,0,144,0,43,24,0.24,10,0.20,290,8.224773
229,59,-4.41,0,144,0,43,4,0.04,5,0.10,289,8.168976
230,248,13.04,1,144,0,43,21,0.21,15,0.30,288,8.184934
231,149,-0.90,1,144,0,43,19,0.19,16,0.32,288,8.140404
232,293,25.26,3,144,1,43,70,0.70,21,0.42,288,8.190366
233,431,76.30,3,144,2,43,73,0.73,26,0.52,288,8.448399
234,37,4.51,1,144,0,43,2,0.02,0,0.00,287,8.428525
235,45,23.16,1,144,1,43,3,0.03,1,0.02,286,8.478168
236,77,8.53,1,144,0,43,10,0.10,2,0.04,285,8.47487
237,477,66.48,5,144,1,43,51,0.51,16,0.32,286,8.69167
238,130,18.07,1,144,0,43,11,0.11,3,0.06,286,8.727463
239,613,15.12,6,144,1,43,144,1.44,73,1.46,287,8.714911
240,0,-3.00,0,144,0,43,0,0.00,0,0.00,286,8.666098
241,491,70.71,4,144,2,43,93,0.93,32,0.64,287,8.886216
242,192,43.68,6,144,0,43,24,0.24,22,0.44,286,9.009953
243,392,13.25,3,144,0,43,46,0.46,35,0.70,287,9.014036
244,261,22.42,1,144,1,43,41,0.41,19,0.38,287,9.053352
245,606,-29.15,2,144,1,43,150,1.50,97,1.94,288,8.868204
246,419,81.47,3,144,2,43,30,0.30,6,0.12,288,9.134233
247,133,38.40,1,144,1,43,10,0.10,2,0.04,288,9.239935
248,161,7.75,1,144,0,43,24,0.24,7,0.14,287,9.229606
249,374,72.73,0,144,2,43,41,0.41,17,0.34,288,9.462918
250,365,8.20,2,144,1,43,81,0.81,41,0.82,288,9.436482
251,99,8.83,1,144,0,43,16,0.16,3,0.06,287,9.430442
252,401,74.23,4,144,2,43,73,0.73,22,0.44,288,9.653445
253,232,1.59,2,144,0,43,21,0.21,27,0.54,287,9.613123
254,144,22.29,1,144,1,43,16,0.16,10,0.20,287,9.649737
255,59,-0.62,1,144,0,43,8,0.08,10,0.20,286,9.605653
256,65,4.74,1,144,0,43,17,0.17,5,0.10,285,9.582864
257,249,10.03,1,144,0,43,30,0.30,11,0.22,285,9.579879
258,130,34.33,2,144,1,43,11,0.11,8,0.16,284,9.660372
259,301,37.30,1,144,1,43,25,0.25,5,0.10,284,9.754063
260,1023,-105.97,3,144,2,43,312,3.12,171,3.42,287,9.257904
261,161,14.83,1,144,0,43,31,0.31,8,0.16,287,9.274799
262,241,47.78,3,144,1,43,27,0.27,10,0.20,286,9.403128
263,976,-111.94,2,144,1,43,263,2.63,179,3.58,289,8.904003
264,44,12.49,2,144,0,43,11,0.11,4,0.08,288,8.911616
265,492,57.57,2,144,1,43,40,0.40,14,0.28,289,9.078654
266,775,45.54,5,144,2,43,168,1.68,73,1.46,291,9.173382
267,348,77.05,2,144,2,43,20,0.20,10,0.20,291,9.403469
268,645,-0.99,3,144,1,43,121,1.21,52,1.04,292,9.339826
269,131,42.16,1,144,2,43,28,0.28,7,0.14,292,9.440399
270,463,83.72,4,144,2,43,71,0.71,19,0.38,292,9.68395
271,36,-2.80,0,144,0,43,6,0.06,2,0.04,291,9.637511
272,256,39.79,4,144,1,43,49,0.49,19,0.38,291,9.726396
273,320,78.39,2,144,2,43,34,0.34,7,0.14,291,9.95401
274,309,51.75,3,144,1,43,42,0.42,6,0.12,291,10.08847
275,68,8.65,1,144,0,43,7,0.07,1,0.02,291,10.0804
276,72,0.69,0,144,0,43,9,0.09,1,0.02,290,10.04598
277,1610,-248.00,7,144,1,43,552,5.52,374,7.48,295,9.041547
278,71,-9.31,0,144,0,43,16,0.16,9,0.18,294,8.974298
279,201,30.48,1,144,1,43,36,0.36,7,0.14,293,9.038754
280,252,67.00,2,144,2,43,19,0.19,8,0.16,293,9.222931
281,36,4.35,1,144,0,43,2,0.02,1,0.02,292,9.202971
282,110,28.12,2,144,1,43,26,0.26,12,0.24,292,9.255091
283,1018,-169.07,4,144,2,43,369,3.69,280,5.60,294,8.565893
284,240,60.22,3,144,1,43,30,0.30,16,0.32,294,8.730059
285,904,-178.53,1,144,0,43,277,2.77,178,3.56,296,8.048368
286,325,58.79,3,144,1,43,51,0.51,10,0.20,296,8.207898
287,89,9.55,1,144,0,43,6,0.06,0,0.00,296,8.209941
288,139,34.98,2,144,1,43,17,0.17,10,0.20,295,8.288707
289,138,26.28,2,144,1,43,29,0.29,11,0.22,295,8.336353
290,109,12.89,2,144,0,43,9,0.09,8,0.16,294,8.346387
291,360,-8.72,4,144,2,43,127,1.27,95,1.90,294,8.251323
292,276,69.61,2,144,2,43,26,0.26,10,0.20,294,8.4392
293,324,4.40,1,144,1,43,59,0.59,19,0.38,294,8.411798
294,101,22.83,4,144,0,43,16,0.16,5,0.10,293,8.450516
295,176,45.69,2,144,1,43,16,0.16,6,0.12,293,8.563219
296,226,-3.09,0,144,0,43,33,0.33,10,0.20,293,8.522057
297,137,18.74,1,144,0,43,28,0.28,5,0.10,292,8.552834
298,1084,-218.66,5,144,2,43,398,3.98,346,6.92,295,7.726546
299,367,23.22,3,144,0,43,42,0.42,4,0.08,295,7.76972
300,48,4.93,1,144,0,43,9,0.09,4,0.08,294,7.757361
301,36,4.34,1,144,0,43,4,0.04,0,0.00,294,7.743555
302,40,14.39,2,144,0,43,1,0.01,2,0.04,293,7.760814
303,64,22.26,1,144,0,43,7,0.07,1,0.02,292,7.806086
304,3044,-530.08,8,144,3,43,1080,10.80,745,14.90,301,5.91096
305,51,-6.57,0,144,0,43,8,0.08,11,0.22,300,5.869047
306,57,7.73,1,144,0,43,5,0.05,0,0.00,299,5.872694
307,632,3.12,2,144,1,43,140,1.40,81,1.62,300,5.841776
308,274,67.77,2,144,2,43,32,0.32,6,0.12,300,6.021788
309,566,-4.67,3,144,2,43,138,1.38,120,2.40,301,5.953144
310,542,34.55,2,144,1,43,54,0.54,27,0.54,302,6.029925
311,158,31.50,1,144,1,43,20,0.20,11,0.22,302,6.10077
312,415,-29.97,2,144,1,43,96,0.96,62,1.24,302,5.966207
313,396,70.59,4,144,2,43,53,0.53,22,0.44,302,6.145835
314,142,31.38,3,144,0,43,10,0.10,6,0.12,302,6.218853
315,213,35.36,2,144,1,43,24,0.24,8,0.16,301,6.298298
316,105,16.09,2,144,0,43,11,0.11,5,0.10,301,6.324234
317,0,-3.00,0,144,0,43,0,0.00,0,0.00,300,6.29482
318,105,1.27,0,144,0,43,11,0.11,7,0.14,299,6.278224
319,115,32.81,2,144,1,43,12,0.12,6,0.12,299,6.349014
320,329,11.81,3,144,0,43,34,0.34,27,0.54,299,6.356818
321,84,3.14,1,144,0,43,8,0.08,5,0.10,298,6.344081
322,45,8.25,1,144,0,43,1,0.01,2,0.04,297,6.347692
323,1037,-223.96,3,144,1,43,402,4.02,300,6.00,300,5.589983
324,124,16.06,1,144,0,43,4,0.04,3,0.06,299,5.61985
325,50,7.84,1,144,0,43,4,0.04,0,0.00,298,5.624418
326,251,65.86,3,144,2,43,39,0.39,12,0.24,298,5.786612
327,499,-2.96,4,144,1,43,135,1.35,80,1.60,299,5.735226
328,261,16.47,2,144,1,43,74,0.74,25,0.50,299,5.752842
329,113,30.42,2,144,1,43,20,0.20,7,0.14,298,5.8155
330,551,76.58,4,144,2,43,106,1.06,34,0.68,299,6.002165
331,261,40.58,1,144,1,43,39,0.39,6,0.12,299,6.095976
332,145,7.73,2,144,0,43,29,0.29,17,0.34,298,6.09482
333,796,-4.95,4,144,2,43,174,1.74,132,2.64,300,6.026183
334,37,2.40,1,144,0,43,7,0.07,2,0.04,299,6.012918
335,4028,-1165.39,7,144,3,43,1005,10.05,1540,30.80,310,2.358924
336,688,-10.60,4,144,2,43,194,1.94,129,2.58,311,2.284783
337,111,32.09,2,144,1,43,19,0.19,5,0.10,311,2.361335
338,153,-9.81,1,144,0,43,43,0.43,11,0.22,310,2.321335
339,398,41.97,7,144,3,43,138,1.38,91,1.82,310,2.39392
340,176,28.31,5,144,0,43,31,0.31,25,0.50,310,2.457561
341,229,18.92,2,143,1,43,56,0.56,30,0.60,310,2.491529
342,25,1.25,0,144,0,43,2,0.02,0,0.00,309,2.487829
343,105,30.72,2,144,1,43,17,0.17,7,0.14,308,2.558408
344,106,31.49,2,144,1,43,22,0.22,5,0.10,308,2.630772
345,156,38.11,1,144,1,43,15,0.15,2,0.04,307,2.724306
346,178,12.91,0,144,0,43,29,0.29,9,0.18,307,2.752392
347,668,1.91,7,144,3,43,192,1.92,144,2.88,308,2.702003
348,257,1.10,1,144,0,43,57,0.57,19,0.38,308,2.692661
349,324,75.69,3,144,2,43,41,0.41,9,0.18,308,2.880845
350,747,-77.37,3,144,0,43,235,2.35,137,2.74,309,2.631058
351,410,37.10,4,144,2,43,112,1.12,52,1.04,309,2.701941
352,61,4.18,0,144,0,43,5,0.05,0,0.00,309,2.705985
353,32,-1.50,0,144,0,43,4,0.04,1,0.02,308,2.693907
354,436,0.78,4,144,1,43,128,1.28,83,1.66,308,2.665779
355,109,43.23,0,144,2,43,18,0.18,3,0.06,308,2.766254
356,252,49.13,3,144,1,43,17,0.17,12,0.24,308,2.882946
357,1474,-105.09,9,144,3,43,450,4.50,302,6.04,311,2.513925
358,645,-29.54,3,144,1,43,186,1.86,99,1.98,312,2.401335
359,265,67.79,6,144,1,43,37,0.37,20,0.40,312,2.563241
360,85,3.49,0,144,0,43,4,0.04,3,0.06,311,2.565546
361,265,48.40,2,144,1,43,16,0.16,8,0.16,311,2.681322
362,190,29.82,2,144,1,43,29,0.29,14,0.28,310,2.744463
363,135,26.78,1,144,1,43,14,0.14,8,0.16,310,2.801533
364,221,29.63,2,144,1,43,30,0.30,16,0.32,310,2.863324
365,191,17.40,3,144,0,43,30,0.30,8,0.16,309,2.896196
366,619,-55.22,2,144,1,43,180,1.80,100,2.00,310,2.71687
367,106,47.31,2,144,2,43,23,0.23,6,0.12,310,2.820973
368,470,37.27,4,144,2,43,95,0.95,59,1.18,310,2.888613
369,169,35.36,0,144,1,43,7,0.07,2,0.04,310,2.970019
370,391,21.86,4,144,1,43,98,0.98,53,1.06,310,3.001775
371,444,11.44,3,144,1,43,88,0.88,50,1.00,310,3.007568
372,467,80.41,4,144,2,43,77,0.77,24,0.48,311,3.192322
373,142,26.33,2,144,1,43,21,0.21,10,0.20,310,3.243292
374,48,7.33,1,144,0,43,5,0.05,1,0.02,310,3.252167
375,138,29.77,1,144,1,43,27,0.27,6,0.12,309,3.313781
376,334,-2.06,2,144,0,43,86,0.86,39,0.78,309,3.29144
377,641,61.85,5,144,2,43,135,1.35,49,0.98,310,3.419033
378,66,23.87,1,144,1,43,6,0.06,3,0.06,309,3.464829
379,98,23.72,1,144,1,43,10,0.10,10,0.20,309,3.509506
380,346,71.35,2,144,2,43,29,0.29,11,0.22,309,3.670791
381,1053,-42.54,3,144,2,43,249,2.49,132,2.64,311,3.518353
382,1492,-155.81,10,144,4,43,495,4.95,402,8.04,314,3.024728
383,752,-3.75,3,144,1,43,128,1.28,84,1.68,315,2.987793
384,57,8.27,1,144,0,43,6,0.06,0,0.00,314,2.999596
385,243,10.75,1,144,0,43,31,0.31,8,0.16,314,3.016689
386,328,-48.20,1,144,1,43,106,1.06,49,0.98,314,2.870907
387,69,21.78,2,144,1,43,11,0.11,13,0.26,314,2.90922
388,132,14.09,1,144,0,43,9,0.09,4,0.08,313,2.935799
389,321,71.12,3,144,2,43,42,0.42,12,0.24,313,3.092061
390,660,-68.87,4,144,0,43,203,2.03,121,2.42,314,2.889021
